,rseed,num_req,adm_rate,succ_order_rate,service_rate,policy,pct
601,2,155,7.0968,90.9091,6.4516,NomiSch,82
602,3,179,7.8212,85.7143,6.7039,NomiSch,82
603,4,179,7.2626,100.0,7.2626,NomiSch,82
604,5,160,8.75,78.5714,6.875,NomiSch,82
605,6,167,7.1856,91.6667,6.5868,NomiSch,82
606,7,164,7.9268,92.3077,7.3171,NomiSch,82
607,8,165,7.2727,100.0,7.2727,NomiSch,82
608,9,180,6.1111,90.9091,5.5556,NomiSch,82
609,10,162,7.4074,91.6667,6.7901,NomiSch,82
610,11,180,6.1111,100.0,6.1111,NomiSch,82
611,12,152,7.2368,100.0,7.2368,NomiSch,82
612,13,145,8.2759,91.6667,7.5862,NomiSch,82
613,14,164,7.9268,76.9231,6.0976,NomiSch,82
614,15,154,8.4416,92.3077,7.7922,NomiSch,82
615,16,168,7.7381,84.6154,6.5476,NomiSch,82
616,17,182,6.044,100.0,6.044,NomiSch,82
617,18,180,7.2222,84.6154,6.1111,NomiSch,82
618,19,161,6.2112,100.0,6.2112,NomiSch,82
619,20,204,5.8824,91.6667,5.3922,NomiSch,82
620,21,178,6.1798,100.0,6.1798,NomiSch,82
621,22,159,6.2893,100.0,6.2893,NomiSch,82
622,23,158,6.962,100.0,6.962,NomiSch,82
623,24,185,7.5676,100.0,7.5676,NomiSch,82
624,25,166,9.0361,93.3333,8.4337,NomiSch,82
625,26,182,10.989,55.0,6.044,NomiSch,82
626,27,186,5.914,100.0,5.914,NomiSch,82
627,28,174,9.1954,81.25,7.4713,NomiSch,82
628,29,169,5.9172,100.0,5.9172,NomiSch,82
629,30,165,7.2727,91.6667,6.6667,NomiSch,82
630,31,154,7.7922,91.6667,7.1429,NomiSch,82
631,32,160,9.375,80.0,7.5,NomiSch,82
632,33,181,5.5249,100.0,5.5249,NomiSch,82
633,34,144,7.6389,100.0,7.6389,NomiSch,82
634,35,185,6.4865,91.6667,5.9459,NomiSch,82
635,36,173,7.5145,92.3077,6.9364,NomiSch,82
636,37,182,6.5934,100.0,6.5934,NomiSch,82
637,38,185,6.4865,100.0,6.4865,NomiSch,82
638,39,188,7.9787,80.0,6.383,NomiSch,82
639,40,156,7.6923,91.6667,7.0513,NomiSch,82
640,41,160,6.875,100.0,6.875,NomiSch,82
641,42,156,8.9744,71.4286,6.4103,NomiSch,82
642,43,164,7.3171,91.6667,6.7073,NomiSch,82
643,44,170,6.4706,100.0,6.4706,NomiSch,82
644,45,169,7.1006,100.0,7.1006,NomiSch,82
645,46,133,9.0226,100.0,9.0226,NomiSch,82
646,47,173,6.3584,90.9091,5.7803,NomiSch,82
647,48,163,7.362,100.0,7.362,NomiSch,82
648,49,172,6.9767,100.0,6.9767,NomiSch,82
649,50,179,7.8212,78.5714,6.1453,NomiSch,82
