,rseed,num_req,adm_rate,succ_order_rate,service_rate,policy,pct
414,15,154,9.0909,100.0,9.0909,FOFS,78
415,16,168,7.7381,100.0,7.7381,FOFS,78
416,17,182,6.044,100.0,6.044,FOFS,78
417,18,180,7.7778,100.0,7.7778,FOFS,78
418,19,161,7.4534,100.0,7.4534,FOFS,78
419,20,204,5.3922,100.0,5.3922,FOFS,78
420,21,178,6.7416,100.0,6.7416,FOFS,78
421,22,159,7.5472,100.0,7.5472,FOFS,78
422,23,158,9.4937,100.0,9.4937,FOFS,78
423,24,185,7.5676,100.0,7.5676,FOFS,78
424,25,166,8.4337,100.0,8.4337,FOFS,78
425,26,182,6.5934,100.0,6.5934,FOFS,78
426,27,186,6.9892,100.0,6.9892,FOFS,78
427,28,174,6.8966,100.0,6.8966,FOFS,78
428,29,169,7.1006,100.0,7.1006,FOFS,78
429,30,165,8.4848,100.0,8.4848,FOFS,78
430,31,154,8.4416,100.0,8.4416,FOFS,78
431,32,160,8.125,100.0,8.125,FOFS,78
432,33,181,6.6298,100.0,6.6298,FOFS,78
433,34,144,9.7222,100.0,9.7222,FOFS,78
434,35,185,7.027,100.0,7.027,FOFS,78
435,36,173,8.6705,100.0,8.6705,FOFS,78
436,37,182,7.6923,100.0,7.6923,FOFS,78
437,38,185,7.027,100.0,7.027,FOFS,78
438,39,188,5.3191,100.0,5.3191,FOFS,78
439,40,156,7.6923,100.0,7.6923,FOFS,78
440,41,160,8.125,100.0,8.125,FOFS,78
441,42,156,8.3333,100.0,8.3333,FOFS,78
442,43,164,8.5366,100.0,8.5366,FOFS,78
443,44,170,6.4706,100.0,6.4706,FOFS,78
444,45,169,9.4675,100.0,9.4675,FOFS,78
445,46,133,9.0226,100.0,9.0226,FOFS,78
446,47,173,6.3584,100.0,6.3584,FOFS,78
447,48,163,6.7485,100.0,6.7485,FOFS,78
448,49,172,7.5581,100.0,7.5581,FOFS,78
449,50,179,7.2626,100.0,7.2626,FOFS,78
450,1,144,9.0278,100.0,9.0278,FOFS,79
451,2,155,9.0323,100.0,9.0323,FOFS,79
452,3,179,7.8212,100.0,7.8212,FOFS,79
453,4,179,8.3799,100.0,8.3799,FOFS,79
454,5,160,9.375,100.0,9.375,FOFS,79
455,6,167,6.5868,100.0,6.5868,FOFS,79
456,7,164,7.9268,100.0,7.9268,FOFS,79
457,8,165,9.0909,100.0,9.0909,FOFS,79
458,9,180,8.3333,100.0,8.3333,FOFS,79
459,10,162,7.4074,100.0,7.4074,FOFS,79
460,11,180,7.2222,100.0,7.2222,FOFS,79
461,12,152,10.5263,100.0,10.5263,FOFS,79
462,13,145,9.6552,100.0,9.6552,FOFS,79
463,14,164,7.3171,100.0,7.3171,FOFS,79
464,15,154,9.0909,100.0,9.0909,FOFS,79
465,16,168,7.7381,100.0,7.7381,FOFS,79
466,17,182,6.044,100.0,6.044,FOFS,79
467,18,180,7.7778,100.0,7.7778,FOFS,79
468,19,161,7.4534,100.0,7.4534,FOFS,79
469,20,204,5.3922,100.0,5.3922,FOFS,79
470,21,178,6.7416,100.0,6.7416,FOFS,79
471,22,159,7.5472,100.0,7.5472,FOFS,79
472,23,158,9.4937,100.0,9.4937,FOFS,79
473,24,185,7.5676,100.0,7.5676,FOFS,79
474,25,166,8.4337,100.0,8.4337,FOFS,79
475,26,182,6.5934,100.0,6.5934,FOFS,79
476,27,186,6.9892,100.0,6.9892,FOFS,79
477,28,174,6.8966,100.0,6.8966,FOFS,79
478,29,169,7.1006,100.0,7.1006,FOFS,79
479,30,165,8.4848,100.0,8.4848,FOFS,79
480,31,154,8.4416,100.0,8.4416,FOFS,79
481,32,160,8.125,100.0,8.125,FOFS,79
482,33,181,6.6298,100.0,6.6298,FOFS,79
483,34,144,9.7222,100.0,9.7222,FOFS,79
484,35,185,7.027,100.0,7.027,FOFS,79
485,36,173,8.6705,100.0,8.6705,FOFS,79
486,37,182,7.6923,100.0,7.6923,FOFS,79
487,38,185,7.027,100.0,7.027,FOFS,79
488,39,188,5.3191,100.0,5.3191,FOFS,79
489,40,156,7.6923,100.0,7.6923,FOFS,79
490,41,160,8.125,100.0,8.125,FOFS,79
491,42,156,8.3333,100.0,8.3333,FOFS,79
492,43,164,8.5366,100.0,8.5366,FOFS,79
493,44,170,6.4706,100.0,6.4706,FOFS,79
494,45,169,9.4675,100.0,9.4675,FOFS,79
495,46,133,9.0226,100.0,9.0226,FOFS,79
496,47,173,6.3584,100.0,6.3584,FOFS,79
497,48,163,6.7485,100.0,6.7485,FOFS,79
498,49,172,7.5581,100.0,7.5581,FOFS,79
499,50,179,7.2626,100.0,7.2626,FOFS,79
500,1,144,9.0278,100.0,9.0278,FOFS,80
501,2,155,9.0323,100.0,9.0323,FOFS,80
502,3,179,7.8212,100.0,7.8212,FOFS,80
503,4,179,8.3799,100.0,8.3799,FOFS,80
504,5,160,9.375,100.0,9.375,FOFS,80
505,6,167,6.5868,100.0,6.5868,FOFS,80
506,7,164,7.9268,100.0,7.9268,FOFS,80
507,8,165,9.0909,100.0,9.0909,FOFS,80
508,9,180,8.3333,100.0,8.3333,FOFS,80
509,10,162,7.4074,100.0,7.4074,FOFS,80
510,11,180,7.2222,100.0,7.2222,FOFS,80
511,12,152,10.5263,100.0,10.5263,FOFS,80
512,13,145,9.6552,100.0,9.6552,FOFS,80
513,14,164,7.3171,100.0,7.3171,FOFS,80
514,15,154,9.0909,100.0,9.0909,FOFS,80
515,16,168,7.7381,100.0,7.7381,FOFS,80
516,17,182,6.044,100.0,6.044,FOFS,80
517,18,180,7.7778,100.0,7.7778,FOFS,80
518,19,161,7.4534,100.0,7.4534,FOFS,80
519,20,204,5.3922,100.0,5.3922,FOFS,80
520,21,178,6.7416,100.0,6.7416,FOFS,80
521,22,159,7.5472,100.0,7.5472,FOFS,80
522,23,158,9.4937,100.0,9.4937,FOFS,80
523,24,185,7.5676,100.0,7.5676,FOFS,80
524,25,166,8.4337,100.0,8.4337,FOFS,80
525,26,182,6.5934,100.0,6.5934,FOFS,80
526,27,186,6.9892,100.0,6.9892,FOFS,80
527,28,174,6.8966,100.0,6.8966,FOFS,80
528,29,169,7.1006,100.0,7.1006,FOFS,80
529,30,165,8.4848,100.0,8.4848,FOFS,80
530,31,154,8.4416,100.0,8.4416,FOFS,80
531,32,160,8.125,100.0,8.125,FOFS,80
532,33,181,6.6298,100.0,6.6298,FOFS,80
533,34,144,9.7222,100.0,9.7222,FOFS,80
534,35,185,7.027,100.0,7.027,FOFS,80
535,36,173,8.6705,100.0,8.6705,FOFS,80
536,37,182,7.6923,100.0,7.6923,FOFS,80
537,38,185,7.027,100.0,7.027,FOFS,80
538,39,188,5.3191,100.0,5.3191,FOFS,80
539,40,156,7.6923,100.0,7.6923,FOFS,80
540,41,160,8.125,100.0,8.125,FOFS,80
541,42,156,8.3333,100.0,8.3333,FOFS,80
542,43,164,8.5366,100.0,8.5366,FOFS,80
543,44,170,6.4706,100.0,6.4706,FOFS,80
544,45,169,9.4675,100.0,9.4675,FOFS,80
545,46,133,9.0226,100.0,9.0226,FOFS,80
546,47,173,6.3584,100.0,6.3584,FOFS,80
547,48,163,6.7485,100.0,6.7485,FOFS,80
