,req_index,order_time,desired_time,admit_outcome,toa_current_inv,commit_outcome,realized_cycle_duration,commit_time,finish_time,commit_item
0,0,5,20,1,5,2.0,48.0,5.0,5.0,0.0
1,1,5,23,1,4,2.0,17.0,5.0,5.0,1.0
2,2,6,14,1,3,2.0,41.0,6.0,6.0,2.0
3,3,8,19,1,2,2.0,42.0,8.0,8.0,3.0
4,4,10,26,1,1,2.0,36.0,10.0,10.0,4.0
5,5,11,20,-1,0,,,,,
6,6,12,24,-1,0,,,,,
7,7,14,31,-1,0,,,,,
8,8,16,29,-1,0,,,,,
9,9,17,35,-1,0,,,,,
10,10,19,31,-1,0,,,,,
11,11,19,32,-1,0,,,,,
12,12,19,29,-1,0,,,,,
13,13,22,39,-1,0,,,,,
14,14,23,42,-1,0,,,,,
15,15,23,34,-1,0,,,,,
16,16,23,35,-1,0,,,,,
17,17,24,39,-1,0,,,,,
18,18,24,34,-1,0,,,,,
19,19,25,33,-1,0,,,,,
20,20,26,38,-1,0,,,,,
21,21,26,39,-1,0,,,,,
22,22,26,40,-1,0,,,,,
23,23,27,41,-1,0,,,,,
24,24,27,40,-1,0,,,,,
25,25,27,40,-1,0,,,,,
26,26,27,39,-1,0,,,,,
27,27,29,40,-1,0,,,,,
28,28,30,46,-1,0,,,,,
29,29,30,41,-1,0,,,,,
30,30,30,44,-1,0,,,,,
31,31,30,40,-1,0,,,,,
32,32,31,48,-1,0,,,,,
33,33,32,49,-1,0,,,,,
34,34,34,44,-1,0,,,,,
35,35,34,50,-1,0,,,,,
36,36,34,53,-1,0,,,,,
37,37,34,47,-1,0,,,,,
38,38,35,51,-1,0,,,,,
39,39,36,55,-1,0,,,,,
40,40,36,42,-1,0,,,,,
41,41,37,49,-1,0,,,,,
42,42,38,46,-1,0,,,,,
43,43,39,50,-1,0,,,,,
44,44,39,46,-1,0,,,,,
45,45,41,50,1,1,2.0,75.0,41.0,41.0,1.0
46,46,41,56,-1,0,,,,,
47,47,41,53,-1,0,,,,,
48,48,41,58,-1,0,,,,,
49,49,45,58,-1,0,,,,,
50,50,45,64,-1,0,,,,,
51,51,45,55,-1,0,,,,,
52,52,46,60,-1,0,,,,,
53,53,49,61,-1,0,,,,,
54,54,52,69,-1,0,,,,,
55,55,54,67,-1,0,,,,,
56,56,54,64,-1,0,,,,,
57,57,56,70,1,1,2.0,32.0,56.0,56.0,2.0
58,58,58,70,-1,0,,,,,
59,59,59,75,-1,0,,,,,
60,60,60,76,-1,0,,,,,
61,61,60,67,-1,0,,,,,
62,62,61,67,1,1,2.0,72.0,61.0,61.0,3.0
63,63,62,81,1,1,2.0,43.0,62.0,62.0,4.0
64,64,62,74,-1,0,,,,,
65,65,66,78,-1,0,,,,,
66,66,67,79,-1,0,,,,,
67,67,68,80,-1,0,,,,,
68,68,69,85,-1,0,,,,,
69,69,70,82,-1,0,,,,,
70,70,71,87,-1,0,,,,,
71,71,72,87,-1,0,,,,,
72,72,73,87,-1,0,,,,,
73,73,75,90,-1,0,,,,,
74,74,76,87,-1,0,,,,,
75,75,77,91,-1,0,,,,,
76,76,78,92,-1,0,,,,,
77,77,78,86,-1,0,,,,,
78,78,79,90,-1,0,,,,,
79,79,80,99,-1,0,,,,,
80,80,80,95,-1,0,,,,,
81,81,81,102,-1,0,,,,,
82,82,82,95,-1,0,,,,,
83,83,82,98,-1,0,,,,,
84,84,83,98,-1,0,,,,,
85,85,85,100,-1,0,,,,,
86,86,86,96,-1,0,,,,,
87,87,86,97,-1,0,,,,,
88,88,88,97,-1,0,,,,,
89,89,90,104,-1,0,,,,,
