,req_index,order_time,desired_time,admit_outcome,predict_with_uncmtd,toa_current_inv,toa_future_exp_return,toa_uncmtd_cnt,toa_occupied_by_pred_same_period,toa_inv_ref,commit_outcome,realized_cycle_duration,commit_time,finish_time,commit_item,fail_time
0,0,1,13,1,1,5,0,0,0,5,2.0,69.0,12.0,12.0,0.0,
1,1,1,14,1,1,5,0,1,0,4,2.0,49.0,13.0,13.0,2.0,
2,2,1,15,1,1,5,0,2,0,3,2.0,65.0,14.0,14.0,3.0,
3,3,2,13,1,1,5,0,0,0,5,2.0,32.0,12.0,12.0,1.0,
4,4,4,20,1,1,5,0,4,0,1,-2.0,24.0,,,,20.0
5,5,4,19,1,1,5,0,4,0,1,-2.0,28.0,,,,19.0
6,6,6,22,-1,1,5,0,6,0,-1,,,,,,
7,7,7,18,1,1,5,0,4,0,1,2.0,33.0,17.0,17.0,4.0,
8,8,7,19,-1,1,5,0,5,0,0,,,,,,
9,9,8,23,-1,1,5,0,7,0,-2,,,,,,
10,10,14,27,-1,1,2,0,4,0,-2,,,,,,
11,11,14,34,-1,1,2,0,4,0,-2,,,,,,
12,12,14,30,-1,1,2,0,4,0,-2,,,,,,
13,13,16,27,-1,1,1,0,3,0,-2,,,,,,
14,14,16,26,-1,1,1,0,3,0,-2,,,,,,
15,15,16,29,-1,1,1,0,3,0,-2,,,,,,
16,16,16,33,-1,1,1,0,3,0,-2,,,,,,
17,17,19,34,-1,1,0,0,2,0,-2,,,,,,
18,18,20,31,-1,1,0,0,1,0,-1,,,,,,
19,19,22,30,-1,1,0,0,0,0,0,,,,,,
20,20,22,36,-1,1,0,0,0,0,0,,,,,,
21,21,22,41,-1,1,0,0,0,0,0,,,,,,
22,22,24,39,-1,1,0,0,0,0,0,,,,,,
23,23,32,52,1,1,0,3,0,0,3,2.0,56.0,51.0,51.0,1.0,
24,24,32,46,-1,1,0,0,0,0,0,,,,,,
25,25,34,56,1,1,0,5,1,0,4,-2.0,94.0,,,,56.0
26,26,35,49,-1,1,0,0,0,0,0,,,,,,
27,27,36,53,1,1,0,4,1,0,3,2.0,20.0,52.0,52.0,4.0,
28,28,36,48,-1,1,0,0,0,0,0,,,,,,
29,29,37,46,-1,1,0,0,0,0,0,,,,,,
30,30,37,53,1,1,0,4,1,0,3,-2.0,16.0,,,,53.0
31,31,37,47,-1,1,0,0,0,0,0,,,,,,
32,32,40,57,1,1,0,5,4,0,1,-2.0,11.0,,,,57.0
33,33,40,59,-1,1,0,5,5,0,0,,,,,,
34,34,42,55,1,1,0,4,3,0,1,-2.0,26.0,,,,55.0
35,35,45,57,-1,1,1,4,5,0,0,,,,,,
36,36,45,60,-1,1,1,4,6,0,-1,,,,,,
37,37,46,62,-1,1,1,4,6,0,-1,,,,,,
38,38,47,56,1,1,1,4,4,0,1,-2.0,25.0,,,,56.0
39,39,48,63,-1,1,1,4,7,0,-2,,,,,,
40,40,49,60,-1,1,1,4,7,0,-2,,,,,,
41,41,49,59,-1,1,1,4,7,0,-2,,,,,,
42,42,49,61,-1,1,1,4,7,0,-2,,,,,,
43,43,50,63,-1,1,1,4,7,0,-2,,,,,,
44,44,52,65,-1,1,1,3,6,0,-2,,,,,,
45,45,53,69,-1,1,0,3,5,0,-2,,,,,,
46,46,54,68,-1,1,0,3,4,0,-1,,,,,,
47,47,55,68,-1,1,0,3,4,0,-1,,,,,,
48,48,55,69,-1,1,0,3,4,0,-1,,,,,,
49,49,55,69,-1,1,0,3,4,0,-1,,,,,,
50,50,55,72,-1,1,0,3,4,0,-1,,,,,,
51,51,56,69,-1,1,0,3,3,0,0,,,,,,
52,52,56,73,-1,1,0,3,3,0,0,,,,,,
53,53,57,72,1,1,0,3,1,0,2,-2.0,40.0,,,,72.0
54,54,58,76,1,1,0,3,1,0,2,-2.0,42.0,,,,76.0
55,55,61,74,1,1,0,3,1,0,2,2.0,34.0,73.0,73.0,4.0,
56,56,61,72,1,1,0,3,0,0,3,-2.0,48.0,,,,72.0
57,57,61,71,1,1,0,3,0,0,3,2.0,21.0,70.0,70.0,2.0,
58,58,63,77,-1,1,1,2,5,0,-2,,,,,,
59,59,65,86,-1,1,1,2,5,0,-2,,,,,,
60,60,65,77,-1,1,1,2,5,0,-2,,,,,,
61,61,67,80,-1,1,1,2,5,0,-2,,,,,,
62,62,67,84,-1,1,1,2,5,0,-2,,,,,,
63,63,68,81,-1,1,1,2,5,0,-2,,,,,,
64,64,69,87,-1,1,1,2,5,0,-2,,,,,,
65,65,69,77,-1,1,1,2,5,0,-2,,,,,,
66,66,70,88,-1,1,1,2,5,0,-2,,,,,,
67,67,71,83,-1,1,0,2,4,0,-2,,,,,,
68,68,71,92,-1,1,0,4,4,0,0,,,,,,
69,69,73,89,1,1,1,2,2,0,1,-2.0,38.0,,,,89.0
70,70,74,91,1,1,0,3,2,0,1,-2.0,63.0,,,,91.0
71,71,75,89,1,1,0,2,1,0,1,-2.0,36.0,,,,89.0
72,72,75,87,1,1,0,2,1,0,1,2.0,23.0,86.0,86.0,0.0,
73,73,76,88,-1,1,0,2,2,0,0,,,,,,
74,74,78,96,-1,1,0,3,4,0,-1,,,,,,
75,75,78,91,-1,1,0,3,3,0,0,,,,,,
76,76,81,87,1,1,1,1,0,0,2,-2.0,36.0,,,,87.0
77,77,84,99,-1,1,2,1,5,0,-2,,,,,,
78,78,85,100,-1,1,2,1,5,0,-2,,,,,,
79,79,85,100,-1,1,2,1,5,0,-2,,,,,,
80,80,85,95,-1,1,2,1,5,0,-2,,,,,,
81,81,86,97,-1,1,2,1,5,0,-2,,,,,,
82,82,89,105,-1,1,1,1,3,0,-1,,,,,,
83,83,91,106,1,1,1,1,1,0,1,-2.0,51.0,,,,106.0
84,84,91,107,-1,1,1,1,2,0,0,,,,,,
85,85,92,101,1,1,2,1,0,0,3,2.0,32.0,100.0,100.0,2.0,
86,86,93,107,1,1,2,1,2,0,1,-2.0,95.0,,,,107.0
87,87,95,107,1,1,2,1,2,0,1,-2.0,37.0,,,,107.0
88,88,95,106,1,1,2,1,1,0,2,-2.0,24.0,,,,106.0
89,89,95,105,1,1,2,1,1,0,2,-2.0,35.0,,,,105.0
90,90,96,106,1,1,2,1,2,0,1,-2.0,14.0,,,,106.0
91,91,96,108,-1,1,2,1,7,0,-4,,,,,,
92,92,99,115,-1,1,2,2,7,0,-3,,,,,,
93,93,100,115,-1,1,2,2,7,0,-3,,,,,,
94,94,100,114,-1,1,2,2,7,0,-3,,,,,,
95,95,105,118,-1,1,1,2,6,0,-3,,,,,,
96,96,108,120,1,1,3,0,0,0,3,2.0,50.0,119.0,119.0,0.0,
97,97,109,124,1,1,3,0,1,0,2,-2.0,75.0,,,,124.0
98,98,109,126,1,1,3,1,2,0,2,-2.0,20.0,,,,126.0
99,99,110,124,1,1,4,0,1,0,3,-2.0,41.0,,,,124.0
100,100,111,121,1,1,4,0,1,0,3,2.0,37.0,120.0,120.0,1.0,
101,101,111,130,-1,1,4,0,5,0,-1,,,,,,
102,102,113,127,-1,1,4,0,5,0,-1,,,,,,
103,103,114,124,1,1,4,0,2,0,2,-2.0,57.0,,,,124.0
104,104,119,136,-1,1,4,0,6,0,-2,,,,,,
105,105,121,134,-1,1,2,0,4,0,-2,,,,,,
106,106,122,132,-1,1,2,0,4,0,-2,,,,,,
107,107,122,142,-1,1,2,1,4,0,-1,,,,,,
108,108,124,137,-1,1,2,0,4,0,-2,,,,,,
109,109,125,136,1,1,2,0,1,0,1,-2.0,87.0,,,,136.0
110,110,125,139,1,1,2,1,2,0,1,-2.0,42.0,,,,139.0
111,111,125,133,1,1,2,0,1,0,1,2.0,15.0,133.0,133.0,2.0,
112,112,125,137,-1,1,2,0,3,0,-1,,,,,,
113,113,126,141,-1,1,2,1,4,0,-1,,,,,,
114,114,127,140,-1,1,2,1,3,0,0,,,,,,
115,115,129,137,-1,1,2,0,2,0,0,,,,,,
116,116,129,141,-1,1,2,1,3,0,0,,,,,,
117,117,129,149,-1,1,2,1,3,0,0,,,,,,
118,118,130,146,-1,1,2,1,3,0,0,,,,,,
119,119,131,146,-1,1,2,1,3,0,0,,,,,,
120,120,131,140,-1,1,2,1,3,0,0,,,,,,
121,121,132,153,-1,1,2,1,3,0,0,,,,,,
122,122,133,147,-1,1,3,0,3,0,0,,,,,,
123,123,134,148,-1,1,2,0,2,0,0,,,,,,
124,124,135,152,-1,1,2,0,2,0,0,,,,,,
125,125,136,152,-1,1,2,0,2,0,0,,,,,,
126,126,136,153,-1,1,2,0,2,0,0,,,,,,
127,127,136,147,-1,1,2,0,2,0,0,,,,,,
128,128,137,152,1,1,2,0,1,0,1,-2.0,35.0,,,,152.0
129,129,139,156,-1,1,2,0,2,0,0,,,,,,
130,130,139,152,1,1,2,0,1,0,1,-2.0,23.0,,,,152.0
131,131,140,151,1,1,2,0,0,0,2,2.0,31.0,150.0,150.0,2.0,
132,132,141,152,1,1,2,0,1,0,1,-2.0,86.0,,,,152.0
133,133,142,153,-1,1,2,0,4,0,-2,,,,,,
134,134,144,157,-1,1,2,0,4,0,-2,,,,,,
135,135,148,163,1,1,3,2,4,0,1,-2.0,57.0,,,,163.0
136,136,150,160,1,1,3,2,4,0,1,2.0,17.0,159.0,159.0,1.0,
137,137,150,158,-1,1,3,1,4,0,0,,,,,,
138,138,150,160,-1,1,3,2,4,1,0,,,,,,
139,139,151,163,-1,1,2,2,4,0,0,,,,,,
140,140,153,166,1,1,2,2,2,0,2,-2.0,41.0,,,,166.0
141,141,153,169,1,1,2,2,3,0,1,-2.0,45.0,,,,169.0
142,142,153,169,-1,1,2,2,3,1,0,,,,,,
143,143,153,163,1,1,2,2,1,0,3,-2.0,79.0,,,,163.0
144,144,154,168,-1,1,2,2,4,0,0,,,,,,
145,145,155,170,-1,1,2,2,5,0,-1,,,,,,
146,146,156,173,-1,1,2,2,5,0,-1,,,,,,
147,147,157,170,-1,1,2,2,5,0,-1,,,,,,
148,148,159,171,-1,1,3,1,5,0,-1,,,,,,
149,149,159,172,-1,1,3,1,5,0,-1,,,,,,
150,150,159,172,-1,1,3,1,5,0,-1,,,,,,
151,151,160,175,-1,1,2,1,4,0,-1,,,,,,
152,153,160,175,-1,1,2,1,4,0,-1,,,,,,
153,154,163,178,-1,1,2,1,4,0,-1,,,,,,
154,155,165,179,1,1,2,1,2,0,1,2.0,26.0,178.0,178.0,0.0,
155,156,167,180,1,1,2,1,2,0,1,-2.0,20.0,,,,180.0
156,158,169,180,1,1,2,1,2,0,1,-2.0,40.0,,,,180.0
157,161,171,180,1,1,3,0,1,0,2,-2.0,28.0,,,,180.0
