,req_index,order_time,desired_time,admit_outcome,toa_current_inv,commit_outcome,realized_cycle_duration,commit_time,finish_time,commit_item
0,0,1,21,1,5,2.0,25.0,1.0,1.0,0.0
1,1,1,16,1,4,2.0,37.0,1.0,1.0,1.0
2,2,1,15,1,3,2.0,22.0,1.0,1.0,2.0
3,3,6,29,1,2,2.0,86.0,6.0,6.0,3.0
4,4,7,19,1,1,2.0,24.0,7.0,7.0,4.0
5,5,7,21,-1,0,,,,,
6,6,8,21,-1,0,,,,,
7,7,9,25,-1,0,,,,,
8,8,10,25,-1,0,,,,,
9,9,11,27,-1,0,,,,,
10,10,11,24,-1,0,,,,,
11,11,12,23,-1,0,,,,,
12,12,13,24,-1,0,,,,,
13,13,18,30,-1,0,,,,,
14,14,18,31,-1,0,,,,,
15,15,20,29,-1,0,,,,,
16,16,20,37,-1,0,,,,,
17,17,21,30,-1,0,,,,,
18,18,21,29,-1,0,,,,,
19,19,22,33,-1,0,,,,,
20,20,22,33,-1,0,,,,,
21,21,24,36,-1,0,,,,,
22,22,25,32,-1,0,,,,,
23,23,26,39,-1,0,,,,,
24,24,26,41,-1,0,,,,,
25,25,28,38,-1,0,,,,,
26,26,28,44,-1,0,,,,,
27,27,28,38,-1,0,,,,,
28,28,30,48,-1,0,,,,,
29,29,31,44,-1,0,,,,,
30,30,31,45,-1,0,,,,,
31,31,34,47,-1,0,,,,,
32,32,34,51,-1,0,,,,,
33,33,37,50,1,1,2.0,28.0,37.0,37.0,2.0
34,34,37,49,-1,0,,,,,
35,35,38,48,-1,0,,,,,
36,36,38,55,-1,0,,,,,
37,37,38,48,-1,0,,,,,
38,38,39,49,-1,0,,,,,
39,39,41,57,-1,0,,,,,
40,40,42,61,-1,0,,,,,
41,41,42,52,-1,0,,,,,
42,42,43,55,1,1,2.0,62.0,43.0,43.0,4.0
43,43,46,56,-1,0,,,,,
44,44,47,60,-1,0,,,,,
45,45,47,61,-1,0,,,,,
46,46,49,66,-1,0,,,,,
47,47,49,62,-1,0,,,,,
48,48,50,66,-1,0,,,,,
49,49,50,63,-1,0,,,,,
50,50,52,66,-1,0,,,,,
51,51,53,67,1,1,2.0,16.0,53.0,53.0,0.0
52,52,55,67,-1,0,,,,,
53,53,57,69,-1,0,,,,,
54,54,57,77,-1,0,,,,,
55,55,58,68,-1,0,,,,,
56,56,60,75,-1,0,,,,,
57,57,61,72,-1,0,,,,,
58,58,62,76,-1,0,,,,,
59,59,62,73,-1,0,,,,,
60,60,63,71,-1,0,,,,,
61,61,63,77,-1,0,,,,,
62,62,65,78,-1,0,,,,,
63,63,66,81,-1,0,,,,,
64,64,68,80,-1,0,,,,,
65,65,70,90,-1,0,,,,,
66,66,70,83,-1,0,,,,,
67,67,71,86,-1,0,,,,,
68,68,72,88,-1,0,,,,,
69,69,74,93,-1,0,,,,,
70,70,75,90,-1,0,,,,,
71,71,77,88,-1,0,,,,,
72,72,78,93,1,1,2.0,34.0,78.0,78.0,1.0
73,73,78,95,-1,0,,,,,
74,74,79,96,-1,0,,,,,
75,75,80,94,-1,0,,,,,
76,76,81,96,-1,0,,,,,
77,77,82,101,-1,0,,,,,
78,78,85,99,-1,0,,,,,
79,79,85,99,-1,0,,,,,
80,80,87,107,-1,0,,,,,
81,81,90,112,-1,0,,,,,
82,82,90,109,-1,0,,,,,
83,83,93,113,-1,0,,,,,
84,84,93,105,-1,0,,,,,
85,85,94,109,-1,0,,,,,
86,86,96,110,-1,0,,,,,
87,87,97,111,-1,0,,,,,
88,88,97,110,-1,0,,,,,
89,89,98,112,-1,0,,,,,
90,90,98,112,-1,0,,,,,
91,91,98,107,-1,0,,,,,
92,92,99,112,-1,0,,,,,
93,93,100,112,-1,0,,,,,
94,94,100,113,-1,0,,,,,
95,95,101,118,-1,0,,,,,
96,96,101,115,-1,0,,,,,
97,97,103,114,-1,0,,,,,
98,98,104,116,-1,0,,,,,
99,99,104,123,-1,0,,,,,
100,100,105,116,-1,0,,,,,
101,101,106,119,-1,0,,,,,
102,102,109,123,-1,0,,,,,
103,103,109,123,-1,0,,,,,
104,104,110,131,-1,0,,,,,
105,105,112,125,-1,0,,,,,
106,106,114,127,-1,0,,,,,
107,107,115,132,1,1,2.0,53.0,115.0,115.0,0.0
108,108,120,140,1,1,2.0,47.0,120.0,120.0,2.0
109,109,120,129,-1,0,,,,,
110,110,120,142,-1,0,,,,,
111,111,121,137,-1,0,,,,,
112,112,122,133,-1,0,,,,,
113,113,122,132,-1,0,,,,,
114,114,123,132,-1,0,,,,,
115,115,123,138,-1,0,,,,,
116,116,125,137,-1,0,,,,,
117,117,125,139,-1,0,,,,,
118,118,126,137,-1,0,,,,,
119,119,126,146,-1,0,,,,,
120,120,128,143,1,1,2.0,30.0,128.0,128.0,1.0
121,121,130,147,-1,0,,,,,
122,122,130,143,-1,0,,,,,
123,123,131,149,-1,0,,,,,
124,124,133,147,-1,0,,,,,
125,125,134,147,-1,0,,,,,
126,126,135,152,-1,0,,,,,
127,127,135,148,-1,0,,,,,
128,128,137,155,-1,0,,,,,
129,129,137,150,-1,0,,,,,
130,130,138,148,-1,0,,,,,
131,131,139,153,-1,0,,,,,
132,132,141,157,-1,0,,,,,
133,133,142,153,-1,0,,,,,
134,134,142,153,-1,0,,,,,
135,135,143,159,-1,0,,,,,
136,136,145,166,-1,0,,,,,
137,137,145,156,-1,0,,,,,
138,138,146,169,-1,0,,,,,
139,139,146,159,-1,0,,,,,
140,140,147,163,-1,0,,,,,
141,141,147,162,-1,0,,,,,
142,142,149,169,-1,0,,,,,
143,143,149,166,-1,0,,,,,
144,144,150,163,-1,0,,,,,
145,145,151,163,-1,0,,,,,
146,146,152,166,-1,0,,,,,
147,147,154,167,-1,0,,,,,
148,148,155,167,-1,0,,,,,
149,149,156,170,-1,0,,,,,
150,150,156,170,-1,0,,,,,
151,151,157,172,-1,0,,,,,
152,152,159,182,-1,0,,,,,
153,153,161,175,-1,0,,,,,
154,154,161,182,-1,0,,,,,
155,155,161,178,-1,0,,,,,
156,156,161,174,-1,0,,,,,
157,157,161,175,-1,0,,,,,
158,158,162,180,-1,0,,,,,
159,159,163,176,-1,0,,,,,
160,160,164,175,-1,0,,,,,
161,162,164,176,-1,0,,,,,
162,164,165,175,-1,0,,,,,
163,165,167,178,-1,0,,,,,
