,req_index,order_time,desired_time,admit_outcome,predict_with_uncmtd,toa_current_inv,toa_future_exp_return,toa_uncmtd_cnt,toa_occupied_by_pred_same_period,toa_inv_ref,commit_outcome,realized_cycle_duration,commit_time,finish_time,commit_item,fail_time
100,100,104,118,1,1,2,2,3,0,1,-2.0,44.0,,,,118.0
101,101,106,122,1,1,2,2,3,0,1,-2.0,44.0,,,,122.0
102,102,106,125,-1,1,2,2,4,0,0,,,,,,
103,103,107,124,-1,1,2,2,4,0,0,,,,,,
104,104,109,123,-1,1,2,2,4,0,0,,,,,,
105,105,111,128,1,1,2,3,4,0,1,2.0,24.0,127.0,127.0,0.0,
106,106,111,119,1,1,2,2,3,0,1,-2.0,15.0,,,,119.0
107,107,112,129,-1,1,2,3,6,0,-1,,,,,,
108,108,113,124,-1,1,2,2,5,0,-1,,,,,,
109,109,114,130,-1,1,2,3,6,0,-1,,,,,,
110,110,115,132,-1,1,2,3,5,0,0,,,,,,
111,111,115,127,-1,1,2,2,4,0,0,,,,,,
112,112,116,129,1,1,2,3,4,0,1,2.0,36.0,128.0,128.0,2.0,
113,113,116,137,-1,1,2,3,5,0,0,,,,,,
114,114,117,129,1,1,2,3,4,0,1,-2.0,56.0,,,,129.0
115,115,117,133,-1,1,2,3,6,0,-1,,,,,,
116,116,118,131,-1,1,2,3,6,0,-1,,,,,,
117,117,119,131,-1,1,2,3,5,0,0,,,,,,
118,118,119,135,-1,1,2,3,5,0,0,,,,,,
119,119,120,134,1,1,2,3,4,0,1,-2.0,74.0,,,,134.0
120,120,122,138,-1,1,2,3,5,0,0,,,,,,
121,121,122,133,1,1,2,3,4,0,1,-2.0,32.0,,,,133.0
122,122,123,140,-1,1,2,3,5,0,0,,,,,,
123,123,124,140,-1,1,2,3,5,0,0,,,,,,
124,124,127,141,-1,1,4,1,5,0,0,,,,,,
125,125,127,144,-1,1,4,1,5,0,0,,,,,,
126,126,128,147,-1,1,3,1,4,0,0,,,,,,
127,127,128,145,-1,1,3,1,4,0,0,,,,,,
128,128,128,140,-1,1,3,1,4,0,0,,,,,,
129,129,128,144,-1,1,3,1,4,0,0,,,,,,
130,130,129,144,-1,1,2,1,3,0,0,,,,,,
131,131,130,147,1,1,2,1,2,0,1,-2.0,32.0,,,,147.0
132,132,131,144,1,1,2,1,2,0,1,-2.0,43.0,,,,144.0
133,133,131,145,-1,1,2,1,3,0,0,,,,,,
134,134,131,141,1,1,2,1,2,0,1,-2.0,93.0,,,,141.0
135,135,132,143,-1,1,2,1,3,0,0,,,,,,
136,136,132,146,-1,1,2,1,4,0,-1,,,,,,
137,137,132,146,-1,1,2,1,4,0,-1,,,,,,
138,138,132,148,-1,1,2,1,5,0,-2,,,,,,
139,139,133,145,-1,1,2,1,4,0,-1,,,,,,
140,140,134,144,1,1,2,1,2,0,1,-2.0,34.0,,,,144.0
141,141,134,145,-1,1,2,1,4,0,-1,,,,,,
142,142,136,149,-1,1,2,1,4,0,-1,,,,,,
143,143,136,147,-1,1,2,1,3,0,0,,,,,,
144,144,137,147,-1,1,2,1,3,0,0,,,,,,
145,145,138,154,-1,1,2,1,4,0,-1,,,,,,
146,146,139,157,-1,1,2,1,4,0,-1,,,,,,
147,147,139,148,-1,1,2,1,4,0,-1,,,,,,
148,148,142,151,-1,1,2,1,3,0,0,,,,,,
149,149,142,154,-1,1,2,1,3,0,0,,,,,,
150,150,143,158,-1,1,2,1,3,0,0,,,,,,
151,151,143,162,-1,1,2,1,3,0,0,,,,,,
152,152,144,159,-1,1,2,1,3,0,0,,,,,,
153,153,145,160,1,1,2,1,1,0,2,2.0,33.0,159.0,159.0,0.0,
154,154,145,160,1,1,2,1,1,1,1,-2.0,25.0,,,,160.0
155,155,147,166,1,1,2,2,3,0,1,2.0,21.0,165.0,165.0,1.0,
156,156,147,164,-1,1,2,1,3,0,0,,,,,,
157,157,148,161,1,1,3,0,2,0,1,-2.0,92.0,,,,161.0
158,158,149,166,1,1,3,1,3,0,1,-2.0,80.0,,,,166.0
159,159,149,161,1,1,3,0,2,0,1,-2.0,69.0,,,,161.0
160,160,149,170,-1,1,3,2,6,0,-1,,,,,,
161,161,150,163,-1,1,3,0,4,0,-1,,,,,,
162,162,150,164,-1,1,3,0,4,0,-1,,,,,,
163,163,153,168,-1,1,4,1,6,0,-1,,,,,,
164,164,155,167,-1,1,4,1,6,0,-1,,,,,,
165,165,156,174,-1,1,4,1,6,0,-1,,,,,,
166,166,156,178,-1,1,4,1,6,0,-1,,,,,,
167,167,157,171,-1,1,4,1,6,0,-1,,,,,,
168,168,158,169,-1,1,4,1,6,0,-1,,,,,,
169,169,161,173,-1,1,3,1,4,0,0,,,,,,
170,170,161,178,-1,1,3,1,4,0,0,,,,,,
171,171,162,176,1,1,3,1,2,0,2,-2.0,17.0,,,,176.0
172,172,163,177,1,1,3,1,3,0,1,-2.0,35.0,,,,177.0
173,173,165,176,1,1,4,0,2,0,2,-2.0,54.0,,,,176.0
174,174,166,182,-1,1,3,0,4,0,-1,,,,,,
175,175,166,177,-1,1,3,0,3,0,0,,,,,,
176,176,166,177,-1,1,3,0,3,0,0,,,,,,
177,177,167,182,-1,1,3,0,3,0,0,,,,,,
178,178,167,182,-1,1,3,0,3,0,0,,,,,,
179,179,169,180,-1,1,3,0,3,0,0,,,,,,
