,req_index,order_time,desired_time,admit_outcome,predict_with_uncmtd,toa_current_inv,toa_future_exp_return,toa_uncmtd_cnt,toa_occupied_by_pred_same_period,toa_inv_ref,commit_outcome,realized_cycle_duration,commit_time,finish_time,commit_item,fail_time
0,0,0,13,1,1,5,0,0,0,5,2.0,50.0,12.0,12.0,0.0,
1,1,2,16,1,1,5,0,1,0,4,2.0,19.0,15.0,15.0,1.0,
2,2,5,16,1,1,5,0,1,0,4,2.0,54.0,15.0,15.0,2.0,
3,3,6,16,1,1,5,0,1,0,4,2.0,53.0,15.0,15.0,3.0,
4,4,7,19,1,1,5,0,4,0,1,2.0,26.0,18.0,18.0,4.0,
5,5,8,28,-1,1,5,0,5,0,0,,,,,,
6,6,9,26,-1,1,5,0,5,0,0,,,,,,
7,7,10,23,-1,1,5,0,5,0,0,,,,,,
8,8,12,29,-1,1,5,0,5,0,0,,,,,,
9,9,14,23,-1,1,4,0,4,0,0,,,,,,
10,10,14,30,-1,1,4,0,4,0,0,,,,,,
11,11,15,35,-1,1,4,0,4,0,0,,,,,,
12,12,15,23,-1,1,4,0,4,0,0,,,,,,
13,13,16,31,-1,1,1,0,1,0,0,,,,,,
14,14,16,32,-1,1,1,0,1,0,0,,,,,,
15,15,17,28,-1,1,1,0,1,0,0,,,,,,
16,16,19,33,-1,1,0,0,0,0,0,,,,,,
17,17,22,34,-1,1,0,0,0,0,0,,,,,,
18,18,25,42,-1,1,0,0,0,0,0,,,,,,
19,19,27,46,-1,1,0,0,0,0,0,,,,,,
20,20,27,39,-1,1,0,0,0,0,0,,,,,,
21,21,28,38,-1,1,0,0,0,0,0,,,,,,
22,22,28,39,-1,1,0,0,0,0,0,,,,,,
23,23,29,42,-1,1,0,0,0,0,0,,,,,,
24,24,30,44,-1,1,0,0,0,0,0,,,,,,
25,25,30,41,-1,1,0,0,0,0,0,,,,,,
26,26,32,48,-1,1,0,0,0,0,0,,,,,,
27,27,33,46,-1,1,0,0,0,0,0,,,,,,
28,28,35,46,1,1,1,0,0,0,1,2.0,82.0,45.0,45.0,1.0,
29,29,35,50,-1,1,1,0,1,0,0,,,,,,
30,30,37,49,-1,1,1,0,1,0,0,,,,,,
31,31,37,56,1,1,1,3,1,0,3,-2.0,58.0,,,,56.0
32,32,38,54,1,1,1,3,1,0,3,-2.0,27.0,,,,54.0
33,33,39,53,1,1,1,1,1,0,1,-2.0,72.0,,,,53.0
34,34,39,51,1,1,1,1,1,0,1,2.0,43.0,50.0,50.0,4.0,
35,35,40,56,-1,1,1,3,4,0,0,,,,,,
36,36,40,47,-1,1,1,0,1,0,0,,,,,,
37,37,41,59,-1,1,1,4,5,0,0,,,,,,
38,38,42,53,-1,1,1,1,2,0,0,,,,,,
39,39,43,60,-1,1,1,4,5,0,0,,,,,,
40,40,46,60,-1,1,1,3,4,0,0,,,,,,
41,41,49,67,-1,1,1,3,4,0,0,,,,,,
42,42,51,65,-1,1,0,3,3,0,0,,,,,,
43,43,51,65,-1,1,0,3,3,0,0,,,,,,
44,44,55,66,1,1,0,3,1,0,2,-2.0,56.0,,,,66.0
45,45,56,68,1,1,0,3,2,0,1,-2.0,67.0,,,,68.0
46,46,58,73,1,1,0,3,2,0,1,2.0,16.0,72.0,72.0,0.0,
47,47,61,75,-1,1,0,3,3,0,0,,,,,,
48,48,62,80,-1,1,0,3,3,0,0,,,,,,
49,49,62,76,-1,1,0,3,3,0,0,,,,,,
50,50,62,78,-1,1,0,3,3,0,0,,,,,,
51,51,64,75,-1,1,1,2,3,0,0,,,,,,
52,52,65,77,-1,1,1,2,3,0,0,,,,,,
53,53,66,79,-1,1,1,2,3,0,0,,,,,,
54,54,67,75,1,1,1,2,2,0,1,2.0,32.0,74.0,74.0,2.0,
55,55,67,83,-1,1,1,2,3,0,0,,,,,,
56,56,67,80,-1,1,1,2,3,0,0,,,,,,
57,57,68,76,-1,1,1,2,3,0,0,,,,,,
58,58,69,84,1,1,2,2,2,0,2,-2.0,55.0,,,,84.0
59,59,73,86,1,1,2,1,2,0,1,-2.0,28.0,,,,86.0
60,60,74,86,1,1,2,1,2,0,1,-2.0,31.0,,,,86.0
61,61,76,90,-1,1,1,2,3,0,0,,,,,,
62,62,77,88,-1,1,1,1,3,0,-1,,,,,,
63,63,77,96,-1,1,1,2,3,0,0,,,,,,
64,64,78,85,1,1,1,1,1,0,1,-2.0,60.0,,,,85.0
65,65,78,94,-1,1,1,2,4,0,-1,,,,,,
66,66,79,96,-1,1,1,2,4,0,-1,,,,,,
67,67,80,98,-1,1,1,2,4,0,-1,,,,,,
68,68,80,94,-1,1,1,2,4,0,-1,,,,,,
