,req_index,order_time,desired_time,admit_outcome,predict_with_uncmtd,toa_current_inv,toa_future_exp_return,toa_uncmtd_cnt,toa_occupied_by_pred_same_period,toa_inv_ref,commit_outcome,realized_cycle_duration,commit_time,finish_time,commit_item,fail_time
0,0,1,19,1,1,5,0,0,0,5,2.0,24.0,18.0,18.0,3.0,
1,1,2,17,1,1,5,0,0,0,5,2.0,35.0,16.0,16.0,1.0,
2,2,4,15,1,1,5,0,0,0,5,2.0,36.0,14.0,14.0,0.0,
3,3,6,22,1,1,5,0,3,0,2,-2.0,54.0,,,,22.0
4,4,6,18,1,1,5,0,2,0,3,2.0,50.0,17.0,17.0,2.0,
5,5,7,26,-1,1,5,0,5,0,0,,,,,,
6,6,7,23,-1,1,5,0,5,0,0,,,,,,
7,7,8,23,-1,1,5,0,5,0,0,,,,,,
8,8,11,32,-1,1,5,0,5,0,0,,,,,,
9,9,12,26,-1,1,5,0,5,0,0,,,,,,
10,10,12,26,-1,1,5,0,5,0,0,,,,,,
11,11,15,33,-1,1,4,0,4,0,0,,,,,,
12,12,15,35,-1,1,4,0,4,0,0,,,,,,
13,13,15,21,1,1,4,0,3,0,1,2.0,59.0,20.0,20.0,4.0,
14,14,18,35,-1,1,2,0,3,0,-1,,,,,,
15,15,19,33,-1,1,1,0,2,0,-1,,,,,,
16,16,19,38,-1,1,1,0,2,0,-1,,,,,,
17,17,20,36,-1,1,1,0,2,0,-1,,,,,,
18,18,21,41,-1,1,0,0,1,0,-1,,,,,,
19,19,22,38,-1,1,0,0,1,0,-1,,,,,,
20,20,23,35,-1,1,0,0,0,0,0,,,,,,
21,21,24,34,-1,1,0,0,0,0,0,,,,,,
22,22,24,42,-1,1,0,0,0,0,0,,,,,,
23,23,25,39,-1,1,0,0,0,0,0,,,,,,
24,24,26,43,-1,1,0,0,0,0,0,,,,,,
25,25,28,37,-1,1,0,0,0,0,0,,,,,,
26,26,29,42,-1,1,0,0,0,0,0,,,,,,
27,27,32,43,-1,1,0,0,0,0,0,,,,,,
28,28,33,51,-1,1,0,0,0,0,0,,,,,,
29,29,34,50,-1,1,0,0,0,0,0,,,,,,
30,30,36,45,-1,1,0,0,0,0,0,,,,,,
31,31,36,51,-1,1,0,0,0,0,0,,,,,,
