,req_index,order_time,desired_time,admit_outcome,toa_current_inv,commit_outcome,realized_cycle_duration,commit_time,finish_time,commit_item
0,0,1,22,1,5,2.0,32.0,1.0,1.0,0.0
1,1,1,15,1,4,2.0,52.0,1.0,1.0,1.0
2,2,2,19,1,3,2.0,42.0,2.0,2.0,2.0
3,3,3,12,1,2,2.0,37.0,3.0,3.0,3.0
4,4,3,17,1,1,2.0,89.0,3.0,3.0,4.0
5,5,3,12,-1,0,,,,,
6,6,5,23,-1,0,,,,,
7,7,7,20,-1,0,,,,,
8,8,10,19,-1,0,,,,,
9,9,11,20,-1,0,,,,,
10,10,14,28,-1,0,,,,,
11,11,15,24,-1,0,,,,,
12,12,15,26,-1,0,,,,,
13,13,17,30,-1,0,,,,,
14,14,17,31,-1,0,,,,,
15,15,17,32,-1,0,,,,,
16,16,21,36,-1,0,,,,,
17,17,22,35,-1,0,,,,,
18,18,23,38,-1,0,,,,,
19,19,24,35,-1,0,,,,,
20,20,25,37,-1,0,,,,,
21,21,26,43,-1,0,,,,,
22,22,26,37,-1,0,,,,,
23,23,28,39,-1,0,,,,,
24,24,29,41,-1,0,,,,,
25,25,29,43,-1,0,,,,,
26,26,30,35,-1,0,,,,,
27,27,32,40,-1,0,,,,,
28,28,33,47,-1,0,,,,,
29,29,33,44,-1,0,,,,,
30,30,33,48,-1,0,,,,,
31,31,33,50,-1,0,,,,,
32,32,33,48,-1,0,,,,,
33,33,34,50,-1,0,,,,,
34,34,34,47,-1,0,,,,,
35,35,37,46,-1,0,,,,,
36,36,37,50,-1,0,,,,,
37,37,38,51,-1,0,,,,,
38,38,39,54,-1,0,,,,,
39,39,40,50,-1,0,,,,,
40,40,41,53,-1,0,,,,,
41,41,42,59,-1,0,,,,,
42,42,43,55,-1,0,,,,,
43,43,45,58,-1,0,,,,,
44,44,45,64,-1,0,,,,,
45,45,46,58,-1,0,,,,,
46,46,46,57,-1,0,,,,,
47,47,47,63,-1,0,,,,,
48,48,49,63,1,1,2.0,24.0,49.0,49.0,3.0
49,49,49,64,-1,0,,,,,
50,50,51,60,-1,0,,,,,
51,51,53,66,-1,0,,,,,
52,52,53,59,-1,0,,,,,
53,53,56,68,-1,0,,,,,
54,54,56,72,-1,0,,,,,
55,55,57,66,-1,0,,,,,
56,56,58,70,-1,0,,,,,
57,57,58,80,-1,0,,,,,
58,58,58,78,-1,0,,,,,
59,59,59,73,-1,0,,,,,
60,60,60,76,-1,0,,,,,
61,61,60,75,-1,0,,,,,
62,62,61,75,1,1,2.0,42.0,61.0,61.0,0.0
63,63,62,79,-1,0,,,,,
64,64,63,74,-1,0,,,,,
65,65,64,81,-1,0,,,,,
66,66,67,76,1,1,2.0,31.0,67.0,67.0,1.0
67,67,68,86,-1,0,,,,,
68,68,68,83,-1,0,,,,,
69,69,69,82,-1,0,,,,,
70,70,70,85,-1,0,,,,,
71,71,70,84,-1,0,,,,,
72,72,71,87,-1,0,,,,,
73,73,71,81,-1,0,,,,,
74,74,72,86,-1,0,,,,,
75,75,75,93,-1,0,,,,,
76,76,77,96,-1,0,,,,,
77,77,79,90,-1,0,,,,,
78,78,81,93,-1,0,,,,,
79,79,83,101,-1,0,,,,,
80,80,85,98,-1,0,,,,,
81,81,86,95,-1,0,,,,,
82,82,87,103,1,1,2.0,15.0,87.0,87.0,2.0
83,83,87,100,-1,0,,,,,
84,84,88,104,-1,0,,,,,
85,85,88,102,-1,0,,,,,
86,86,89,103,-1,0,,,,,
87,87,90,103,-1,0,,,,,
88,88,90,102,-1,0,,,,,
89,89,90,108,-1,0,,,,,
90,90,91,106,-1,0,,,,,
91,91,91,108,-1,0,,,,,
92,92,91,109,-1,0,,,,,
93,93,92,104,-1,0,,,,,
94,94,92,111,-1,0,,,,,
95,95,92,110,-1,0,,,,,
96,96,93,107,-1,0,,,,,
97,97,94,108,-1,0,,,,,
98,98,94,104,-1,0,,,,,
99,99,96,112,-1,0,,,,,
100,100,98,109,-1,0,,,,,
101,101,98,112,-1,0,,,,,
102,102,98,108,-1,0,,,,,
103,103,98,107,-1,0,,,,,
104,104,98,113,-1,0,,,,,
105,105,99,113,-1,0,,,,,
106,106,101,116,-1,0,,,,,
107,107,102,119,-1,0,,,,,
108,108,102,123,-1,0,,,,,
109,109,102,112,-1,0,,,,,
110,110,103,118,-1,0,,,,,
111,111,104,119,-1,0,,,,,
112,112,105,120,-1,0,,,,,
113,113,107,121,1,2,2.0,44.0,107.0,107.0,1.0
114,114,110,124,1,1,2.0,40.0,110.0,110.0,3.0
115,115,110,128,-1,0,,,,,
116,116,110,124,-1,0,,,,,
117,117,112,126,-1,0,,,,,
118,118,113,129,-1,0,,,,,
119,119,116,126,-1,0,,,,,
120,120,118,131,1,1,2.0,64.0,118.0,118.0,0.0
121,121,118,128,-1,0,,,,,
122,122,118,128,-1,0,,,,,
123,123,119,124,-1,0,,,,,
124,124,121,132,-1,0,,,,,
125,125,121,132,-1,0,,,,,
126,126,121,135,-1,0,,,,,
127,127,122,136,-1,0,,,,,
128,128,124,141,-1,0,,,,,
129,129,127,141,-1,0,,,,,
130,130,130,148,-1,0,,,,,
131,131,130,143,-1,0,,,,,
132,132,130,146,-1,0,,,,,
133,133,131,145,-1,0,,,,,
134,134,132,147,-1,0,,,,,
135,135,134,146,-1,0,,,,,
136,136,134,153,-1,0,,,,,
137,137,134,150,-1,0,,,,,
138,138,135,146,-1,0,,,,,
139,139,138,152,-1,0,,,,,
140,140,138,161,-1,0,,,,,
141,141,139,148,-1,0,,,,,
142,142,140,152,-1,0,,,,,
143,143,142,158,-1,0,,,,,
144,144,142,151,-1,0,,,,,
145,145,142,158,-1,0,,,,,
146,146,142,157,-1,0,,,,,
147,147,143,159,-1,0,,,,,
148,148,144,158,-1,0,,,,,
149,149,146,165,-1,0,,,,,
150,150,147,160,-1,0,,,,,
151,151,148,163,-1,0,,,,,
152,152,148,157,-1,0,,,,,
153,153,150,164,-1,0,,,,,
154,154,150,163,-1,0,,,,,
155,155,150,171,-1,0,,,,,
156,156,150,169,-1,0,,,,,
157,157,151,161,-1,0,,,,,
158,158,153,162,-1,0,,,,,
159,159,154,164,-1,0,,,,,
160,160,154,165,-1,0,,,,,
161,161,154,170,-1,0,,,,,
162,162,155,169,-1,0,,,,,
163,163,155,169,-1,0,,,,,
164,164,157,171,-1,0,,,,,
165,165,157,164,-1,0,,,,,
166,166,157,170,-1,0,,,,,
167,168,161,178,-1,0,,,,,
168,169,161,176,-1,0,,,,,
169,170,161,172,-1,0,,,,,
170,171,162,181,-1,0,,,,,
171,172,164,177,1,1,2.0,33.0,164.0,164.0,2.0
172,173,165,180,1,1,2.0,27.0,165.0,165.0,1.0
173,174,165,176,-1,0,,,,,
174,175,168,180,-1,0,,,,,
175,176,168,181,-1,0,,,,,
176,177,168,181,-1,0,,,,,
177,178,169,177,-1,0,,,,,
178,180,170,181,-1,0,,,,,
