,req_index,order_time,desired_time,admit_outcome,toa_current_inv,commit_outcome,realized_cycle_duration,commit_time,finish_time,commit_item
0,0,0,17,1,5,2.0,21.0,0.0,0.0,0.0
1,1,1,20,1,4,2.0,34.0,1.0,1.0,1.0
2,2,4,21,1,3,2.0,53.0,4.0,4.0,2.0
3,3,4,22,1,2,2.0,19.0,4.0,4.0,3.0
4,4,5,21,1,1,2.0,24.0,5.0,5.0,4.0
5,5,6,17,-1,0,,,,,
6,6,6,16,-1,0,,,,,
7,7,6,23,-1,0,,,,,
8,8,6,16,-1,0,,,,,
9,9,7,28,-1,0,,,,,
10,10,8,25,-1,0,,,,,
11,11,8,20,-1,0,,,,,
12,12,11,23,-1,0,,,,,
13,13,12,25,-1,0,,,,,
14,14,13,25,-1,0,,,,,
15,15,14,35,-1,0,,,,,
16,16,15,24,-1,0,,,,,
17,17,16,29,-1,0,,,,,
18,18,16,25,-1,0,,,,,
19,19,16,27,-1,0,,,,,
20,20,26,38,-1,0,,,,,
21,21,26,36,-1,0,,,,,
22,22,26,40,-1,0,,,,,
23,23,26,38,-1,0,,,,,
24,24,27,47,-1,0,,,,,
25,25,27,39,-1,0,,,,,
26,26,28,43,-1,0,,,,,
27,27,28,41,-1,0,,,,,
28,28,29,51,-1,0,,,,,
29,29,29,46,-1,0,,,,,
30,30,31,45,-1,0,,,,,
31,31,32,41,-1,0,,,,,
32,32,33,47,-1,0,,,,,
33,33,33,47,-1,0,,,,,
34,34,35,48,-1,0,,,,,
35,35,36,48,-1,0,,,,,
36,36,37,54,-1,0,,,,,
37,37,37,50,-1,0,,,,,
38,38,38,48,-1,0,,,,,
39,39,39,59,-1,0,,,,,
40,40,40,53,-1,0,,,,,
41,41,40,58,-1,0,,,,,
42,42,41,51,1,1,2.0,48.0,41.0,41.0,0.0
43,43,41,57,-1,0,,,,,
44,44,43,58,-1,0,,,,,
45,45,43,52,-1,0,,,,,
46,46,43,59,-1,0,,,,,
47,47,43,51,-1,0,,,,,
48,48,45,60,1,1,2.0,41.0,45.0,45.0,3.0
49,49,45,54,-1,0,,,,,
50,50,45,61,-1,0,,,,,
51,51,47,58,-1,0,,,,,
52,52,48,64,-1,0,,,,,
53,53,49,58,-1,0,,,,,
54,54,49,59,-1,0,,,,,
55,55,52,63,-1,0,,,,,
56,56,53,71,-1,0,,,,,
57,57,54,71,1,1,2.0,77.0,54.0,54.0,1.0
58,58,54,68,-1,0,,,,,
59,59,54,73,-1,0,,,,,
60,60,56,69,-1,0,,,,,
61,61,57,71,-1,0,,,,,
62,62,57,78,-1,0,,,,,
63,63,58,71,-1,0,,,,,
64,64,59,71,-1,0,,,,,
65,65,60,72,-1,0,,,,,
66,66,60,75,-1,0,,,,,
67,67,63,77,-1,0,,,,,
68,68,65,73,-1,0,,,,,
69,69,66,83,-1,0,,,,,
70,70,67,78,-1,0,,,,,
71,71,68,80,-1,0,,,,,
72,72,68,77,-1,0,,,,,
73,73,68,82,-1,0,,,,,
74,74,73,88,-1,0,,,,,
75,75,74,91,1,1,2.0,53.0,74.0,74.0,2.0
76,76,75,87,-1,0,,,,,
77,77,76,90,-1,0,,,,,
78,78,77,95,-1,0,,,,,
79,79,83,101,-1,0,,,,,
80,80,84,101,-1,0,,,,,
81,81,84,99,-1,0,,,,,
82,82,85,101,-1,0,,,,,
83,83,86,97,-1,0,,,,,
84,84,86,104,-1,0,,,,,
85,85,86,98,-1,0,,,,,
86,86,87,98,-1,0,,,,,
87,87,87,100,-1,0,,,,,
88,88,88,101,-1,0,,,,,
89,89,90,102,-1,0,,,,,
90,90,91,102,-1,0,,,,,
91,91,91,105,-1,0,,,,,
92,92,91,104,-1,0,,,,,
93,93,94,106,-1,0,,,,,
94,94,95,108,-1,0,,,,,
95,95,97,115,-1,0,,,,,
96,96,98,110,-1,0,,,,,
97,97,99,115,-1,0,,,,,
98,98,101,118,1,1,2.0,47.0,101.0,101.0,0.0
99,99,102,113,-1,0,,,,,
100,100,102,116,-1,0,,,,,
101,101,102,116,-1,0,,,,,
102,102,102,113,-1,0,,,,,
103,103,103,115,-1,0,,,,,
104,104,104,110,-1,0,,,,,
105,105,104,121,-1,0,,,,,
106,106,105,123,-1,0,,,,,
107,107,105,122,-1,0,,,,,
108,108,105,117,-1,0,,,,,
109,109,106,121,-1,0,,,,,
110,110,108,120,-1,0,,,,,
111,111,109,115,-1,0,,,,,
112,112,111,129,-1,0,,,,,
113,113,111,122,-1,0,,,,,
114,114,115,129,-1,0,,,,,
115,115,115,126,-1,0,,,,,
116,116,115,132,-1,0,,,,,
117,117,115,130,-1,0,,,,,
118,118,116,132,-1,0,,,,,
119,119,116,131,-1,0,,,,,
120,120,117,132,-1,0,,,,,
121,121,117,131,-1,0,,,,,
122,122,118,135,-1,0,,,,,
123,123,119,134,-1,0,,,,,
124,124,119,130,-1,0,,,,,
125,125,122,134,-1,0,,,,,
126,126,123,138,-1,0,,,,,
127,127,123,134,-1,0,,,,,
128,128,124,133,-1,0,,,,,
129,129,124,133,-1,0,,,,,
130,130,125,139,-1,0,,,,,
131,131,126,139,-1,0,,,,,
132,132,126,144,-1,0,,,,,
133,133,128,141,-1,0,,,,,
134,134,129,140,-1,0,,,,,
135,135,132,145,-1,0,,,,,
136,136,133,148,-1,0,,,,,
137,137,133,148,-1,0,,,,,
138,138,134,146,-1,0,,,,,
139,139,134,148,-1,0,,,,,
140,140,135,147,-1,0,,,,,
141,141,137,153,-1,0,,,,,
142,142,139,158,-1,0,,,,,
143,143,139,152,-1,0,,,,,
144,144,140,151,-1,0,,,,,
145,145,140,155,-1,0,,,,,
146,146,141,149,-1,0,,,,,
147,147,141,153,-1,0,,,,,
148,148,141,156,-1,0,,,,,
149,149,141,157,-1,0,,,,,
150,150,144,158,1,1,2.0,22.0,144.0,144.0,2.0
151,151,144,158,-1,0,,,,,
152,152,144,160,-1,0,,,,,
153,153,145,157,-1,0,,,,,
154,154,147,167,-1,0,,,,,
155,155,150,165,1,1,2.0,41.0,150.0,150.0,1.0
156,156,151,168,-1,0,,,,,
157,157,155,169,-1,0,,,,,
158,158,155,166,-1,0,,,,,
159,159,156,177,-1,0,,,,,
160,160,156,165,-1,0,,,,,
161,161,159,172,-1,0,,,,,
162,162,159,170,-1,0,,,,,
163,163,160,171,-1,0,,,,,
164,164,160,175,-1,0,,,,,
165,165,162,174,-1,0,,,,,
166,166,165,177,-1,0,,,,,
167,167,166,180,-1,0,,,,,
168,168,169,182,-1,0,,,,,
