,req_index,order_time,desired_time,admit_outcome,predict_with_uncmtd,toa_current_inv,toa_future_exp_return,toa_uncmtd_cnt,toa_occupied_by_pred_same_period,toa_inv_ref,commit_outcome,realized_cycle_duration,commit_time,finish_time,commit_item,fail_time
0,0,0,17,1,1,5,0,0,0,5,2.0,21.0,16.0,16.0,2.0,
1,1,1,20,1,1,5,0,1,0,4,2.0,34.0,19.0,19.0,4.0,
2,2,4,21,1,1,5,0,2,0,3,-2.0,53.0,,,,21.0
3,3,4,22,1,1,5,0,3,0,2,-2.0,19.0,,,,22.0
4,4,5,21,1,1,5,0,2,0,3,-2.0,24.0,,,,21.0
5,5,6,17,1,1,5,0,0,0,5,2.0,49.0,16.0,16.0,3.0,
6,6,6,16,1,1,5,0,0,0,5,2.0,33.0,15.0,15.0,0.0,
7,7,6,23,-1,1,5,0,7,0,-2,,,,,,
8,8,6,16,1,1,5,0,0,1,4,2.0,29.0,15.0,15.0,1.0,
9,9,7,28,-1,1,5,0,8,0,-3,,,,,,
10,10,8,25,-1,1,5,0,8,0,-3,,,,,,
11,11,8,20,1,1,5,0,4,0,1,-2.0,14.0,,,,20.0
12,12,11,23,-1,1,5,0,9,0,-4,,,,,,
13,13,12,25,-1,1,5,0,9,0,-4,,,,,,
14,14,13,25,-1,1,5,0,9,0,-4,,,,,,
15,15,14,35,-1,1,5,0,9,0,-4,,,,,,
16,16,15,24,-1,1,5,0,9,0,-4,,,,,,
17,17,16,29,-1,1,3,0,7,0,-4,,,,,,
18,18,16,25,-1,1,3,0,7,0,-4,,,,,,
19,19,16,27,-1,1,3,0,7,0,-4,,,,,,
20,20,26,38,-1,1,0,0,0,0,0,,,,,,
21,21,26,36,-1,1,0,0,0,0,0,,,,,,
22,22,26,40,-1,1,0,0,0,0,0,,,,,,
23,23,26,38,-1,1,0,0,0,0,0,,,,,,
24,24,27,47,-1,1,0,0,0,0,0,,,,,,
25,25,27,39,-1,1,0,0,0,0,0,,,,,,
26,26,28,43,-1,1,0,0,0,0,0,,,,,,
27,27,28,41,-1,1,0,0,0,0,0,,,,,,
28,28,29,51,-1,1,0,0,0,0,0,,,,,,
29,29,29,46,-1,1,0,0,0,0,0,,,,,,
30,30,31,45,-1,1,0,0,0,0,0,,,,,,
31,31,32,41,-1,1,0,0,0,0,0,,,,,,
32,32,33,47,-1,1,0,0,0,0,0,,,,,,
33,33,33,47,-1,1,0,0,0,0,0,,,,,,
34,34,35,48,-1,1,0,0,0,0,0,,,,,,
35,35,36,48,-1,1,0,0,0,0,0,,,,,,
36,36,37,54,1,1,0,2,0,0,2,2.0,40.0,53.0,53.0,0.0,
37,37,37,50,-1,1,0,0,0,0,0,,,,,,
