,req_index,order_time,desired_time,admit_outcome,toa_current_inv,commit_outcome,realized_cycle_duration,commit_time,finish_time,commit_item
126,126,116,135,-1,0,,,,,
127,127,117,129,-1,0,,,,,
128,128,120,129,-1,0,,,,,
129,129,121,138,-1,0,,,,,
130,130,121,140,-1,0,,,,,
131,131,122,136,-1,0,,,,,
132,132,123,141,-1,0,,,,,
133,133,124,142,-1,0,,,,,
134,134,124,140,-1,0,,,,,
135,135,124,141,-1,0,,,,,
136,136,129,140,-1,0,,,,,
137,137,132,149,-1,0,,,,,
138,138,132,145,-1,0,,,,,
139,139,133,145,-1,0,,,,,
140,140,134,148,-1,0,,,,,
141,141,135,152,-1,0,,,,,
142,142,136,149,-1,0,,,,,
143,143,136,145,-1,0,,,,,
144,144,136,148,-1,0,,,,,
145,145,137,149,1,1,2.0,68.0,137.0,137.0,0.0
146,146,138,154,-1,0,,,,,
147,147,139,159,-1,0,,,,,
148,148,140,154,-1,0,,,,,
149,149,140,152,-1,0,,,,,
150,150,142,158,-1,0,,,,,
151,151,144,155,-1,0,,,,,
152,152,144,153,-1,0,,,,,
153,153,145,160,-1,0,,,,,
154,154,147,160,1,1,2.0,38.0,147.0,147.0,1.0
155,155,147,161,-1,0,,,,,
156,156,147,156,-1,0,,,,,
157,157,148,162,-1,0,,,,,
158,158,149,164,-1,0,,,,,
159,159,150,171,-1,0,,,,,
160,160,151,159,-1,0,,,,,
161,161,151,165,-1,0,,,,,
162,162,152,166,-1,0,,,,,
163,163,153,168,-1,0,,,,,
164,164,153,170,-1,0,,,,,
165,165,153,167,-1,0,,,,,
166,166,153,168,-1,0,,,,,
167,167,154,168,-1,0,,,,,
168,168,156,173,-1,0,,,,,
169,169,158,176,-1,0,,,,,
170,170,159,171,-1,0,,,,,
171,171,159,175,-1,0,,,,,
172,172,159,174,-1,0,,,,,
173,173,160,173,-1,0,,,,,
174,174,160,177,-1,0,,,,,
175,175,162,178,-1,0,,,,,
176,176,163,177,-1,0,,,,,
177,177,164,179,-1,0,,,,,
178,179,167,182,-1,0,,,,,
