,req_index,order_time,desired_time,admit_outcome,predict_with_uncmtd,toa_current_inv,toa_future_exp_return,toa_uncmtd_cnt,toa_occupied_by_pred_same_period,toa_inv_ref,commit_outcome,realized_cycle_duration,commit_time,finish_time,commit_item,fail_time
0,0,0,14,1,1,5,0,0,0,5,2.0,30.0,13.0,13.0,0.0,
1,1,1,14,1,1,5,0,0,0,5,2.0,65.0,13.0,13.0,1.0,
2,2,2,14,1,1,5,0,0,0,5,2.0,41.0,13.0,13.0,2.0,
3,3,4,17,1,1,5,0,3,0,2,2.0,53.0,16.0,16.0,3.0,
4,4,5,18,1,1,5,0,4,0,1,-2.0,16.0,,,,18.0
5,5,7,25,-1,1,5,0,5,0,0,,,,,,
6,6,7,20,-1,1,5,0,5,0,0,,,,,,
7,7,8,23,-1,1,5,0,5,0,0,,,,,,
8,8,8,17,1,1,5,0,3,0,2,2.0,61.0,16.0,16.0,4.0,
9,9,9,28,-1,1,5,0,6,0,-1,,,,,,
10,10,10,26,-1,1,5,0,6,0,-1,,,,,,
11,11,13,34,-1,1,5,0,6,0,-1,,,,,,
12,12,13,25,-1,1,5,0,6,0,-1,,,,,,
13,13,14,34,-1,1,2,0,3,0,-1,,,,,,
14,14,16,27,-1,1,2,0,3,0,-1,,,,,,
15,15,16,32,-1,1,2,0,3,0,-1,,,,,,
16,16,17,26,-1,1,0,0,1,0,-1,,,,,,
17,17,18,33,-1,1,0,0,1,0,-1,,,,,,
18,18,19,28,-1,1,0,0,0,0,0,,,,,,
19,19,19,32,-1,1,0,0,0,0,0,,,,,,
20,20,20,32,-1,1,0,0,0,0,0,,,,,,
21,21,20,28,-1,1,0,0,0,0,0,,,,,,
22,22,21,37,-1,1,0,0,0,0,0,,,,,,
23,23,21,35,-1,1,0,0,0,0,0,,,,,,
24,24,22,40,-1,1,0,0,0,0,0,,,,,,
25,25,23,37,-1,1,0,0,0,0,0,,,,,,
26,26,26,43,-1,1,0,0,0,0,0,,,,,,
27,27,26,38,-1,1,0,0,0,0,0,,,,,,
28,28,27,39,-1,1,0,0,0,0,0,,,,,,
29,29,28,40,-1,1,0,0,0,0,0,,,,,,
30,30,29,42,-1,1,0,0,0,0,0,,,,,,
31,31,29,47,-1,1,0,0,0,0,0,,,,,,
32,32,30,44,-1,1,0,0,0,0,0,,,,,,
33,33,31,44,-1,1,0,0,0,0,0,,,,,,
34,34,32,47,-1,1,0,0,0,0,0,,,,,,
35,35,32,43,-1,1,0,0,0,0,0,,,,,,
36,36,33,52,1,1,0,3,0,0,3,-2.0,57.0,,,,52.0
37,37,33,47,-1,1,0,0,0,0,0,,,,,,
38,38,34,51,-1,1,0,0,0,0,0,,,,,,
39,39,34,43,-1,1,0,0,0,0,0,,,,,,
40,40,36,46,-1,1,0,0,0,0,0,,,,,,
41,41,37,51,-1,1,0,0,0,0,0,,,,,,
42,42,38,51,-1,1,0,0,0,0,0,,,,,,
43,43,39,52,1,1,0,3,0,0,3,-2.0,8.0,,,,52.0
44,44,39,53,1,1,0,3,2,0,1,-2.0,28.0,,,,53.0
45,45,39,53,-1,1,0,3,2,1,0,,,,,,
46,46,40,52,1,1,0,3,0,0,3,-2.0,21.0,,,,52.0
47,47,41,55,1,1,0,5,4,0,1,2.0,43.0,55.0,55.0,0.0,
48,48,43,59,-1,1,0,5,5,0,0,,,,,,
49,49,43,61,-1,1,0,5,5,0,0,,,,,,
50,50,45,62,-1,1,1,4,5,0,0,,,,,,
51,51,46,54,-1,1,1,2,4,0,-1,,,,,,
52,52,48,62,-1,1,1,4,5,0,0,,,,,,
53,53,49,64,-1,1,1,4,5,0,0,,,,,,
54,54,50,63,-1,1,1,4,5,0,0,,,,,,
55,55,50,59,-1,1,1,4,5,0,0,,,,,,
56,56,51,66,-1,1,1,4,5,0,0,,,,,,
57,57,51,66,-1,1,1,4,5,0,0,,,,,,
58,58,52,68,-1,1,1,4,5,0,0,,,,,,
59,59,53,66,1,1,1,4,2,0,3,-2.0,88.0,,,,66.0
60,60,54,61,1,1,1,4,1,0,4,-2.0,142.0,,,,61.0
61,61,54,66,1,1,1,4,2,0,3,-2.0,25.0,,,,66.0
62,62,54,67,1,1,1,4,4,0,1,-2.0,29.0,,,,67.0
63,63,56,71,-1,1,1,3,4,0,0,,,,,,
64,64,57,71,-1,1,1,3,4,0,0,,,,,,
65,65,57,71,-1,1,1,3,4,0,0,,,,,,
66,66,58,66,1,1,1,3,1,0,3,-2.0,87.0,,,,66.0
67,67,58,78,-1,1,1,3,5,0,-1,,,,,,
68,68,59,75,-1,1,1,3,5,0,-1,,,,,,
69,69,60,74,-1,1,1,3,5,0,-1,,,,,,
70,70,64,76,-1,1,1,3,4,0,0,,,,,,
71,71,66,79,-1,1,1,3,4,0,0,,,,,,
72,72,66,79,-1,1,1,3,4,0,0,,,,,,
73,73,68,82,1,1,1,3,0,0,4,2.0,37.0,81.0,81.0,3.0,
74,74,68,83,1,1,1,3,1,0,3,-2.0,38.0,,,,83.0
75,75,68,80,1,1,1,3,0,0,4,2.0,47.0,79.0,79.0,1.0,
76,76,70,82,1,1,2,2,1,0,3,-2.0,50.0,,,,82.0
77,77,70,85,-1,1,2,2,4,0,0,,,,,,
78,78,72,80,1,1,2,2,0,0,4,2.0,31.0,79.0,79.0,2.0,
79,79,72,90,-1,1,2,2,5,0,-1,,,,,,
80,80,74,87,-1,1,2,2,5,0,-1,,,,,,
81,81,74,91,-1,1,2,2,5,0,-1,,,,,,
82,82,74,90,-1,1,2,2,5,0,-1,,,,,,
83,83,75,91,-1,1,2,2,5,0,-1,,,,,,
84,84,78,87,-1,1,3,1,5,0,-1,,,,,,
85,85,79,99,-1,1,4,1,5,0,0,,,,,,
86,86,81,96,-1,1,2,1,3,0,0,,,,,,
87,87,81,96,-1,1,2,1,3,0,0,,,,,,
88,88,84,97,1,1,1,1,0,0,2,-2.0,34.0,,,,97.0
89,89,84,95,1,1,1,1,0,0,2,-2.0,64.0,,,,95.0
90,90,86,95,1,1,1,1,0,0,2,-2.0,38.0,,,,95.0
91,91,86,100,-1,1,1,1,3,0,-1,,,,,,
92,92,89,112,-1,1,1,1,3,0,-1,,,,,,
93,93,90,104,-1,1,1,1,3,0,-1,,,,,,
94,94,90,105,-1,1,1,1,3,0,-1,,,,,,
95,95,91,106,-1,1,1,1,3,0,-1,,,,,,
96,96,93,112,-1,1,1,1,3,0,-1,,,,,,
97,97,93,108,-1,1,1,1,3,0,-1,,,,,,
98,98,96,110,1,1,1,1,1,0,1,-2.0,26.0,,,,110.0
99,99,97,110,1,1,1,1,1,0,1,-2.0,36.0,,,,110.0
100,100,97,107,1,1,1,1,1,0,1,-2.0,26.0,,,,107.0
101,101,99,110,1,1,2,0,1,0,1,-2.0,51.0,,,,110.0
102,102,101,118,-1,1,2,2,4,0,0,,,,,,
103,103,101,112,-1,1,2,0,4,0,-2,,,,,,
104,104,101,113,-1,1,2,0,4,0,-2,,,,,,
105,105,103,114,-1,1,2,0,4,0,-2,,,,,,
106,106,104,121,1,1,2,3,4,0,1,-2.0,20.0,,,,121.0
107,107,105,119,-1,1,2,2,4,0,0,,,,,,
108,108,105,113,-1,1,2,0,4,0,-2,,,,,,
109,109,105,117,-1,1,2,0,4,0,-2,,,,,,
110,110,106,116,-1,1,2,0,4,0,-2,,,,,,
111,111,106,121,1,1,2,3,4,0,1,-2.0,34.0,,,,121.0
112,112,107,120,1,1,2,3,4,0,1,2.0,71.0,119.0,119.0,0.0,
113,113,108,120,1,1,2,3,3,0,2,2.0,37.0,119.0,119.0,2.0,
114,114,109,120,1,1,2,3,3,0,2,-2.0,69.0,,,,120.0
115,115,110,123,-1,1,2,3,8,0,-3,,,,,,
116,116,111,129,-1,1,3,2,5,0,0,,,,,,
117,117,116,129,-1,1,3,2,5,0,0,,,,,,
118,118,117,133,-1,1,3,2,5,0,0,,,,,,
119,119,119,134,-1,1,4,1,5,0,0,,,,,,
120,120,120,136,-1,1,2,1,3,0,0,,,,,,
121,121,122,136,1,1,2,1,0,0,3,2.0,52.0,135.0,135.0,1.0,
122,122,125,141,1,1,2,1,1,0,2,-2.0,42.0,,,,141.0
123,123,125,141,1,1,2,1,1,1,1,-2.0,26.0,,,,141.0
124,124,127,138,1,1,3,0,1,0,2,-2.0,33.0,,,,138.0
125,125,131,143,-1,1,3,0,4,0,-1,,,,,,
126,126,131,145,-1,1,3,0,4,0,-1,,,,,,
127,127,131,139,1,1,3,0,2,0,1,-2.0,24.0,,,,139.0
128,128,131,145,-1,1,3,0,5,0,-2,,,,,,
129,129,133,146,-1,1,3,0,5,0,-2,,,,,,
130,130,133,148,-1,1,3,0,5,0,-2,,,,,,
131,131,135,146,-1,1,3,0,5,0,-2,,,,,,
132,132,135,152,-1,1,3,0,5,0,-2,,,,,,
133,133,137,151,-1,1,2,0,4,0,-2,,,,,,
134,134,138,150,-1,1,2,0,4,0,-2,,,,,,
135,135,138,150,-1,1,2,0,4,0,-2,,,,,,
136,136,139,153,-1,1,2,0,3,0,-1,,,,,,
137,137,140,160,1,1,2,2,2,0,2,2.0,65.0,159.0,159.0,2.0,
138,138,140,154,-1,1,2,0,2,0,0,,,,,,
139,139,140,156,-1,1,2,0,2,0,0,,,,,,
140,140,141,157,-1,1,2,0,2,0,0,,,,,,
141,141,141,162,1,1,2,2,3,0,1,-2.0,68.0,,,,162.0
142,142,141,154,-1,1,2,0,2,0,0,,,,,,
143,143,144,163,1,1,2,2,2,0,2,-2.0,47.0,,,,163.0
144,144,145,160,1,1,2,2,0,0,4,-2.0,63.0,,,,160.0
145,145,145,164,-1,1,2,2,4,0,0,,,,,,
146,146,146,165,-1,1,2,2,4,0,0,,,,,,
147,147,149,161,1,1,2,2,2,0,2,-2.0,63.0,,,,161.0
148,148,150,160,1,1,2,2,0,0,4,-2.0,46.0,,,,160.0
149,149,153,165,-1,1,2,2,6,0,-2,,,,,,
150,150,156,172,-1,1,2,2,6,0,-2,,,,,,
151,151,157,171,-1,1,3,1,6,0,-2,,,,,,
152,152,157,173,-1,1,3,1,6,0,-2,,,,,,
153,153,157,172,-1,1,3,1,6,0,-2,,,,,,
154,154,158,167,-1,1,3,1,6,0,-2,,,,,,
155,155,158,166,-1,1,3,1,6,0,-2,,,,,,
156,156,160,178,-1,1,2,2,5,0,-1,,,,,,
157,157,163,181,1,1,2,2,1,0,3,-2.0,39.0,,,,181.0
158,158,164,180,1,1,2,2,0,0,4,-2.0,20.0,,,,180.0
159,160,164,174,1,1,2,2,0,0,4,-2.0,38.0,,,,174.0
160,161,164,178,1,1,2,2,1,0,3,-2.0,25.0,,,,178.0
161,162,165,176,1,1,2,2,1,0,3,-2.0,35.0,,,,176.0
162,163,166,182,-1,1,2,2,5,0,-1,,,,,,
163,164,166,180,1,1,2,2,3,0,1,-2.0,32.0,,,,180.0
164,165,168,178,1,1,2,2,2,0,2,-2.0,109.0,,,,178.0
165,166,168,182,-1,1,2,2,7,0,-3,,,,,,
