,req_index,order_time,desired_time,admit_outcome,predict_with_uncmtd,toa_current_inv,toa_future_exp_return,toa_uncmtd_cnt,toa_occupied_by_pred_same_period,toa_inv_ref,commit_outcome,realized_cycle_duration,commit_time,finish_time,commit_item,fail_time
0,0,0,18,1,1,5,0,0,0,5,2.0,68.0,17.0,17.0,3.0,
1,1,0,15,1,1,5,0,0,0,5,2.0,35.0,14.0,14.0,0.0,
2,2,0,16,1,1,5,0,1,0,4,2.0,35.0,15.0,15.0,1.0,
3,3,1,19,1,1,5,0,3,0,2,2.0,40.0,18.0,18.0,4.0,
4,4,2,21,1,1,5,0,4,0,1,-2.0,49.0,,,,21.0
5,5,7,20,1,1,5,0,4,0,1,-2.0,23.0,,,,20.0
6,6,8,17,1,1,5,0,2,0,3,2.0,37.0,16.0,16.0,2.0,
7,7,9,21,-1,1,5,0,6,0,-1,,,,,,
8,8,9,20,-1,1,5,0,5,0,0,,,,,,
9,9,10,23,-1,1,5,0,7,0,-2,,,,,,
10,10,11,25,-1,1,5,0,7,0,-2,,,,,,
11,11,11,28,-1,1,5,0,7,0,-2,,,,,,
12,12,11,31,-1,1,5,0,7,0,-2,,,,,,
13,13,12,24,-1,1,5,0,7,0,-2,,,,,,
14,14,12,32,-1,1,5,0,7,0,-2,,,,,,
15,15,13,24,-1,1,5,0,7,0,-2,,,,,,
16,16,14,27,-1,1,5,0,7,0,-2,,,,,,
17,17,14,25,-1,1,5,0,7,0,-2,,,,,,
18,18,16,28,-1,1,3,0,5,0,-2,,,,,,
19,19,17,24,-1,1,2,0,4,0,-2,,,,,,
20,20,20,32,-1,1,0,0,2,0,-2,,,,,,
21,21,20,33,-1,1,0,0,2,0,-2,,,,,,
22,22,22,36,-1,1,0,0,0,0,0,,,,,,
23,23,23,35,-1,1,0,0,0,0,0,,,,,,
24,24,26,33,-1,1,0,0,0,0,0,,,,,,
25,25,27,45,-1,1,0,0,0,0,0,,,,,,
26,26,28,40,-1,1,0,0,0,0,0,,,,,,
27,27,28,39,-1,1,0,0,0,0,0,,,,,,
28,28,29,35,-1,1,0,0,0,0,0,,,,,,
29,29,29,41,-1,1,0,0,0,0,0,,,,,,
30,30,33,45,-1,1,0,0,0,0,0,,,,,,
31,31,34,49,-1,1,0,0,0,0,0,,,,,,
32,32,35,49,-1,1,0,0,0,0,0,,,,,,
33,33,35,52,-1,1,0,0,0,0,0,,,,,,
34,34,35,51,-1,1,0,0,0,0,0,,,,,,
35,35,36,55,1,1,0,3,0,0,3,2.0,18.0,54.0,54.0,0.0,
36,36,37,51,-1,1,0,0,0,0,0,,,,,,
37,37,38,57,1,1,0,5,1,0,4,-2.0,19.0,,,,57.0
38,38,39,56,1,1,0,4,1,0,3,2.0,72.0,55.0,55.0,1.0,
39,39,39,50,-1,1,0,0,0,0,0,,,,,,
40,40,42,58,1,1,0,5,3,0,2,-2.0,46.0,,,,58.0
41,41,42,61,1,1,0,5,4,0,1,-2.0,19.0,,,,61.0
42,42,42,60,1,1,0,5,4,0,1,-2.0,43.0,,,,60.0
43,43,46,64,-1,1,0,5,6,0,-1,,,,,,
44,44,47,62,-1,1,0,5,6,0,-1,,,,,,
45,45,47,67,-1,1,0,5,6,0,-1,,,,,,
46,46,47,59,1,1,0,5,4,0,1,2.0,26.0,59.0,59.0,2.0,
47,47,48,64,-1,1,0,5,7,0,-2,,,,,,
48,48,51,61,-1,1,2,3,6,0,-1,,,,,,
49,49,52,67,-1,1,2,3,7,0,-2,,,,,,
50,50,53,69,-1,1,2,3,7,0,-2,,,,,,
51,51,54,69,-1,1,3,2,7,0,-2,,,,,,
52,52,55,69,-1,1,2,2,6,0,-2,,,,,,
53,53,57,70,-1,1,1,2,5,0,-2,,,,,,
54,54,58,76,-1,1,1,2,4,0,-1,,,,,,
55,55,60,74,-1,1,1,1,2,0,0,,,,,,
56,56,60,72,-1,1,1,1,2,0,0,,,,,,
57,57,60,69,-1,1,1,1,2,0,0,,,,,,
58,58,60,75,-1,1,1,1,2,0,0,,,,,,
59,59,61,77,1,1,1,1,1,0,1,-2.0,24.0,,,,77.0
60,60,62,76,1,1,1,1,0,0,2,-2.0,33.0,,,,76.0
61,61,62,78,-1,1,1,1,2,0,0,,,,,,
