,req_index,order_time,desired_time,admit_outcome,toa_current_inv,commit_outcome,realized_cycle_duration,commit_time,finish_time,commit_item
0,0,0,16,1,5,2.0,42.0,0.0,0.0,0.0
1,1,0,13,1,4,2.0,50.0,0.0,0.0,1.0
2,2,0,12,1,3,2.0,9.0,0.0,0.0,2.0
3,3,2,20,1,2,2.0,47.0,2.0,2.0,3.0
4,4,3,11,1,1,2.0,38.0,3.0,3.0,4.0
5,5,3,11,-1,0,,,,,
6,6,3,15,-1,0,,,,,
7,7,4,17,-1,0,,,,,
8,8,6,29,-1,0,,,,,
9,9,7,24,-1,0,,,,,
10,10,8,23,-1,0,,,,,
11,11,9,20,-1,0,,,,,
12,12,10,26,-1,0,,,,,
13,13,10,22,-1,0,,,,,
14,14,11,24,-1,0,,,,,
15,15,12,19,-1,0,,,,,
16,16,12,29,-1,0,,,,,
17,17,13,25,-1,0,,,,,
18,18,14,28,-1,0,,,,,
19,19,14,24,-1,0,,,,,
20,20,14,31,-1,0,,,,,
21,21,15,23,-1,0,,,,,
22,22,15,24,-1,0,,,,,
23,23,16,32,-1,0,,,,,
24,24,16,24,-1,0,,,,,
25,25,16,30,-1,0,,,,,
26,26,16,32,-1,0,,,,,
27,27,16,30,-1,0,,,,,
28,28,17,34,-1,0,,,,,
29,29,18,32,-1,0,,,,,
30,30,19,34,-1,0,,,,,
31,31,19,35,-1,0,,,,,
32,32,20,27,-1,0,,,,,
33,33,20,39,-1,0,,,,,
34,34,20,35,-1,0,,,,,
35,35,21,38,1,1,2.0,32.0,21.0,21.0,2.0
36,36,21,28,-1,0,,,,,
37,37,22,36,-1,0,,,,,
38,38,22,33,-1,0,,,,,
39,39,23,35,-1,0,,,,,
40,40,24,37,-1,0,,,,,
41,41,25,50,-1,0,,,,,
42,42,27,49,-1,0,,,,,
43,43,29,45,-1,0,,,,,
44,44,30,39,-1,0,,,,,
45,45,30,50,-1,0,,,,,
46,46,30,51,-1,0,,,,,
47,47,31,43,-1,0,,,,,
48,48,32,46,-1,0,,,,,
49,49,32,48,-1,0,,,,,
50,50,32,44,-1,0,,,,,
51,51,38,58,-1,0,,,,,
52,52,38,56,-1,0,,,,,
53,53,38,52,-1,0,,,,,
54,54,38,52,-1,0,,,,,
55,55,41,54,-1,0,,,,,
56,56,41,48,-1,0,,,,,
57,57,41,58,-1,0,,,,,
58,58,42,57,-1,0,,,,,
59,59,43,63,-1,0,,,,,
60,60,44,56,-1,0,,,,,
61,61,44,54,-1,0,,,,,
62,62,46,61,-1,0,,,,,
63,63,49,64,1,1,2.0,23.0,49.0,49.0,4.0
64,64,49,64,-1,0,,,,,
65,65,51,70,-1,0,,,,,
66,66,52,61,-1,0,,,,,
67,67,53,69,-1,0,,,,,
68,68,53,73,-1,0,,,,,
69,69,54,63,-1,0,,,,,
70,70,55,70,-1,0,,,,,
71,71,55,66,-1,0,,,,,
72,72,55,78,-1,0,,,,,
73,73,57,75,-1,0,,,,,
74,74,57,70,-1,0,,,,,
75,75,57,80,-1,0,,,,,
76,76,57,69,-1,0,,,,,
77,77,59,72,-1,0,,,,,
78,78,59,68,-1,0,,,,,
79,79,59,72,-1,0,,,,,
80,80,60,71,-1,0,,,,,
81,81,63,74,1,1,2.0,89.0,63.0,63.0,0.0
82,82,64,77,-1,0,,,,,
83,83,64,76,-1,0,,,,,
84,84,66,78,-1,0,,,,,
85,85,67,80,1,1,2.0,60.0,67.0,67.0,1.0
86,86,69,86,-1,0,,,,,
87,87,69,76,-1,0,,,,,
88,88,72,83,1,1,2.0,35.0,72.0,72.0,2.0
89,89,73,94,-1,0,,,,,
90,90,74,83,-1,0,,,,,
91,91,75,79,-1,0,,,,,
92,92,75,93,-1,0,,,,,
93,93,80,90,-1,0,,,,,
94,94,80,98,-1,0,,,,,
95,95,81,96,-1,0,,,,,
96,96,82,93,-1,0,,,,,
97,97,82,89,-1,0,,,,,
98,98,84,95,-1,0,,,,,
99,99,86,97,-1,0,,,,,
100,100,86,104,-1,0,,,,,
101,101,87,98,1,1,2.0,20.0,87.0,87.0,3.0
102,102,88,102,-1,0,,,,,
103,103,88,99,-1,0,,,,,
104,104,88,99,-1,0,,,,,
105,105,89,102,-1,0,,,,,
106,106,90,100,-1,0,,,,,
107,107,91,104,-1,0,,,,,
108,108,93,110,-1,0,,,,,
109,109,96,108,-1,0,,,,,
110,110,96,109,-1,0,,,,,
111,111,97,113,-1,0,,,,,
112,112,98,113,-1,0,,,,,
113,113,99,111,-1,0,,,,,
114,114,101,111,-1,0,,,,,
115,115,102,110,-1,0,,,,,
116,116,103,118,-1,0,,,,,
117,117,105,116,-1,0,,,,,
118,118,106,118,-1,0,,,,,
119,119,107,128,-1,0,,,,,
120,120,107,124,-1,0,,,,,
121,121,109,131,-1,0,,,,,
122,122,110,132,-1,0,,,,,
123,123,110,124,-1,0,,,,,
124,124,110,121,-1,0,,,,,
125,125,111,124,-1,0,,,,,
126,126,111,124,-1,0,,,,,
127,127,112,130,-1,0,,,,,
128,128,113,126,-1,0,,,,,
129,129,116,123,-1,0,,,,,
130,130,116,130,-1,0,,,,,
131,131,116,126,-1,0,,,,,
132,132,117,133,-1,0,,,,,
133,133,117,123,-1,0,,,,,
134,134,119,134,1,2,2.0,36.0,119.0,119.0,2.0
135,135,119,133,1,1,2.0,53.0,119.0,119.0,3.0
136,136,120,131,-1,0,,,,,
137,137,120,135,-1,0,,,,,
138,138,120,129,-1,0,,,,,
139,139,121,134,-1,0,,,,,
140,140,121,133,-1,0,,,,,
141,141,122,134,-1,0,,,,,
142,142,122,141,-1,0,,,,,
143,143,125,141,-1,0,,,,,
144,144,126,142,-1,0,,,,,
145,145,126,136,-1,0,,,,,
146,146,127,135,-1,0,,,,,
147,147,128,141,-1,0,,,,,
148,148,129,147,-1,0,,,,,
149,149,130,145,-1,0,,,,,
150,150,130,146,-1,0,,,,,
151,151,130,143,-1,0,,,,,
152,152,133,146,-1,0,,,,,
153,153,134,150,-1,0,,,,,
154,154,135,144,-1,0,,,,,
155,155,137,153,-1,0,,,,,
156,156,141,162,1,1,2.0,47.0,141.0,141.0,1.0
157,157,142,151,-1,0,,,,,
158,158,142,158,-1,0,,,,,
159,159,146,161,-1,0,,,,,
160,160,146,158,-1,0,,,,,
161,161,150,166,-1,0,,,,,
162,162,150,165,-1,0,,,,,
163,163,152,171,-1,0,,,,,
164,164,153,167,-1,0,,,,,
165,165,154,170,-1,0,,,,,
166,166,155,171,-1,0,,,,,
167,167,156,165,-1,0,,,,,
168,168,156,166,-1,0,,,,,
169,169,156,170,-1,0,,,,,
170,170,158,169,-1,0,,,,,
171,171,158,170,-1,0,,,,,
172,172,159,171,-1,0,,,,,
173,173,159,171,-1,0,,,,,
174,174,159,175,-1,0,,,,,
175,175,160,167,-1,0,,,,,
176,176,161,177,-1,0,,,,,
177,177,161,180,-1,0,,,,,
178,178,162,175,-1,0,,,,,
179,179,163,179,-1,0,,,,,
180,180,164,177,-1,0,,,,,
181,182,164,175,-1,0,,,,,
182,183,165,176,-1,0,,,,,
183,184,166,180,-1,0,,,,,
184,186,168,182,-1,0,,,,,
