,req_index,order_time,desired_time,admit_outcome,toa_current_inv,commit_outcome,realized_cycle_duration,commit_time,finish_time,commit_item
0,0,0,15,1,5,2.0,46.0,0.0,0.0,0.0
1,1,1,15,1,4,2.0,29.0,1.0,1.0,1.0
2,2,3,20,1,3,2.0,34.0,3.0,3.0,2.0
3,3,4,18,1,2,2.0,140.0,4.0,4.0,3.0
4,4,4,16,1,1,2.0,59.0,4.0,4.0,4.0
5,5,5,16,-1,0,,,,,
6,6,7,21,-1,0,,,,,
7,7,7,22,-1,0,,,,,
8,8,7,23,-1,0,,,,,
9,9,7,20,-1,0,,,,,
10,10,8,20,-1,0,,,,,
11,11,8,20,-1,0,,,,,
12,12,10,28,-1,0,,,,,
13,13,13,31,-1,0,,,,,
14,14,14,23,-1,0,,,,,
15,15,14,29,-1,0,,,,,
16,16,15,29,-1,0,,,,,
17,17,17,28,-1,0,,,,,
18,18,18,32,-1,0,,,,,
19,19,18,29,-1,0,,,,,
20,20,19,34,-1,0,,,,,
21,21,20,31,-1,0,,,,,
22,22,20,34,-1,0,,,,,
23,23,21,35,-1,0,,,,,
24,24,21,34,-1,0,,,,,
25,25,21,35,-1,0,,,,,
26,26,22,41,-1,0,,,,,
27,27,25,43,-1,0,,,,,
28,28,25,37,-1,0,,,,,
29,29,27,41,-1,0,,,,,
30,30,27,42,-1,0,,,,,
31,31,27,44,-1,0,,,,,
32,32,30,49,-1,0,,,,,
33,33,31,39,-1,0,,,,,
34,34,31,46,-1,0,,,,,
35,35,33,45,-1,0,,,,,
36,36,33,54,-1,0,,,,,
37,37,33,52,-1,0,,,,,
38,38,34,49,-1,0,,,,,
39,39,36,50,-1,0,,,,,
40,40,39,55,-1,0,,,,,
41,41,39,52,-1,0,,,,,
42,42,41,51,-1,0,,,,,
43,43,41,48,-1,0,,,,,
44,44,41,57,-1,0,,,,,
45,45,44,65,1,1,2.0,38.0,44.0,44.0,1.0
46,46,45,56,-1,0,,,,,
47,47,45,65,-1,0,,,,,
48,48,45,59,-1,0,,,,,
49,49,47,60,-1,0,,,,,
50,50,47,61,-1,0,,,,,
51,51,49,60,-1,0,,,,,
52,52,49,63,-1,0,,,,,
53,53,51,65,-1,0,,,,,
54,54,51,70,-1,0,,,,,
55,55,52,70,-1,0,,,,,
56,56,52,64,-1,0,,,,,
57,57,53,65,-1,0,,,,,
58,58,55,66,1,1,2.0,43.0,55.0,55.0,2.0
59,59,56,68,-1,0,,,,,
60,60,56,66,-1,0,,,,,
61,61,56,72,-1,0,,,,,
62,62,56,70,-1,0,,,,,
63,63,58,70,-1,0,,,,,
64,64,58,77,-1,0,,,,,
65,65,59,75,-1,0,,,,,
66,66,60,73,-1,0,,,,,
67,67,60,77,-1,0,,,,,
68,68,60,71,-1,0,,,,,
69,69,62,75,-1,0,,,,,
70,70,62,70,-1,0,,,,,
71,71,65,77,-1,0,,,,,
72,72,66,74,-1,0,,,,,
73,73,66,82,-1,0,,,,,
74,74,69,89,-1,0,,,,,
75,75,71,80,-1,0,,,,,
76,76,72,81,-1,0,,,,,
77,77,72,85,-1,0,,,,,
78,78,73,85,-1,0,,,,,
79,79,74,84,-1,0,,,,,
80,80,75,90,1,1,2.0,109.0,75.0,75.0,0.0
81,81,76,89,-1,0,,,,,
82,82,77,87,-1,0,,,,,
83,83,77,99,-1,0,,,,,
84,84,78,92,-1,0,,,,,
85,85,79,98,-1,0,,,,,
86,86,79,89,-1,0,,,,,
87,87,79,96,-1,0,,,,,
88,88,79,88,-1,0,,,,,
89,89,80,94,-1,0,,,,,
90,90,80,99,-1,0,,,,,
91,91,80,96,-1,0,,,,,
92,92,81,94,-1,0,,,,,
93,93,81,90,-1,0,,,,,
94,94,82,94,-1,0,,,,,
95,95,84,100,-1,0,,,,,
96,96,86,99,-1,0,,,,,
97,97,87,104,-1,0,,,,,
98,98,88,106,-1,0,,,,,
99,99,88,101,-1,0,,,,,
100,100,89,101,-1,0,,,,,
101,101,89,106,-1,0,,,,,
102,102,90,103,-1,0,,,,,
103,103,94,108,-1,0,,,,,
104,104,95,113,-1,0,,,,,
105,105,95,106,-1,0,,,,,
106,106,97,115,-1,0,,,,,
107,107,98,110,-1,0,,,,,
108,108,98,112,-1,0,,,,,
109,109,98,112,-1,0,,,,,
110,110,99,119,-1,0,,,,,
111,111,100,114,-1,0,,,,,
112,112,103,116,1,1,2.0,30.0,103.0,103.0,1.0
113,113,105,113,-1,0,,,,,
114,114,107,115,-1,0,,,,,
115,115,108,124,-1,0,,,,,
116,116,108,123,-1,0,,,,,
117,117,109,122,1,1,2.0,51.0,109.0,109.0,2.0
118,118,110,125,-1,0,,,,,
119,119,111,131,-1,0,,,,,
120,120,111,124,-1,0,,,,,
121,121,112,121,-1,0,,,,,
122,122,115,131,-1,0,,,,,
123,123,116,128,-1,0,,,,,
124,124,119,138,-1,0,,,,,
125,125,119,133,-1,0,,,,,
126,126,119,129,-1,0,,,,,
127,127,120,132,-1,0,,,,,
128,128,121,136,-1,0,,,,,
129,129,121,136,-1,0,,,,,
130,130,126,139,-1,0,,,,,
131,131,127,140,-1,0,,,,,
132,132,127,145,-1,0,,,,,
133,133,127,148,-1,0,,,,,
134,134,128,146,-1,0,,,,,
135,135,128,144,-1,0,,,,,
136,136,128,139,-1,0,,,,,
137,137,129,139,-1,0,,,,,
138,138,131,142,-1,0,,,,,
139,139,131,147,-1,0,,,,,
140,140,132,149,-1,0,,,,,
141,141,134,143,-1,0,,,,,
142,142,135,149,-1,0,,,,,
143,143,136,145,-1,0,,,,,
144,144,137,149,-1,0,,,,,
145,145,139,158,-1,0,,,,,
146,146,139,153,-1,0,,,,,
147,147,140,156,-1,0,,,,,
148,148,140,158,-1,0,,,,,
149,149,145,155,-1,0,,,,,
150,150,145,156,-1,0,,,,,
151,151,145,152,-1,0,,,,,
152,152,147,161,1,1,2.0,23.0,147.0,147.0,1.0
153,153,147,164,-1,0,,,,,
154,154,148,165,-1,0,,,,,
155,155,148,166,-1,0,,,,,
156,156,151,166,-1,0,,,,,
157,157,152,164,-1,0,,,,,
158,158,153,172,-1,0,,,,,
159,159,153,167,-1,0,,,,,
160,160,156,167,-1,0,,,,,
161,161,157,164,-1,0,,,,,
162,162,157,171,-1,0,,,,,
163,163,158,170,1,1,2.0,26.0,158.0,158.0,3.0
164,164,159,175,-1,0,,,,,
165,165,160,180,-1,0,,,,,
166,166,160,176,-1,0,,,,,
167,167,163,172,-1,0,,,,,
168,168,165,181,-1,0,,,,,
169,169,166,179,-1,0,,,,,
170,170,169,180,-1,0,,,,,
171,171,169,180,-1,0,,,,,
172,174,170,181,-1,0,,,,,
173,175,171,181,-1,0,,,,,
