,req_index,order_time,desired_time,admit_outcome,predict_with_uncmtd,toa_current_inv,toa_future_exp_return,toa_uncmtd_cnt,toa_occupied_by_pred_same_period,toa_inv_ref,commit_outcome,realized_cycle_duration,commit_time,finish_time,commit_item,fail_time
0,0,2,19,1,1,5,0,0,0,5,2.0,21.0,18.0,18.0,4.0,
1,1,2,15,1,1,5,0,0,0,5,2.0,43.0,14.0,14.0,0.0,
2,2,3,15,1,1,5,0,0,0,5,2.0,32.0,14.0,14.0,1.0,
3,3,3,27,1,1,5,0,3,0,2,-2.0,17.0,,,,27.0
4,4,5,22,1,1,5,0,3,0,2,-2.0,14.0,,,,22.0
5,5,6,15,1,1,5,0,0,0,5,2.0,23.0,14.0,14.0,2.0,
6,6,7,19,1,1,5,0,3,0,2,-2.0,16.0,,,,19.0
7,7,8,18,1,1,5,0,3,0,2,2.0,71.0,17.0,17.0,3.0,
8,8,9,25,-1,1,5,0,7,0,-2,,,,,,
9,9,10,22,-1,1,5,0,6,0,-1,,,,,,
10,10,14,27,-1,1,5,0,7,0,-2,,,,,,
11,11,15,30,-1,1,2,0,5,0,-3,,,,,,
12,12,15,32,-1,1,2,0,5,0,-3,,,,,,
13,13,15,31,-1,1,2,0,5,0,-3,,,,,,
14,14,17,30,-1,1,2,0,5,0,-3,,,,,,
15,15,22,38,-1,1,0,0,2,0,-2,,,,,,
16,16,22,35,-1,1,0,0,2,0,-2,,,,,,
17,17,22,37,-1,1,0,0,2,0,-2,,,,,,
18,18,23,34,-1,1,0,0,1,0,-1,,,,,,
19,19,24,41,-1,1,0,0,1,0,-1,,,,,,
20,20,24,41,-1,1,0,0,1,0,-1,,,,,,
21,21,24,38,-1,1,0,0,1,0,-1,,,,,,
22,22,25,37,-1,1,0,0,1,0,-1,,,,,,
23,23,26,32,-1,1,0,0,1,0,-1,,,,,,
24,24,27,41,-1,1,0,0,1,0,-1,,,,,,
25,25,27,41,-1,1,0,0,1,0,-1,,,,,,
26,26,28,37,-1,1,0,0,0,0,0,,,,,,
27,27,30,44,-1,1,0,0,0,0,0,,,,,,
28,28,30,51,-1,1,0,0,0,0,0,,,,,,
29,29,30,47,-1,1,0,0,0,0,0,,,,,,
30,30,30,45,-1,1,0,0,0,0,0,,,,,,
31,31,31,48,-1,1,0,0,0,0,0,,,,,,
32,32,34,50,-1,1,0,0,0,0,0,,,,,,
33,33,36,49,-1,1,0,0,0,0,0,,,,,,
34,34,36,49,-1,1,0,0,0,0,0,,,,,,
35,35,36,51,-1,1,0,0,0,0,0,,,,,,
36,36,37,47,-1,1,0,0,0,0,0,,,,,,
37,37,39,50,1,1,1,0,0,0,1,2.0,22.0,49.0,49.0,1.0,
38,38,40,50,1,1,2,0,0,0,2,2.0,48.0,49.0,49.0,2.0,
39,39,40,64,1,1,2,3,2,0,3,-2.0,44.0,,,,64.0
40,40,42,59,1,1,2,3,2,0,3,-2.0,71.0,,,,59.0
41,41,45,59,1,1,2,3,2,0,3,-2.0,30.0,,,,59.0
42,42,45,56,1,1,2,3,2,0,3,-2.0,49.0,,,,56.0
43,43,48,54,1,1,3,1,2,0,2,2.0,19.0,53.0,53.0,4.0,
44,44,51,66,-1,1,1,2,5,0,-2,,,,,,
45,45,51,64,-1,1,1,2,4,0,-1,,,,,,
46,46,51,71,-1,1,1,2,5,0,-2,,,,,,
47,47,53,67,-1,1,1,2,5,0,-2,,,,,,
48,48,56,66,-1,1,0,2,4,0,-2,,,,,,
49,49,56,71,-1,1,0,2,4,0,-2,,,,,,
50,50,58,66,-1,1,1,1,3,0,-1,,,,,,
51,51,58,72,-1,1,1,1,3,0,-1,,,,,,
52,52,59,76,-1,1,1,1,3,0,-1,,,,,,
53,53,59,72,-1,1,1,1,3,0,-1,,,,,,
54,54,59,73,-1,1,1,1,3,0,-1,,,,,,
55,55,60,79,1,1,1,1,1,0,1,-2.0,78.0,,,,79.0
56,56,61,77,1,1,1,1,1,0,1,2.0,32.0,76.0,76.0,1.0,
57,57,63,77,1,1,1,1,1,0,1,-2.0,16.0,,,,77.0
58,58,64,73,1,1,1,1,1,0,1,2.0,50.0,72.0,72.0,0.0,
59,59,65,81,-1,1,1,1,4,0,-2,,,,,,
60,60,65,78,-1,1,1,1,3,0,-1,,,,,,
61,61,67,84,-1,1,1,1,4,0,-2,,,,,,
62,62,69,84,-1,1,1,1,4,0,-2,,,,,,
63,63,70,83,-1,1,1,1,4,0,-2,,,,,,
64,64,70,85,-1,1,1,1,4,0,-2,,,,,,
65,65,71,81,-1,1,1,1,4,0,-2,,,,,,
66,66,71,84,-1,1,1,1,4,0,-2,,,,,,
67,67,73,92,1,1,2,2,3,0,1,-2.0,98.0,,,,92.0
68,68,73,87,-1,1,2,1,3,0,0,,,,,,
69,69,78,92,1,1,1,2,1,0,2,-2.0,14.0,,,,92.0
70,70,79,91,1,1,1,2,1,0,2,-2.0,27.0,,,,91.0
71,71,79,94,-1,1,1,2,4,0,-1,,,,,,
72,72,79,90,1,1,1,2,1,0,2,2.0,58.0,89.0,89.0,3.0,
73,73,83,103,-1,1,1,2,4,0,-1,,,,,,
74,74,83,95,-1,1,1,2,4,0,-1,,,,,,
75,75,85,100,-1,1,1,2,4,0,-1,,,,,,
76,76,86,102,-1,1,1,2,4,0,-1,,,,,,
77,77,87,103,-1,1,1,2,4,0,-1,,,,,,
78,78,89,105,-1,1,2,1,4,0,-1,,,,,,
79,79,90,105,-1,1,1,1,3,0,-1,,,,,,
80,80,90,100,-1,1,1,1,3,0,-1,,,,,,
81,81,91,106,-1,1,1,1,3,0,-1,,,,,,
82,82,92,112,1,1,1,2,2,0,1,-2.0,26.0,,,,112.0
83,83,93,104,1,1,1,1,0,0,2,2.0,36.0,103.0,103.0,2.0,
84,84,93,110,1,1,1,1,1,0,1,2.0,26.0,109.0,109.0,1.0,
85,85,94,107,1,1,1,1,1,0,1,-2.0,56.0,,,,107.0
86,86,94,108,-1,1,1,1,2,0,0,,,,,,
87,87,95,108,-1,1,1,1,2,0,0,,,,,,
88,88,95,110,-1,1,1,1,2,0,0,,,,,,
89,89,99,113,-1,1,2,1,4,0,-1,,,,,,
90,90,99,112,-1,1,2,1,3,0,0,,,,,,
91,91,99,113,-1,1,2,1,4,0,-1,,,,,,
92,92,100,116,-1,1,2,2,4,0,0,,,,,,
93,93,100,116,-1,1,2,2,4,0,0,,,,,,
94,94,101,114,-1,1,2,1,4,0,-1,,,,,,
95,95,102,112,-1,1,2,1,3,0,0,,,,,,
96,96,103,116,-1,1,2,2,4,0,0,,,,,,
97,97,103,115,-1,1,2,2,4,0,0,,,,,,
98,98,106,121,-1,1,1,2,3,0,0,,,,,,
99,99,106,125,-1,1,1,2,3,0,0,,,,,,
100,100,107,117,-1,1,1,2,3,0,0,,,,,,
101,101,107,116,-1,1,1,2,3,0,0,,,,,,
102,102,108,118,1,1,1,2,2,0,1,-2.0,26.0,,,,118.0
103,103,109,122,-1,1,2,1,3,0,0,,,,,,
104,104,110,119,-1,1,1,1,2,0,0,,,,,,
105,105,110,120,-1,1,1,1,2,0,0,,,,,,
106,106,110,125,-1,1,1,1,2,0,0,,,,,,
107,107,114,129,1,1,1,2,1,0,2,-2.0,22.0,,,,129.0
108,108,114,127,1,1,1,1,1,0,1,-2.0,97.0,,,,127.0
109,109,114,129,-1,1,1,2,2,1,0,,,,,,
110,110,115,125,1,1,1,1,1,0,1,-2.0,39.0,,,,125.0
111,111,117,132,-1,1,1,2,4,0,-1,,,,,,
112,112,119,140,-1,1,1,2,3,0,0,,,,,,
113,113,119,137,-1,1,1,2,3,0,0,,,,,,
114,114,119,137,-1,1,1,2,3,0,0,,,,,,
115,115,119,131,-1,1,1,2,3,0,0,,,,,,
116,116,121,145,1,1,1,3,3,0,1,-2.0,46.0,,,,145.0
117,117,121,134,-1,1,1,2,3,0,0,,,,,,
118,118,122,133,-1,1,1,2,3,0,0,,,,,,
119,119,123,133,-1,1,2,1,3,0,0,,,,,,
120,120,123,137,-1,1,2,1,3,0,0,,,,,,
121,121,126,140,1,1,2,1,2,0,1,2.0,30.0,140.0,140.0,1.0,
122,122,127,135,1,1,2,1,2,0,1,-2.0,70.0,,,,135.0
123,123,128,143,1,1,2,2,3,0,1,-2.0,64.0,,,,143.0
124,124,128,138,1,1,2,1,2,0,1,2.0,23.0,137.0,137.0,0.0,
125,125,133,144,-1,1,2,2,4,0,0,,,,,,
126,126,136,148,1,1,3,2,4,0,1,2.0,35.0,148.0,148.0,2.0,
127,127,136,151,-1,1,3,2,5,0,0,,,,,,
128,128,138,154,-1,1,2,2,4,0,0,,,,,,
129,129,138,154,-1,1,2,2,4,0,0,,,,,,
130,130,139,154,-1,1,2,2,4,0,0,,,,,,
131,131,139,152,-1,1,2,2,4,0,0,,,,,,
132,132,140,154,-1,1,3,1,4,0,0,,,,,,
133,133,140,155,-1,1,3,1,4,0,0,,,,,,
134,134,140,153,-1,1,3,1,4,0,0,,,,,,
135,135,144,161,1,1,2,1,2,0,1,-2.0,51.0,,,,161.0
136,136,146,163,1,1,2,1,2,0,1,-2.0,90.0,,,,163.0
137,137,146,158,1,1,2,1,1,0,2,-2.0,33.0,,,,158.0
138,138,147,158,1,1,2,1,1,0,2,-2.0,38.0,,,,158.0
139,139,147,162,-1,1,2,1,4,0,-1,,,,,,
140,140,148,159,-1,1,3,0,3,0,0,,,,,,
141,141,148,168,-1,1,3,0,5,0,-2,,,,,,
142,142,148,170,-1,1,3,0,5,0,-2,,,,,,
143,143,149,157,1,1,2,0,0,0,2,-2.0,48.0,,,,157.0
144,144,150,160,-1,1,2,0,3,0,-1,,,,,,
145,145,151,168,-1,1,2,0,5,0,-3,,,,,,
146,146,151,160,-1,1,2,0,3,0,-1,,,,,,
147,147,152,162,-1,1,2,0,4,0,-2,,,,,,
148,148,156,170,-1,1,2,0,5,0,-3,,,,,,
149,149,157,168,-1,1,2,0,5,0,-3,,,,,,
150,150,158,171,-1,1,2,0,4,0,-2,,,,,,
151,151,161,174,1,1,3,0,2,0,1,-2.0,92.0,,,,174.0
152,152,162,171,1,1,3,0,1,0,2,2.0,27.0,170.0,170.0,0.0,
153,153,164,176,1,1,3,0,2,0,1,-2.0,48.0,,,,176.0
154,154,165,180,1,1,3,1,3,0,1,-2.0,62.0,,,,180.0
155,155,165,179,1,1,3,1,3,0,1,-2.0,31.0,,,,179.0
156,157,168,181,-1,1,3,1,5,0,-1,,,,,,
157,159,169,180,-1,1,3,1,4,0,0,,,,,,
158,165,174,181,-1,1,3,0,4,0,-1,,,,,,
