,req_index,order_time,desired_time,admit_outcome,toa_current_inv,commit_outcome,realized_cycle_duration,commit_time,finish_time,commit_item
0,0,0,12,1,5,2.0,19.0,0.0,0.0,0.0
1,1,1,14,1,4,2.0,60.0,1.0,1.0,1.0
2,2,1,20,1,3,2.0,18.0,1.0,1.0,2.0
3,3,3,13,1,2,2.0,36.0,3.0,3.0,3.0
4,4,3,14,1,1,2.0,22.0,3.0,3.0,4.0
5,5,3,17,-1,0,,,,,
6,6,4,24,-1,0,,,,,
7,7,4,14,-1,0,,,,,
8,8,5,21,-1,0,,,,,
9,9,9,25,-1,0,,,,,
10,10,9,23,-1,0,,,,,
11,11,9,25,-1,0,,,,,
12,12,10,29,-1,0,,,,,
13,13,14,25,-1,0,,,,,
14,14,16,31,-1,0,,,,,
15,15,17,33,-1,0,,,,,
16,16,17,30,-1,0,,,,,
17,17,17,37,-1,0,,,,,
18,18,19,29,-1,0,,,,,
19,19,19,28,-1,0,,,,,
20,20,20,34,-1,0,,,,,
21,21,21,33,-1,0,,,,,
22,22,21,41,-1,0,,,,,
23,23,21,40,-1,0,,,,,
24,24,23,31,-1,0,,,,,
25,25,23,31,-1,0,,,,,
26,26,24,37,-1,0,,,,,
27,27,24,40,-1,0,,,,,
28,28,26,35,-1,0,,,,,
29,29,26,38,-1,0,,,,,
30,30,27,38,-1,0,,,,,
31,31,28,40,-1,0,,,,,
32,32,29,43,-1,0,,,,,
33,33,30,43,-1,0,,,,,
34,34,30,37,-1,0,,,,,
35,35,32,47,-1,0,,,,,
36,36,32,45,-1,0,,,,,
37,37,33,41,-1,0,,,,,
38,38,33,40,-1,0,,,,,
39,39,34,45,-1,0,,,,,
40,40,38,56,1,2,2.0,45.0,38.0,38.0,0.0
41,41,39,55,1,1,2.0,68.0,39.0,39.0,2.0
42,42,39,53,-1,0,,,,,
43,43,42,61,-1,0,,,,,
44,44,46,58,-1,0,,,,,
45,45,47,62,-1,0,,,,,
46,46,47,56,-1,0,,,,,
47,47,49,66,1,1,2.0,52.0,49.0,49.0,3.0
48,48,51,65,-1,0,,,,,
49,49,55,69,-1,0,,,,,
50,50,56,72,-1,0,,,,,
51,51,57,65,-1,0,,,,,
52,52,58,78,-1,0,,,,,
53,53,58,73,-1,0,,,,,
54,54,58,68,-1,0,,,,,
55,55,63,78,-1,0,,,,,
56,56,63,79,-1,0,,,,,
57,57,63,79,-1,0,,,,,
58,58,64,75,-1,0,,,,,
59,59,65,80,-1,0,,,,,
60,60,66,85,-1,0,,,,,
61,61,66,83,-1,0,,,,,
62,62,67,81,-1,0,,,,,
63,63,67,79,-1,0,,,,,
64,64,67,79,-1,0,,,,,
65,65,68,84,-1,0,,,,,
66,66,69,86,-1,0,,,,,
67,67,70,81,-1,0,,,,,
68,68,70,82,-1,0,,,,,
69,69,70,85,-1,0,,,,,
70,70,71,84,-1,0,,,,,
71,71,74,86,1,1,2.0,12.0,74.0,74.0,1.0
72,72,74,92,-1,0,,,,,
73,73,75,89,-1,0,,,,,
74,74,76,92,-1,0,,,,,
75,75,78,95,-1,0,,,,,
76,76,79,91,-1,0,,,,,
77,77,80,91,-1,0,,,,,
78,78,82,94,-1,0,,,,,
79,79,82,95,-1,0,,,,,
80,80,83,101,-1,0,,,,,
81,81,83,97,-1,0,,,,,
82,82,83,102,-1,0,,,,,
83,83,84,99,-1,0,,,,,
84,84,86,97,-1,0,,,,,
85,85,87,100,-1,0,,,,,
86,86,87,103,-1,0,,,,,
87,87,88,98,-1,0,,,,,
88,88,91,105,-1,0,,,,,
89,89,93,108,-1,0,,,,,
90,90,94,113,-1,0,,,,,
91,91,95,106,-1,0,,,,,
92,92,98,113,1,1,2.0,10.0,98.0,98.0,1.0
93,93,99,115,-1,0,,,,,
94,94,101,113,-1,0,,,,,
95,95,102,113,-1,0,,,,,
96,96,102,116,-1,0,,,,,
97,97,102,117,-1,0,,,,,
