,req_index,order_time,desired_time,admit_outcome,predict_with_uncmtd,toa_current_inv,toa_future_exp_return,toa_uncmtd_cnt,toa_occupied_by_pred_same_period,toa_inv_ref,commit_outcome,realized_cycle_duration,commit_time,finish_time,commit_item,fail_time
0,0,1,14,1,1,5,0,0,0,5,2.0,62.0,13.0,13.0,0.0,
1,1,1,21,1,1,5,0,1,0,4,-2.0,33.0,,,,21.0
2,2,1,17,1,1,5,0,1,0,4,-2.0,28.0,,,,17.0
3,3,2,15,1,1,5,0,1,0,4,2.0,61.0,14.0,14.0,2.0,
4,4,2,23,1,1,5,0,4,0,1,-2.0,16.0,,,,23.0
5,5,2,21,1,1,5,0,3,0,2,-2.0,62.0,,,,21.0
6,6,3,16,1,1,5,0,2,0,3,2.0,40.0,15.0,15.0,4.0,
7,7,4,17,1,1,5,0,3,0,2,-2.0,27.0,,,,17.0
8,8,4,20,-1,1,5,0,5,0,0,,,,,,
9,9,5,17,1,1,5,0,3,0,2,-2.0,48.0,,,,17.0
10,10,5,23,-1,1,5,0,8,0,-3,,,,,,
11,11,5,14,1,1,5,0,0,0,5,2.0,31.0,13.0,13.0,1.0,
12,12,5,15,1,1,5,0,2,0,3,2.0,51.0,14.0,14.0,3.0,
13,13,6,20,-1,1,5,0,8,0,-3,,,,,,
14,14,7,18,-1,1,5,0,8,0,-3,,,,,,
15,15,8,18,-1,1,5,0,8,0,-3,,,,,,
16,16,9,22,-1,1,5,0,10,0,-5,,,,,,
17,17,10,24,-1,1,5,0,11,0,-6,,,,,,
18,18,11,25,-1,1,5,0,11,0,-6,,,,,,
19,19,13,31,-1,1,5,0,11,0,-6,,,,,,
20,20,16,34,-1,1,0,0,6,0,-6,,,,,,
21,21,17,28,-1,1,0,0,6,0,-6,,,,,,
22,22,17,28,-1,1,0,0,6,0,-6,,,,,,
23,23,19,34,-1,1,0,0,3,0,-3,,,,,,
24,24,22,40,-1,1,0,0,1,0,-1,,,,,,
25,25,22,34,-1,1,0,0,1,0,-1,,,,,,
26,26,24,46,-1,1,0,0,0,0,0,,,,,,
27,27,24,32,-1,1,0,0,0,0,0,,,,,,
28,28,25,44,-1,1,0,0,0,0,0,,,,,,
29,29,26,42,-1,1,0,0,0,0,0,,,,,,
30,30,27,44,-1,1,0,0,0,0,0,,,,,,
31,31,28,41,-1,1,0,0,0,0,0,,,,,,
32,32,28,46,-1,1,0,0,0,0,0,,,,,,
33,33,28,45,-1,1,0,0,0,0,0,,,,,,
34,34,28,42,-1,1,0,0,0,0,0,,,,,,
35,35,29,47,-1,1,0,0,0,0,0,,,,,,
36,36,30,42,-1,1,0,0,0,0,0,,,,,,
37,37,30,44,-1,1,0,0,0,0,0,,,,,,
38,38,33,42,-1,1,0,0,0,0,0,,,,,,
39,39,35,53,1,1,0,4,0,0,4,2.0,44.0,52.0,52.0,1.0,
40,40,35,49,-1,1,0,0,0,0,0,,,,,,
41,41,35,49,-1,1,0,0,0,0,0,,,,,,
42,42,38,48,-1,1,0,0,0,0,0,,,,,,
43,43,42,58,1,1,0,5,1,0,4,-2.0,43.0,,,,58.0
44,44,42,55,1,1,0,5,1,0,4,-2.0,31.0,,,,55.0
45,45,42,54,1,1,0,5,1,0,4,-2.0,20.0,,,,54.0
46,46,43,56,1,1,0,5,3,0,2,2.0,28.0,56.0,56.0,4.0,
47,47,44,62,-1,1,0,5,5,0,0,,,,,,
48,48,44,67,-1,1,0,5,5,0,0,,,,,,
49,49,44,55,1,1,0,5,2,0,3,-2.0,78.0,,,,55.0
50,50,45,58,-1,1,1,4,5,0,0,,,,,,
51,51,46,58,-1,1,1,4,5,0,0,,,,,,
52,52,46,60,-1,1,1,4,6,0,-1,,,,,,
53,53,46,62,-1,1,1,4,6,0,-1,,,,,,
54,54,47,58,-1,1,1,4,5,0,0,,,,,,
55,55,47,63,-1,1,1,4,6,0,-1,,,,,,
56,56,48,58,-1,1,1,4,5,0,0,,,,,,
57,57,49,61,-1,1,1,4,6,0,-1,,,,,,
58,58,49,58,-1,1,1,4,5,0,0,,,,,,
59,59,51,61,-1,1,1,4,6,0,-1,,,,,,
60,60,51,63,-1,1,1,4,6,0,-1,,,,,,
