,req_index,order_time,desired_time,admit_outcome,predict_with_uncmtd,toa_current_inv,toa_future_exp_return,toa_uncmtd_cnt,toa_occupied_by_pred_same_period,toa_inv_ref,commit_outcome,realized_cycle_duration,commit_time,finish_time,commit_item,fail_time
0,0,3,13,1,1,5,0,0,0,5,2.0,39.0,12.0,12.0,0.0,
1,1,4,21,1,1,5,0,1,0,4,2.0,57.0,20.0,20.0,1.0,
2,2,5,25,1,1,5,0,2,0,3,2.0,39.0,24.0,24.0,4.0,
3,3,8,23,1,1,5,0,2,0,3,2.0,63.0,22.0,22.0,2.0,
4,4,10,23,1,1,5,0,2,0,3,2.0,33.0,22.0,22.0,3.0,
5,5,13,28,-1,1,4,0,4,0,0,,,,,,
6,6,14,27,-1,1,4,0,4,0,0,,,,,,
7,7,15,30,-1,1,4,0,4,0,0,,,,,,
8,8,16,29,-1,1,4,0,4,0,0,,,,,,
9,9,16,27,-1,1,4,0,4,0,0,,,,,,
10,10,19,36,-1,1,4,0,4,0,0,,,,,,
11,11,19,32,-1,1,4,0,4,0,0,,,,,,
12,12,21,31,-1,1,3,0,3,0,0,,,,,,
13,13,23,31,-1,1,1,0,1,0,0,,,,,,
14,14,24,38,-1,1,1,0,1,0,0,,,,,,
15,15,24,34,-1,1,1,0,1,0,0,,,,,,
16,16,24,40,-1,1,1,0,1,0,0,,,,,,
17,17,24,33,-1,1,1,0,1,0,0,,,,,,
18,18,24,30,-1,1,1,0,1,0,0,,,,,,
19,19,25,35,-1,1,0,0,0,0,0,,,,,,
20,20,26,43,-1,1,0,0,0,0,0,,,,,,
21,21,26,42,-1,1,0,0,0,0,0,,,,,,
22,22,28,46,-1,1,0,0,0,0,0,,,,,,
23,23,28,45,-1,1,0,0,0,0,0,,,,,,
24,24,28,40,-1,1,0,0,0,0,0,,,,,,
25,25,28,42,-1,1,0,0,0,0,0,,,,,,
26,26,29,43,-1,1,0,0,0,0,0,,,,,,
27,27,31,43,-1,1,0,0,0,0,0,,,,,,
28,28,32,45,-1,1,0,0,0,0,0,,,,,,
29,29,33,45,-1,1,0,0,0,0,0,,,,,,
30,30,34,44,-1,1,0,0,0,0,0,,,,,,
31,31,35,51,1,1,0,1,0,0,1,-2.0,27.0,,,,51.0
32,32,36,52,-1,1,0,1,1,0,0,,,,,,
33,33,37,43,-1,1,0,0,0,0,0,,,,,,
34,34,37,49,-1,1,0,0,0,0,0,,,,,,
35,35,38,50,-1,1,0,0,0,0,0,,,,,,
36,36,38,55,-1,1,0,1,1,0,0,,,,,,
37,37,39,53,-1,1,0,1,1,0,0,,,,,,
38,38,40,54,-1,1,0,1,1,0,0,,,,,,
39,39,40,52,-1,1,0,1,1,0,0,,,,,,
40,40,41,56,-1,1,0,1,1,0,0,,,,,,
41,41,42,60,1,1,0,2,1,0,1,2.0,26.0,59.0,59.0,0.0,
42,42,42,64,1,1,0,5,2,0,3,2.0,49.0,64.0,64.0,3.0,
43,43,43,51,1,1,0,1,0,0,1,-2.0,37.0,,,,51.0
44,44,43,57,-1,1,0,1,2,0,-1,,,,,,
45,45,44,53,-1,1,0,1,2,0,-1,,,,,,
46,46,44,61,1,1,0,4,3,0,1,-2.0,50.0,,,,61.0
47,47,44,59,-1,1,0,2,2,0,0,,,,,,
48,48,44,57,-1,1,0,1,2,0,-1,,,,,,
49,49,44,56,-1,1,0,1,2,0,-1,,,,,,
50,50,45,54,-1,1,0,1,2,0,-1,,,,,,
51,51,45,63,1,1,0,5,4,0,1,-2.0,46.0,,,,63.0
52,52,47,65,-1,1,0,5,6,0,-1,,,,,,
53,53,47,66,-1,1,0,5,6,0,-1,,,,,,
54,54,49,68,-1,1,0,5,6,0,-1,,,,,,
55,55,50,58,-1,1,0,1,2,0,-1,,,,,,
56,56,51,69,-1,1,0,5,6,0,-1,,,,,,
57,57,52,61,1,1,1,3,1,0,3,-2.0,27.0,,,,61.0
58,58,52,73,-1,1,1,4,5,0,0,,,,,,
59,59,53,69,-1,1,1,4,5,0,0,,,,,,
60,60,53,71,-1,1,1,4,5,0,0,,,,,,
61,61,53,69,-1,1,1,4,5,0,0,,,,,,
62,62,54,72,-1,1,1,4,5,0,0,,,,,,
63,63,55,71,-1,1,1,4,5,0,0,,,,,,
64,64,55,73,-1,1,1,4,5,0,0,,,,,,
65,65,56,64,1,1,2,3,4,0,1,-2.0,19.0,,,,64.0
66,66,56,71,-1,1,2,3,6,0,-1,,,,,,
67,67,57,74,-1,1,2,3,6,0,-1,,,,,,
68,68,57,75,-1,1,2,3,6,0,-1,,,,,,
69,69,58,67,-1,1,2,3,6,0,-1,,,,,,
70,70,59,73,-1,1,2,3,6,0,-1,,,,,,
71,71,61,76,-1,1,1,3,5,0,-1,,,,,,
72,72,61,72,-1,1,1,3,5,0,-1,,,,,,
73,73,62,75,1,1,1,3,3,0,1,-2.0,47.0,,,,75.0
74,74,63,80,-1,1,1,3,4,0,0,,,,,,
75,75,67,88,1,1,1,2,1,0,2,-2.0,25.0,,,,88.0
76,76,67,82,1,1,1,2,1,0,2,-2.0,26.0,,,,82.0
77,77,67,86,1,1,1,2,2,0,1,2.0,20.0,86.0,86.0,0.0,
78,78,67,78,1,1,1,2,1,0,2,2.0,34.0,78.0,78.0,1.0,
79,79,69,83,-1,1,1,2,3,0,0,,,,,,
80,80,69,79,1,1,1,2,2,0,1,-2.0,19.0,,,,79.0
81,81,71,82,-1,1,1,2,3,0,0,,,,,,
82,82,72,86,-1,1,1,2,4,0,-1,,,,,,
83,83,73,88,-1,1,1,2,5,0,-2,,,,,,
84,84,73,85,-1,1,1,2,4,0,-1,,,,,,
85,85,74,89,-1,1,1,2,6,0,-3,,,,,,
86,86,75,93,-1,1,1,2,6,0,-3,,,,,,
87,87,75,91,-1,1,1,2,6,0,-3,,,,,,
88,88,75,89,-1,1,1,2,6,0,-3,,,,,,
89,89,77,93,-1,1,1,2,5,0,-2,,,,,,
90,90,78,91,-1,1,2,1,5,0,-2,,,,,,
91,91,79,94,-1,1,1,1,4,0,-2,,,,,,
92,92,80,96,-1,1,1,1,3,0,-1,,,,,,
93,93,80,89,-1,1,1,1,3,0,-1,,,,,,
94,94,80,88,-1,1,1,1,2,0,0,,,,,,
95,95,83,96,-1,1,1,1,2,0,0,,,,,,
96,96,83,100,1,1,1,2,2,0,1,-2.0,34.0,,,,100.0
97,97,86,99,1,1,3,0,2,0,1,-2.0,139.0,,,,99.0
98,98,87,105,-1,1,2,1,3,0,0,,,,,,
99,99,88,100,-1,1,2,0,2,0,0,,,,,,
100,100,88,100,-1,1,2,0,2,0,0,,,,,,
101,101,89,107,1,1,2,1,2,0,1,-2.0,52.0,,,,107.0
102,102,92,105,1,1,2,1,2,0,1,-2.0,30.0,,,,105.0
103,103,94,108,-1,1,2,1,4,0,-1,,,,,,
104,104,95,112,-1,1,2,1,4,0,-1,,,,,,
105,105,95,108,-1,1,2,1,4,0,-1,,,,,,
106,106,97,103,1,1,2,1,2,0,1,-2.0,61.0,,,,103.0
107,107,97,112,-1,1,2,1,5,0,-2,,,,,,
108,108,99,112,-1,1,2,1,5,0,-2,,,,,,
109,109,100,114,-1,1,2,1,4,0,-1,,,,,,
110,110,100,112,-1,1,2,1,4,0,-1,,,,,,
111,111,100,115,-1,1,2,1,4,0,-1,,,,,,
112,112,101,115,-1,1,2,1,3,0,0,,,,,,
113,113,101,118,1,1,2,2,3,0,1,2.0,52.0,117.0,117.0,0.0,
114,114,102,115,-1,1,2,1,3,0,0,,,,,,
115,115,102,114,-1,1,2,1,3,0,0,,,,,,
116,116,108,122,1,1,3,2,1,0,4,-2.0,79.0,,,,122.0
117,117,108,124,1,1,3,2,2,0,3,-2.0,135.0,,,,124.0
118,118,109,128,1,1,3,2,3,0,2,-2.0,23.0,,,,128.0
119,119,110,122,1,1,3,2,1,0,4,-2.0,45.0,,,,122.0
120,120,111,120,1,1,3,2,1,0,4,2.0,24.0,119.0,119.0,1.0,
121,121,112,125,-1,1,4,1,5,0,0,,,,,,
122,122,113,129,-1,1,5,0,6,0,-1,,,,,,
123,123,113,128,-1,1,5,0,5,0,0,,,,,,
124,124,113,129,-1,1,5,0,6,0,-1,,,,,,
125,125,115,129,-1,1,5,0,6,0,-1,,,,,,
126,126,115,128,-1,1,5,0,5,0,0,,,,,,
127,127,116,131,-1,1,5,0,6,0,-1,,,,,,
128,128,116,132,-1,1,5,0,6,0,-1,,,,,,
129,129,117,132,-1,1,5,0,6,0,-1,,,,,,
130,130,119,127,-1,1,4,0,4,0,0,,,,,,
131,131,120,132,-1,1,3,0,4,0,-1,,,,,,
132,132,120,134,-1,1,3,0,4,0,-1,,,,,,
133,133,120,133,-1,1,3,0,4,0,-1,,,,,,
134,134,121,132,-1,1,3,0,4,0,-1,,,,,,
135,135,123,138,1,1,3,0,2,0,1,-2.0,33.0,,,,138.0
136,136,124,131,1,1,3,0,2,0,1,-2.0,46.0,,,,131.0
137,137,125,139,-1,1,3,0,3,0,0,,,,,,
138,138,128,136,1,1,3,0,2,0,1,-2.0,46.0,,,,136.0
139,139,128,140,-1,1,3,0,4,0,-1,,,,,,
140,140,130,150,-1,1,3,0,3,0,0,,,,,,
141,141,132,151,1,1,3,0,2,0,1,-2.0,30.0,,,,151.0
142,142,134,147,1,1,3,0,2,0,1,-2.0,32.0,,,,147.0
143,143,135,145,1,1,3,0,2,0,1,2.0,18.0,144.0,144.0,1.0,
144,144,135,154,-1,1,3,0,5,0,-2,,,,,,
145,145,136,155,-1,1,3,0,5,0,-2,,,,,,
146,146,137,150,-1,1,3,0,3,0,0,,,,,,
147,147,138,147,1,1,3,0,2,0,1,-2.0,92.0,,,,147.0
148,148,140,150,-1,1,3,0,3,0,0,,,,,,
149,149,143,161,1,1,3,2,4,0,1,-2.0,46.0,,,,161.0
150,150,144,154,-1,1,4,0,4,0,0,,,,,,
151,151,146,159,1,1,3,1,3,0,1,-2.0,16.0,,,,159.0
152,152,149,161,1,1,3,1,2,0,2,-2.0,30.0,,,,161.0
153,153,149,161,1,1,3,1,2,1,1,-2.0,28.0,,,,161.0
154,154,149,159,1,1,3,1,1,0,3,-2.0,54.0,,,,159.0
155,155,151,156,1,1,3,1,1,0,3,-2.0,47.0,,,,156.0
156,156,151,162,-1,1,3,1,7,0,-3,,,,,,
157,157,152,167,-1,1,3,1,6,0,-2,,,,,,
158,158,154,167,-1,1,3,1,6,0,-2,,,,,,
159,159,155,171,-1,1,3,1,6,0,-2,,,,,,
160,160,155,169,-1,1,3,1,6,0,-2,,,,,,
161,161,156,172,-1,1,3,1,6,0,-2,,,,,,
162,162,158,169,-1,1,3,1,5,0,-1,,,,,,
163,163,158,170,-1,1,3,1,5,0,-1,,,,,,
164,164,158,177,-1,1,3,1,5,0,-1,,,,,,
165,165,159,177,-1,1,3,1,5,0,-1,,,,,,
166,166,159,174,-1,1,3,1,5,0,-1,,,,,,
167,167,160,181,1,1,3,1,3,0,1,-2.0,30.0,,,,181.0
168,168,161,179,1,1,3,1,3,0,1,-2.0,45.0,,,,179.0
169,169,163,181,1,1,4,1,1,0,4,-2.0,14.0,,,,181.0
170,170,163,177,1,1,4,1,0,0,5,-2.0,118.0,,,,177.0
171,171,163,173,1,1,4,1,0,0,5,2.0,72.0,172.0,172.0,0.0,
172,172,164,179,1,1,4,1,2,0,3,-2.0,19.0,,,,179.0
173,174,165,178,1,1,4,1,2,0,3,-2.0,32.0,,,,178.0
174,175,168,182,-1,1,4,1,7,0,-2,,,,,,
175,176,169,179,1,1,4,1,3,0,2,-2.0,23.0,,,,179.0
176,177,169,182,-1,1,4,1,8,0,-3,,,,,,
177,178,171,182,-1,1,5,0,8,0,-3,,,,,,
