,req_index,order_time,desired_time,admit_outcome,toa_current_inv,commit_outcome,realized_cycle_duration,commit_time,finish_time,commit_item
0,0,2,19,1,5,2.0,21.0,2.0,2.0,0.0
1,1,2,15,1,4,2.0,43.0,2.0,2.0,1.0
2,2,3,15,1,3,2.0,32.0,3.0,3.0,2.0
3,3,3,27,1,2,2.0,17.0,3.0,3.0,3.0
4,4,5,22,1,1,2.0,14.0,5.0,5.0,4.0
5,5,6,15,-1,0,,,,,
6,6,7,19,-1,0,,,,,
7,7,8,18,-1,0,,,,,
8,8,9,25,-1,0,,,,,
9,9,10,22,-1,0,,,,,
10,10,14,27,-1,0,,,,,
11,11,15,30,-1,0,,,,,
12,12,15,32,-1,0,,,,,
13,13,15,31,-1,0,,,,,
14,14,17,30,-1,0,,,,,
15,15,22,38,-1,0,,,,,
16,16,22,35,-1,0,,,,,
17,17,22,37,-1,0,,,,,
18,18,23,34,-1,0,,,,,
19,19,24,41,-1,0,,,,,
20,20,24,41,-1,0,,,,,
21,21,24,38,-1,0,,,,,
22,22,25,37,-1,0,,,,,
23,23,26,32,-1,0,,,,,
24,24,27,41,-1,0,,,,,
25,25,27,41,-1,0,,,,,
26,26,28,37,-1,0,,,,,
27,27,30,44,-1,0,,,,,
28,28,30,51,-1,0,,,,,
29,29,30,47,-1,0,,,,,
30,30,30,45,-1,0,,,,,
31,31,31,48,-1,0,,,,,
32,32,34,50,-1,0,,,,,
33,33,36,49,1,1,2.0,78.0,36.0,36.0,4.0
34,34,36,49,-1,0,,,,,
35,35,36,51,-1,0,,,,,
36,36,37,47,-1,0,,,,,
37,37,39,50,-1,0,,,,,
38,38,40,50,-1,0,,,,,
39,39,40,64,-1,0,,,,,
40,40,42,59,-1,0,,,,,
41,41,45,59,1,1,2.0,30.0,45.0,45.0,0.0
42,42,45,56,-1,0,,,,,
43,43,48,54,1,1,2.0,19.0,48.0,48.0,2.0
44,44,51,66,-1,0,,,,,
45,45,51,64,-1,0,,,,,
46,46,51,71,-1,0,,,,,
47,47,53,67,-1,0,,,,,
48,48,56,66,-1,0,,,,,
49,49,56,71,-1,0,,,,,
50,50,58,66,1,1,2.0,38.0,58.0,58.0,1.0
51,51,58,72,-1,0,,,,,
52,52,59,76,-1,0,,,,,
53,53,59,72,-1,0,,,,,
54,54,59,73,-1,0,,,,,
55,55,60,79,-1,0,,,,,
56,56,61,77,-1,0,,,,,
57,57,63,77,-1,0,,,,,
58,58,64,73,-1,0,,,,,
59,59,65,81,-1,0,,,,,
60,60,65,78,-1,0,,,,,
61,61,67,84,-1,0,,,,,
62,62,69,84,-1,0,,,,,
63,63,70,83,-1,0,,,,,
64,64,70,85,-1,0,,,,,
65,65,71,81,-1,0,,,,,
66,66,71,84,-1,0,,,,,
67,67,73,92,1,1,2.0,98.0,73.0,73.0,2.0
68,68,73,87,-1,0,,,,,
69,69,78,92,-1,0,,,,,
70,70,79,91,-1,0,,,,,
71,71,79,94,-1,0,,,,,
72,72,79,90,-1,0,,,,,
73,73,83,103,-1,0,,,,,
74,74,83,95,-1,0,,,,,
