,req_index,order_time,desired_time,admit_outcome,toa_current_inv,commit_outcome,realized_cycle_duration,commit_time,finish_time,commit_item
75,75,85,100,-1,0,,,,,
76,76,86,102,-1,0,,,,,
77,77,87,103,-1,0,,,,,
78,78,89,105,-1,0,,,,,
79,79,90,105,-1,0,,,,,
80,80,90,100,-1,0,,,,,
81,81,91,106,-1,0,,,,,
82,82,92,112,-1,0,,,,,
83,83,93,104,-1,0,,,,,
84,84,93,110,-1,0,,,,,
85,85,94,107,-1,0,,,,,
86,86,94,108,-1,0,,,,,
87,87,95,108,-1,0,,,,,
88,88,95,110,-1,0,,,,,
89,89,99,113,-1,0,,,,,
90,90,99,112,-1,0,,,,,
91,91,99,113,-1,0,,,,,
92,92,100,116,-1,0,,,,,
93,93,100,116,-1,0,,,,,
94,94,101,114,-1,0,,,,,
95,95,102,112,-1,0,,,,,
96,96,103,116,-1,0,,,,,
97,97,103,115,-1,0,,,,,
98,98,106,121,1,1,2.0,48.0,106.0,106.0,0.0
99,99,106,125,-1,0,,,,,
100,100,107,117,-1,0,,,,,
101,101,107,116,-1,0,,,,,
102,102,108,118,-1,0,,,,,
103,103,109,122,-1,0,,,,,
104,104,110,119,-1,0,,,,,
105,105,110,120,-1,0,,,,,
106,106,110,125,-1,0,,,,,
107,107,114,129,-1,0,,,,,
108,108,114,127,-1,0,,,,,
109,109,114,129,-1,0,,,,,
110,110,115,125,-1,0,,,,,
111,111,117,132,-1,0,,,,,
112,112,119,140,-1,0,,,,,
113,113,119,137,-1,0,,,,,
114,114,119,137,-1,0,,,,,
115,115,119,131,-1,0,,,,,
116,116,121,145,-1,0,,,,,
117,117,121,134,-1,0,,,,,
118,118,122,133,-1,0,,,,,
119,119,123,133,-1,0,,,,,
120,120,123,137,-1,0,,,,,
121,121,126,140,-1,0,,,,,
122,122,127,135,1,1,2.0,70.0,127.0,127.0,1.0
123,123,128,143,-1,0,,,,,
124,124,128,138,-1,0,,,,,
125,125,133,144,-1,0,,,,,
126,126,136,148,-1,0,,,,,
127,127,136,151,-1,0,,,,,
128,128,138,154,-1,0,,,,,
129,129,138,154,-1,0,,,,,
130,130,139,154,-1,0,,,,,
131,131,139,152,-1,0,,,,,
132,132,140,154,-1,0,,,,,
133,133,140,155,-1,0,,,,,
134,134,140,153,-1,0,,,,,
135,135,144,161,-1,0,,,,,
136,136,146,163,-1,0,,,,,
137,137,146,158,-1,0,,,,,
138,138,147,158,-1,0,,,,,
139,139,147,162,-1,0,,,,,
140,140,148,159,-1,0,,,,,
141,141,148,168,-1,0,,,,,
142,142,148,170,-1,0,,,,,
143,143,149,157,-1,0,,,,,
144,144,150,160,-1,0,,,,,
145,145,151,168,-1,0,,,,,
146,146,151,160,-1,0,,,,,
147,147,152,162,-1,0,,,,,
148,148,156,170,-1,0,,,,,
149,149,157,168,-1,0,,,,,
150,150,158,171,-1,0,,,,,
151,151,161,174,-1,0,,,,,
152,152,162,171,-1,0,,,,,
153,153,164,176,-1,0,,,,,
154,154,165,180,-1,0,,,,,
155,155,165,179,-1,0,,,,,
156,157,168,181,-1,0,,,,,
157,159,169,180,-1,0,,,,,
158,165,174,181,-1,0,,,,,
