,req_index,order_time,desired_time,admit_outcome,predict_with_uncmtd,toa_current_inv,toa_future_exp_return,toa_uncmtd_cnt,toa_occupied_by_pred_same_period,toa_inv_ref,commit_outcome,realized_cycle_duration,commit_time,finish_time,commit_item,fail_time
0,0,0,15,1,1,5,0,0,0,5,2.0,20.0,14.0,14.0,2.0,
1,1,1,13,1,1,5,0,0,0,5,2.0,68.0,12.0,12.0,1.0,
2,2,1,8,1,1,5,0,0,0,5,2.0,34.0,7.0,7.0,0.0,
3,3,5,15,1,1,5,0,2,0,3,2.0,32.0,14.0,14.0,3.0,
4,4,7,20,1,1,5,0,4,0,1,-2.0,57.0,,,,20.0
5,5,7,17,1,1,5,0,4,0,1,2.0,39.0,16.0,16.0,4.0,
6,6,8,19,-1,1,4,0,4,0,0,,,,,,
7,7,9,25,-1,1,4,0,5,0,-1,,,,,,
8,8,10,24,-1,1,4,0,5,0,-1,,,,,,
9,9,10,20,-1,1,4,0,4,0,0,,,,,,
10,10,11,22,-1,1,4,0,5,0,-1,,,,,,
11,11,12,31,-1,1,4,0,5,0,-1,,,,,,
12,12,12,19,-1,1,4,0,4,0,0,,,,,,
13,13,13,28,-1,1,3,0,4,0,-1,,,,,,
14,14,13,28,-1,1,3,0,4,0,-1,,,,,,
15,15,13,28,-1,1,3,0,4,0,-1,,,,,,
16,16,13,28,-1,1,3,0,4,0,-1,,,,,,
17,17,14,31,-1,1,3,0,4,0,-1,,,,,,
18,18,14,31,-1,1,3,0,4,0,-1,,,,,,
19,19,15,30,-1,1,1,0,2,0,-1,,,,,,
20,20,18,29,-1,1,0,0,1,0,-1,,,,,,
21,21,18,34,-1,1,0,0,1,0,-1,,,,,,
22,22,18,30,-1,1,0,0,1,0,-1,,,,,,
23,23,18,35,-1,1,0,0,1,0,-1,,,,,,
24,24,19,33,-1,1,0,0,1,0,-1,,,,,,
25,25,19,29,-1,1,0,0,1,0,-1,,,,,,
26,26,21,39,-1,1,0,0,0,0,0,,,,,,
27,27,21,35,-1,1,0,0,0,0,0,,,,,,
28,28,22,41,-1,1,0,0,0,0,0,,,,,,
29,29,24,33,-1,1,0,0,0,0,0,,,,,,
30,30,24,34,-1,1,0,0,0,0,0,,,,,,
31,31,24,40,-1,1,0,0,0,0,0,,,,,,
32,32,26,35,-1,1,0,0,0,0,0,,,,,,
33,33,26,40,-1,1,0,0,0,0,0,,,,,,
34,34,27,44,-1,1,0,0,0,0,0,,,,,,
35,35,27,40,-1,1,0,0,0,0,0,,,,,,
36,36,27,38,-1,1,0,0,0,0,0,,,,,,
37,37,28,45,-1,1,0,0,0,0,0,,,,,,
38,38,29,39,-1,1,0,0,0,0,0,,,,,,
39,39,30,42,-1,1,0,0,0,0,0,,,,,,
40,40,31,42,-1,1,0,0,0,0,0,,,,,,
41,41,31,45,-1,1,0,0,0,0,0,,,,,,
42,42,32,44,-1,1,0,0,0,0,0,,,,,,
43,43,32,50,1,1,0,1,0,0,1,2.0,31.0,49.0,49.0,0.0,
44,44,33,50,1,1,0,1,0,0,1,2.0,27.0,49.0,49.0,2.0,
45,45,34,50,1,1,0,1,0,0,1,-2.0,30.0,,,,50.0
46,46,34,45,-1,1,0,0,0,0,0,,,,,,
47,47,36,51,-1,1,1,2,3,0,0,,,,,,
48,48,37,54,1,1,1,3,3,0,1,-2.0,36.0,,,,54.0
49,49,38,57,1,1,1,4,4,0,1,2.0,61.0,56.0,56.0,3.0,
50,50,38,53,1,1,1,3,3,0,1,-2.0,48.0,,,,53.0
51,51,39,51,-1,1,1,2,3,0,0,,,,,,
52,52,41,53,1,1,1,3,3,0,1,-2.0,115.0,,,,53.0
53,53,41,56,-1,1,1,4,6,0,-1,,,,,,
54,54,43,59,-1,1,2,3,7,0,-2,,,,,,
55,55,43,55,-1,1,2,3,6,0,-1,,,,,,
56,56,45,60,-1,1,2,3,7,0,-2,,,,,,
57,57,46,60,-1,1,2,3,7,0,-2,,,,,,
58,58,46,63,-1,1,2,3,7,0,-2,,,,,,
59,59,46,61,-1,1,2,3,7,0,-2,,,,,,
60,60,46,64,-1,1,2,3,7,0,-2,,,,,,
61,61,46,56,-1,1,2,3,6,0,-1,,,,,,
62,62,47,64,-1,1,3,2,7,0,-2,,,,,,
63,63,48,67,-1,1,3,2,7,0,-2,,,,,,
64,64,49,64,-1,1,3,2,7,0,-2,,,,,,
65,65,50,56,-1,1,1,2,4,0,-1,,,,,,
66,66,50,58,-1,1,1,2,5,0,-2,,,,,,
67,67,51,64,-1,1,1,2,4,0,-1,,,,,,
68,68,51,65,-1,1,1,2,4,0,-1,,,,,,
69,69,51,65,-1,1,1,2,4,0,-1,,,,,,
70,70,53,68,-1,1,1,2,4,0,-1,,,,,,
71,71,54,70,1,1,1,2,2,0,1,-2.0,44.0,,,,70.0
72,72,57,74,1,1,1,1,1,0,1,-2.0,31.0,,,,74.0
73,73,58,71,1,1,1,1,1,0,1,-2.0,57.0,,,,71.0
74,74,58,73,-1,1,1,1,2,0,0,,,,,,
75,75,59,72,-1,1,1,1,2,0,0,,,,,,
76,76,61,77,-1,1,1,1,3,0,-1,,,,,,
77,77,61,75,-1,1,1,1,3,0,-1,,,,,,
78,78,63,78,-1,1,1,1,3,0,-1,,,,,,
79,79,64,77,-1,1,1,1,3,0,-1,,,,,,
80,80,65,80,-1,1,1,1,3,0,-1,,,,,,
81,81,68,86,-1,1,1,1,3,0,-1,,,,,,
82,82,68,83,-1,1,1,1,3,0,-1,,,,,,
83,83,71,81,-1,1,1,1,2,0,0,,,,,,
84,84,72,82,1,1,1,1,1,0,1,2.0,17.0,81.0,81.0,0.0,
85,85,73,88,1,1,1,3,2,0,2,2.0,48.0,87.0,87.0,1.0,
86,86,73,86,-1,1,1,1,2,0,0,,,,,,
87,87,73,85,-1,1,1,1,2,0,0,,,,,,
88,88,74,92,1,1,1,3,3,0,1,-2.0,99.0,,,,92.0
89,89,74,92,-1,1,1,3,3,1,0,,,,,,
90,90,77,94,1,1,2,2,3,0,1,-2.0,43.0,,,,94.0
91,91,77,90,1,1,2,2,2,0,2,-2.0,30.0,,,,90.0
92,92,78,93,-1,1,2,2,4,0,0,,,,,,
93,93,79,94,-1,1,2,2,4,0,0,,,,,,
94,94,82,94,-1,1,3,0,3,0,0,,,,,,
95,95,84,99,-1,1,3,1,4,0,0,,,,,,
96,96,84,107,-1,1,3,1,4,0,0,,,,,,
97,97,84,93,-1,1,3,0,3,0,0,,,,,,
98,98,85,97,-1,1,3,1,4,0,0,,,,,,
99,99,86,99,-1,1,3,1,4,0,0,,,,,,
100,100,86,103,-1,1,3,1,4,0,0,,,,,,
101,101,87,100,-1,1,3,1,4,0,0,,,,,,
102,102,89,98,-1,1,2,1,3,0,0,,,,,,
103,103,90,102,-1,1,2,1,3,0,0,,,,,,
104,104,91,108,1,1,2,1,2,0,1,-2.0,16.0,,,,108.0
105,105,92,108,1,1,2,1,2,0,1,-2.0,80.0,,,,108.0
106,106,93,105,1,1,2,1,1,0,2,-2.0,81.0,,,,105.0
107,107,94,110,-1,1,2,1,4,0,-1,,,,,,
108,108,94,106,1,1,2,1,2,0,1,-2.0,22.0,,,,106.0
109,109,97,108,1,1,2,1,2,0,1,-2.0,24.0,,,,108.0
110,110,98,119,-1,1,2,1,5,0,-2,,,,,,
111,111,98,110,-1,1,2,1,5,0,-2,,,,,,
112,112,98,113,-1,1,2,1,5,0,-2,,,,,,
113,113,99,118,-1,1,3,1,5,0,-1,,,,,,
114,114,99,114,-1,1,3,1,5,0,-1,,,,,,
115,115,100,113,-1,1,3,1,5,0,-1,,,,,,
116,116,103,116,-1,1,3,1,5,0,-1,,,,,,
117,117,103,112,-1,1,3,1,5,0,-1,,,,,,
118,118,107,117,1,1,3,1,3,0,1,-2.0,29.0,,,,117.0
119,119,108,122,-1,1,3,1,4,0,0,,,,,,
120,120,108,127,1,1,3,2,4,0,1,-2.0,29.0,,,,127.0
121,121,111,123,1,1,3,1,1,0,3,2.0,88.0,122.0,122.0,0.0,
122,122,113,131,1,1,3,2,3,0,2,-2.0,34.0,,,,131.0
123,123,114,131,1,1,3,2,3,0,2,-2.0,34.0,,,,131.0
124,124,115,126,1,1,3,2,2,0,3,-2.0,56.0,,,,126.0
125,125,116,128,1,1,3,2,4,0,1,-2.0,77.0,,,,128.0
126,126,119,132,-1,1,4,1,6,0,-1,,,,,,
127,127,119,136,-1,1,4,1,6,0,-1,,,,,,
128,128,122,137,-1,1,4,1,6,0,-1,,,,,,
129,129,126,143,-1,1,3,1,5,0,-1,,,,,,
130,130,127,141,-1,1,3,1,4,0,0,,,,,,
131,131,128,143,1,1,3,1,3,0,1,2.0,54.0,142.0,142.0,1.0,
132,132,130,144,1,1,3,1,3,0,1,-2.0,53.0,,,,144.0
133,133,133,145,1,1,3,1,2,0,2,-2.0,84.0,,,,145.0
134,134,133,148,1,1,3,1,3,0,1,-2.0,28.0,,,,148.0
135,135,134,149,-1,1,3,1,4,0,0,,,,,,
136,136,135,153,-1,1,3,1,4,0,0,,,,,,
137,137,136,155,-1,1,4,0,4,0,0,,,,,,
138,138,137,152,-1,1,4,0,4,0,0,,,,,,
