,req_index,order_time,desired_time,admit_outcome,predict_with_uncmtd,toa_current_inv,toa_future_exp_return,toa_uncmtd_cnt,toa_occupied_by_pred_same_period,toa_inv_ref,commit_outcome,realized_cycle_duration,commit_time,finish_time,commit_item,fail_time
0,0,1,14,1,1,5,0,0,0,5,2.0,12.0,13.0,13.0,0.0,
1,1,4,17,1,1,5,0,1,0,4,2.0,23.0,16.0,16.0,2.0,
2,2,5,19,1,1,5,0,2,0,3,2.0,23.0,18.0,18.0,3.0,
3,3,6,20,1,1,5,0,3,0,2,-2.0,21.0,,,,20.0
4,4,7,16,1,1,5,0,1,0,4,2.0,27.0,15.0,15.0,1.0,
5,5,8,19,1,1,5,0,3,0,2,2.0,24.0,18.0,18.0,4.0,
6,6,9,23,-1,1,5,0,6,0,-1,,,,,,
7,7,10,26,-1,1,5,0,6,0,-1,,,,,,
8,8,11,27,-1,1,5,0,6,0,-1,,,,,,
9,9,12,28,-1,1,5,0,6,0,-1,,,,,,
10,10,13,27,-1,1,5,0,6,0,-1,,,,,,
11,11,14,34,-1,1,4,0,5,0,-1,,,,,,
12,12,16,29,-1,1,3,0,4,0,-1,,,,,,
13,13,16,30,-1,1,3,0,4,0,-1,,,,,,
14,14,18,34,-1,1,2,0,3,0,-1,,,,,,
15,15,18,35,-1,1,2,0,3,0,-1,,,,,,
16,16,18,31,-1,1,2,0,3,0,-1,,,,,,
17,17,19,36,-1,1,0,0,1,0,-1,,,,,,
18,18,19,32,-1,1,0,0,1,0,-1,,,,,,
19,19,22,38,-1,1,0,0,0,0,0,,,,,,
20,20,22,29,-1,1,0,0,0,0,0,,,,,,
21,21,25,33,-1,1,0,0,0,0,0,,,,,,
22,22,26,45,1,1,1,0,0,0,1,2.0,104.0,44.0,44.0,0.0,
23,23,28,38,1,1,1,0,0,0,1,-2.0,39.0,,,,38.0
24,24,30,45,-1,1,1,0,1,0,0,,,,,,
25,25,31,43,-1,1,1,0,1,0,0,,,,,,
26,26,32,43,-1,1,1,0,1,0,0,,,,,,
27,27,35,48,-1,1,1,0,2,0,-1,,,,,,
28,28,36,55,1,1,1,2,2,0,1,-2.0,78.0,,,,55.0
29,29,37,51,-1,1,1,0,2,0,-1,,,,,,
30,30,38,57,1,1,1,4,3,0,2,-2.0,30.0,,,,57.0
31,31,40,56,1,1,2,1,2,0,1,-2.0,67.0,,,,56.0
32,32,40,54,1,1,2,1,1,0,2,2.0,66.0,53.0,53.0,3.0,
33,33,41,55,1,1,2,1,2,0,1,-2.0,23.0,,,,55.0
34,34,41,52,1,1,2,0,1,0,1,2.0,28.0,51.0,51.0,2.0,
35,35,42,48,1,1,3,0,1,0,2,2.0,63.0,47.0,47.0,1.0,
36,36,43,56,-1,1,5,0,6,0,-1,,,,,,
37,37,43,57,-1,1,5,0,7,0,-2,,,,,,
38,38,45,63,-1,1,4,0,7,0,-3,,,,,,
39,39,45,60,-1,1,4,0,7,0,-3,,,,,,
40,40,45,62,-1,1,4,0,7,0,-3,,,,,,
41,41,46,65,-1,1,4,0,7,0,-3,,,,,,
42,42,46,65,-1,1,4,0,7,0,-3,,,,,,
43,43,47,64,-1,1,4,0,7,0,-3,,,,,,
44,44,48,58,-1,1,3,0,6,0,-3,,,,,,
45,45,49,62,-1,1,3,0,6,0,-3,,,,,,
46,46,49,60,-1,1,3,0,6,0,-3,,,,,,
47,47,50,68,-1,1,3,0,6,0,-3,,,,,,
48,48,50,67,-1,1,3,0,6,0,-3,,,,,,
49,49,50,63,-1,1,3,0,6,0,-3,,,,,,
50,50,51,65,-1,1,3,0,6,0,-3,,,,,,
51,51,54,71,-1,1,1,0,4,0,-3,,,,,,
52,52,55,72,-1,1,1,0,4,0,-3,,,,,,
53,53,55,66,-1,1,1,0,4,0,-3,,,,,,
