,req_index,order_time,desired_time,admit_outcome,predict_with_uncmtd,toa_current_inv,toa_future_exp_return,toa_uncmtd_cnt,toa_occupied_by_pred_same_period,toa_inv_ref,commit_outcome,realized_cycle_duration,commit_time,finish_time,commit_item,fail_time
0,0,0,16,1,1,5,0,0,0,5,2.0,30.0,15.0,15.0,1.0,
1,1,4,15,1,1,5,0,0,0,5,2.0,49.0,14.0,14.0,0.0,
2,2,5,19,1,1,5,0,2,0,3,2.0,30.0,18.0,18.0,3.0,
3,3,5,19,1,1,5,0,2,1,2,2.0,32.0,18.0,18.0,4.0,
4,4,6,20,1,1,5,0,4,0,1,-2.0,25.0,,,,20.0
5,5,7,24,-1,1,5,0,5,0,0,,,,,,
6,6,9,20,1,1,5,0,4,0,1,-2.0,44.0,,,,20.0
7,7,9,16,1,1,5,0,1,0,4,2.0,31.0,15.0,15.0,2.0,
8,8,11,28,-1,1,5,0,7,0,-2,,,,,,
9,9,13,29,-1,1,5,0,7,0,-2,,,,,,
10,10,14,28,-1,1,5,0,7,0,-2,,,,,,
11,11,14,27,-1,1,5,0,7,0,-2,,,,,,
12,12,19,29,-1,1,0,0,2,0,-2,,,,,,
13,13,20,33,-1,1,0,0,2,0,-2,,,,,,
14,14,20,30,-1,1,0,0,2,0,-2,,,,,,
15,15,20,36,-1,1,0,0,2,0,-2,,,,,,
16,16,21,30,-1,1,0,0,0,0,0,,,,,,
17,17,22,33,-1,1,0,0,0,0,0,,,,,,
18,18,22,37,-1,1,0,0,0,0,0,,,,,,
19,19,22,34,-1,1,0,0,0,0,0,,,,,,
20,20,23,38,-1,1,0,0,0,0,0,,,,,,
21,21,25,42,-1,1,0,0,0,0,0,,,,,,
22,22,26,39,-1,1,0,0,0,0,0,,,,,,
23,23,26,36,-1,1,0,0,0,0,0,,,,,,
24,24,27,44,-1,1,0,0,0,0,0,,,,,,
25,25,28,45,-1,1,0,0,0,0,0,,,,,,
26,26,29,42,-1,1,0,0,0,0,0,,,,,,
27,27,29,47,-1,1,0,0,0,0,0,,,,,,
28,28,30,43,-1,1,0,0,0,0,0,,,,,,
29,29,30,42,-1,1,0,0,0,0,0,,,,,,
30,30,30,47,-1,1,0,0,0,0,0,,,,,,
31,31,31,47,-1,1,0,0,0,0,0,,,,,,
32,32,31,45,-1,1,0,0,0,0,0,,,,,,
33,33,32,47,-1,1,0,0,0,0,0,,,,,,
34,34,35,46,-1,1,0,0,0,0,0,,,,,,
35,35,36,54,1,1,0,3,0,0,3,2.0,69.0,53.0,53.0,2.0,
36,36,38,58,1,1,0,5,1,0,4,-2.0,25.0,,,,58.0
37,37,38,50,-1,1,0,0,0,0,0,,,,,,
38,38,41,59,1,1,0,5,2,0,3,-2.0,54.0,,,,59.0
39,39,42,54,1,1,0,3,0,0,3,2.0,66.0,53.0,53.0,3.0,
40,40,42,50,-1,1,0,0,0,0,0,,,,,,
41,41,43,52,-1,1,0,0,0,0,0,,,,,,
42,42,44,55,1,1,0,3,2,0,1,2.0,10.0,54.0,54.0,4.0,
43,43,44,53,1,1,0,1,0,0,1,2.0,64.0,52.0,52.0,1.0,
44,44,45,57,1,1,0,5,4,0,1,-2.0,103.0,,,,57.0
45,45,46,64,-1,1,1,4,7,0,-2,,,,,,
46,46,47,61,-1,1,2,3,7,0,-2,,,,,,
47,47,47,57,1,1,2,3,4,0,1,-2.0,41.0,,,,57.0
48,48,48,65,-1,1,2,3,8,0,-3,,,,,,
49,49,50,63,-1,1,3,2,8,0,-3,,,,,,
50,50,51,59,-1,1,4,1,7,0,-2,,,,,,
51,51,53,70,-1,1,3,1,7,0,-3,,,,,,
52,52,53,65,-1,1,3,1,7,0,-3,,,,,,
53,53,55,71,-1,1,0,1,4,0,-3,,,,,,
54,54,56,69,-1,1,0,1,4,0,-3,,,,,,
55,55,56,73,-1,1,0,1,4,0,-3,,,,,,
56,56,56,73,-1,1,0,1,4,0,-3,,,,,,
