,req_index,order_time,desired_time,admit_outcome,toa_current_inv,commit_outcome,realized_cycle_duration,commit_time,finish_time,commit_item
0,0,2,16,1,5,2.0,42.0,2.0,2.0,0.0
1,1,3,17,1,4,2.0,25.0,3.0,3.0,1.0
2,2,4,22,1,3,2.0,56.0,4.0,4.0,2.0
3,3,6,19,1,2,2.0,67.0,6.0,6.0,3.0
4,4,7,24,1,1,2.0,26.0,7.0,7.0,4.0
5,5,10,20,-1,0,,,,,
6,6,10,20,-1,0,,,,,
7,7,10,27,-1,0,,,,,
8,8,10,28,-1,0,,,,,
9,9,11,24,-1,0,,,,,
10,10,12,22,-1,0,,,,,
11,11,13,30,-1,0,,,,,
12,12,13,23,-1,0,,,,,
13,13,15,25,-1,0,,,,,
14,14,17,30,-1,0,,,,,
15,15,18,26,-1,0,,,,,
16,16,20,30,-1,0,,,,,
17,17,20,28,-1,0,,,,,
18,18,21,34,-1,0,,,,,
19,19,22,36,-1,0,,,,,
20,20,23,33,-1,0,,,,,
21,21,23,34,-1,0,,,,,
22,22,23,39,-1,0,,,,,
23,23,23,34,-1,0,,,,,
24,24,24,37,-1,0,,,,,
25,25,24,37,-1,0,,,,,
26,26,26,38,-1,0,,,,,
27,27,26,38,-1,0,,,,,
28,28,27,38,-1,0,,,,,
29,29,27,42,-1,0,,,,,
30,30,30,44,-1,0,,,,,
31,31,31,42,-1,0,,,,,
32,32,31,52,-1,0,,,,,
33,33,32,43,-1,0,,,,,
34,34,33,50,-1,0,,,,,
35,35,35,50,-1,0,,,,,
36,36,35,47,-1,0,,,,,
37,37,38,54,-1,0,,,,,
38,38,38,47,-1,0,,,,,
39,39,39,53,-1,0,,,,,
40,40,42,56,1,1,2.0,26.0,42.0,42.0,1.0
41,41,44,59,-1,0,,,,,
42,42,49,59,-1,0,,,,,
43,43,49,68,-1,0,,,,,
44,44,49,69,-1,0,,,,,
45,45,51,65,1,1,2.0,100.0,51.0,51.0,4.0
46,46,52,67,-1,0,,,,,
47,47,52,66,-1,0,,,,,
48,48,53,67,-1,0,,,,,
49,49,53,66,-1,0,,,,,
50,50,55,71,-1,0,,,,,
51,51,55,66,-1,0,,,,,
52,52,56,76,-1,0,,,,,
53,53,56,73,-1,0,,,,,
54,54,56,66,-1,0,,,,,
55,55,56,69,-1,0,,,,,
56,56,56,66,-1,0,,,,,
57,57,57,70,-1,0,,,,,
58,58,58,74,-1,0,,,,,
59,59,61,74,-1,0,,,,,
60,60,61,72,-1,0,,,,,
61,61,63,79,-1,0,,,,,
62,62,63,77,-1,0,,,,,
63,63,63,73,-1,0,,,,,
64,64,63,76,-1,0,,,,,
65,65,64,75,-1,0,,,,,
66,66,64,79,-1,0,,,,,
67,67,65,84,-1,0,,,,,
