,req_index,order_time,desired_time,admit_outcome,toa_current_inv,commit_outcome,realized_cycle_duration,commit_time,finish_time,commit_item
0,0,1,13,1,5,2.0,69.0,1.0,1.0,0.0
1,1,1,14,1,4,2.0,49.0,1.0,1.0,1.0
2,2,1,15,1,3,2.0,65.0,1.0,1.0,2.0
3,3,2,13,1,2,2.0,32.0,2.0,2.0,3.0
4,4,4,20,1,1,2.0,24.0,4.0,4.0,4.0
5,5,4,19,-1,0,,,,,
6,6,6,22,-1,0,,,,,
7,7,7,18,-1,0,,,,,
8,8,7,19,-1,0,,,,,
9,9,8,23,-1,0,,,,,
10,10,14,27,-1,0,,,,,
11,11,14,34,-1,0,,,,,
12,12,14,30,-1,0,,,,,
13,13,16,27,-1,0,,,,,
14,14,16,26,-1,0,,,,,
15,15,16,29,-1,0,,,,,
16,16,16,33,-1,0,,,,,
17,17,19,34,-1,0,,,,,
18,18,20,31,-1,0,,,,,
19,19,22,30,-1,0,,,,,
20,20,22,36,-1,0,,,,,
21,21,22,41,-1,0,,,,,
22,22,24,39,-1,0,,,,,
23,23,32,52,-1,0,,,,,
24,24,32,46,-1,0,,,,,
25,25,34,56,-1,0,,,,,
26,26,35,49,-1,0,,,,,
27,27,36,53,-1,0,,,,,
28,28,36,48,-1,0,,,,,
29,29,37,46,-1,0,,,,,
30,30,37,53,-1,0,,,,,
31,31,37,47,-1,0,,,,,
32,32,40,57,-1,0,,,,,
33,33,40,59,-1,0,,,,,
34,34,42,55,-1,0,,,,,
35,35,45,57,1,2,2.0,17.0,45.0,45.0,3.0
36,36,45,60,1,1,2.0,10.0,45.0,45.0,4.0
37,37,46,62,-1,0,,,,,
38,38,47,56,-1,0,,,,,
39,39,48,63,-1,0,,,,,
40,40,49,60,-1,0,,,,,
41,41,49,59,-1,0,,,,,
42,42,49,61,-1,0,,,,,
43,43,50,63,-1,0,,,,,
44,44,52,65,-1,0,,,,,
45,45,53,69,-1,0,,,,,
46,46,54,68,-1,0,,,,,
47,47,55,68,-1,0,,,,,
48,48,55,69,-1,0,,,,,
49,49,55,69,-1,0,,,,,
50,50,55,72,-1,0,,,,,
51,51,56,69,-1,0,,,,,
52,52,56,73,-1,0,,,,,
53,53,57,72,-1,0,,,,,
54,54,58,76,-1,0,,,,,
55,55,61,74,-1,0,,,,,
56,56,61,72,-1,0,,,,,
57,57,61,71,-1,0,,,,,
58,58,63,77,1,1,2.0,22.0,63.0,63.0,1.0
59,59,65,86,-1,0,,,,,
60,60,65,77,-1,0,,,,,
61,61,67,80,-1,0,,,,,
62,62,67,84,-1,0,,,,,
63,63,68,81,-1,0,,,,,
64,64,69,87,-1,0,,,,,
65,65,69,77,-1,0,,,,,
66,66,70,88,1,1,2.0,43.0,70.0,70.0,4.0
67,67,71,83,-1,0,,,,,
68,68,71,92,-1,0,,,,,
69,69,73,89,-1,0,,,,,
70,70,74,91,1,1,2.0,63.0,74.0,74.0,3.0
71,71,75,89,-1,0,,,,,
72,72,75,87,-1,0,,,,,
73,73,76,88,-1,0,,,,,
74,74,78,96,-1,0,,,,,
75,75,78,91,-1,0,,,,,
76,76,81,87,1,1,2.0,36.0,81.0,81.0,2.0
77,77,84,99,-1,0,,,,,
78,78,85,100,-1,0,,,,,
79,79,85,100,-1,0,,,,,
80,80,85,95,-1,0,,,,,
81,81,86,97,-1,0,,,,,
82,82,89,105,-1,0,,,,,
83,83,91,106,-1,0,,,,,
84,84,91,107,-1,0,,,,,
85,85,92,101,-1,0,,,,,
86,86,93,107,-1,0,,,,,
87,87,95,107,-1,0,,,,,
88,88,95,106,-1,0,,,,,
89,89,95,105,-1,0,,,,,
