,rseed,num_req,adm_rate,succ_order_rate,service_rate
FOFS-IT0-current,7,164,7.9268,100.0,7.9268
EDD-1-IT0-current,7,164,29.878,28.5714,8.5366
EDD-2-IT0-current,7,164,26.8293,31.8182,8.5366
EDD-3-IT0-current,7,164,24.3902,35.0,8.5366
EDD-4-IT0-current,7,164,25.0,36.5854,9.1463
EDD-5-IT0-current,7,164,25.6098,35.7143,9.1463
EDD-6-IT0-current,7,164,23.1707,39.4737,9.1463
FOFS-ITInf-current,7,164,100.0,10.3659,10.3659
EDD-1-ITInf-current,7,164,100.0,9.7561,9.7561
EDD-2-ITInf-current,7,164,100.0,9.7561,9.7561
EDD-3-ITInf-current,7,164,100.0,9.7561,9.7561
EDD-4-ITInf-current,7,164,100.0,9.7561,9.7561
EDD-5-ITInf-current,7,164,100.0,9.7561,9.7561
EDD-6-ITInf-current,7,164,100.0,9.7561,9.7561
FOFS-IT0-future,7,164,87.8049,11.8056,10.3659
EDD-1-IT0-future,7,164,87.1951,13.2867,11.5854
EDD-2-IT0-future,7,164,88.4146,12.4138,10.9756
EDD-3-IT0-future,7,164,88.4146,11.0345,9.7561
EDD-4-IT0-future,7,164,89.0244,12.3288,10.9756
EDD-5-IT0-future,7,164,89.6341,11.5646,10.3659
EDD-6-IT0-future,7,164,89.6341,11.5646,10.3659
FOFS-ITInf-future,7,164,100.0,10.3659,10.3659
EDD-1-ITInf-future,7,164,100.0,9.7561,9.7561
EDD-2-ITInf-future,7,164,100.0,9.7561,9.7561
EDD-3-ITInf-future,7,164,100.0,9.7561,9.7561
EDD-4-ITInf-future,7,164,100.0,9.7561,9.7561
EDD-5-ITInf-future,7,164,100.0,9.7561,9.7561
EDD-6-ITInf-future,7,164,100.0,9.7561,9.7561
FOFS-IT0-future_cstp,7,164,31.0976,35.2941,10.9756
EDD-1-IT0-future_cstp,7,164,31.0976,31.3725,9.7561
EDD-2-IT0-future_cstp,7,164,31.7073,28.8462,9.1463
EDD-3-IT0-future_cstp,7,164,31.0976,33.3333,10.3659
EDD-4-IT0-future_cstp,7,164,27.439,37.7778,10.3659
EDD-5-IT0-future_cstp,7,164,29.878,32.6531,9.7561
EDD-6-IT0-future_cstp,7,164,30.4878,28.0,8.5366
FOFS-ITInf-future_cstp,7,164,100.0,10.3659,10.3659
EDD-1-ITInf-future_cstp,7,164,100.0,9.7561,9.7561
EDD-2-ITInf-future_cstp,7,164,100.0,9.7561,9.7561
EDD-3-ITInf-future_cstp,7,164,100.0,9.7561,9.7561
EDD-4-ITInf-future_cstp,7,164,100.0,9.7561,9.7561
EDD-5-ITInf-future_cstp,7,164,100.0,9.7561,9.7561
EDD-6-ITInf-future_cstp,7,164,100.0,9.7561,9.7561
