,rseed,num_req,adm_rate,succ_order_rate,service_rate
FOFS-IT0-current,17,182,6.044,100.0,6.044
EDD-1-IT0-current,17,182,30.7692,25.0,7.6923
EDD-2-IT0-current,17,182,28.022,27.451,7.6923
EDD-3-IT0-current,17,182,25.2747,30.4348,7.6923
EDD-4-IT0-current,17,182,22.5275,31.7073,7.1429
EDD-5-IT0-current,17,182,19.2308,37.1429,7.1429
EDD-6-IT0-current,17,182,17.033,35.4839,6.044
FOFS-ITInf-current,17,182,100.0,7.6923,7.6923
EDD-1-ITInf-current,17,182,100.0,8.2418,8.2418
EDD-2-ITInf-current,17,182,100.0,8.2418,8.2418
EDD-3-ITInf-current,17,182,100.0,8.2418,8.2418
EDD-4-ITInf-current,17,182,100.0,8.2418,8.2418
EDD-5-ITInf-current,17,182,100.0,8.2418,8.2418
EDD-6-ITInf-current,17,182,100.0,8.2418,8.2418
FOFS-IT0-future,17,182,84.6154,9.0909,7.6923
EDD-1-IT0-future,17,182,91.7582,7.7844,7.1429
EDD-2-IT0-future,17,182,91.2088,7.8313,7.1429
EDD-3-IT0-future,17,182,90.1099,7.9268,7.1429
EDD-4-IT0-future,17,182,89.5604,7.9755,7.1429
EDD-5-IT0-future,17,182,89.5604,7.9755,7.1429
EDD-6-IT0-future,17,182,89.5604,7.9755,7.1429
FOFS-ITInf-future,17,182,100.0,7.6923,7.6923
EDD-1-ITInf-future,17,182,100.0,8.2418,8.2418
EDD-2-ITInf-future,17,182,100.0,8.2418,8.2418
EDD-3-ITInf-future,17,182,100.0,8.2418,8.2418
EDD-4-ITInf-future,17,182,100.0,8.2418,8.2418
EDD-5-ITInf-future,17,182,100.0,8.2418,8.2418
EDD-6-ITInf-future,17,182,100.0,8.2418,8.2418
FOFS-IT0-future_cstp,17,182,25.8242,27.6596,7.1429
EDD-1-IT0-future_cstp,17,182,25.2747,32.6087,8.2418
EDD-2-IT0-future_cstp,17,182,25.2747,32.6087,8.2418
EDD-3-IT0-future_cstp,17,182,26.3736,25.0,6.5934
EDD-4-IT0-future_cstp,17,182,26.3736,25.0,6.5934
EDD-5-IT0-future_cstp,17,182,26.3736,25.0,6.5934
EDD-6-IT0-future_cstp,17,182,26.3736,25.0,6.5934
FOFS-ITInf-future_cstp,17,182,100.0,7.6923,7.6923
EDD-1-ITInf-future_cstp,17,182,100.0,8.2418,8.2418
EDD-2-ITInf-future_cstp,17,182,100.0,8.2418,8.2418
EDD-3-ITInf-future_cstp,17,182,100.0,8.2418,8.2418
EDD-4-ITInf-future_cstp,17,182,100.0,8.2418,8.2418
EDD-5-ITInf-future_cstp,17,182,100.0,8.2418,8.2418
EDD-6-ITInf-future_cstp,17,182,100.0,8.2418,8.2418
