,rseed,num_req,adm_rate,succ_order_rate,service_rate
FOFS-IT0-current,14,164,7.3171,100.0,7.3171
EDD-1-IT0-current,14,164,31.7073,23.0769,7.3171
EDD-2-IT0-current,14,164,29.878,24.4898,7.3171
EDD-3-IT0-current,14,164,28.0488,26.087,7.3171
EDD-4-IT0-current,14,164,25.0,29.2683,7.3171
EDD-5-IT0-current,14,164,23.1707,31.5789,7.3171
EDD-6-IT0-current,14,164,21.9512,33.3333,7.3171
FOFS-ITInf-current,14,164,100.0,8.5366,8.5366
EDD-1-ITInf-current,14,164,100.0,9.7561,9.7561
EDD-2-ITInf-current,14,164,100.0,9.7561,9.7561
EDD-3-ITInf-current,14,164,100.0,9.7561,9.7561
EDD-4-ITInf-current,14,164,100.0,9.7561,9.7561
EDD-5-ITInf-current,14,164,100.0,9.7561,9.7561
EDD-6-ITInf-current,14,164,100.0,9.7561,9.7561
FOFS-IT0-future,14,164,88.4146,9.6552,8.5366
EDD-1-IT0-future,14,164,89.6341,10.2041,9.1463
EDD-2-IT0-future,14,164,89.0244,10.274,9.1463
EDD-3-IT0-future,14,164,89.0244,10.274,9.1463
EDD-4-IT0-future,14,164,87.8049,10.4167,9.1463
EDD-5-IT0-future,14,164,88.4146,8.2759,7.3171
EDD-6-IT0-future,14,164,89.6341,9.5238,8.5366
FOFS-ITInf-future,14,164,100.0,8.5366,8.5366
EDD-1-ITInf-future,14,164,100.0,9.7561,9.7561
EDD-2-ITInf-future,14,164,100.0,9.7561,9.7561
EDD-3-ITInf-future,14,164,100.0,9.7561,9.7561
EDD-4-ITInf-future,14,164,100.0,9.7561,9.7561
EDD-5-ITInf-future,14,164,100.0,9.7561,9.7561
EDD-6-ITInf-future,14,164,100.0,9.7561,9.7561
FOFS-IT0-future_cstp,14,164,28.6585,31.9149,9.1463
EDD-1-IT0-future_cstp,14,164,28.6585,29.7872,8.5366
EDD-2-IT0-future_cstp,14,164,27.439,31.1111,8.5366
EDD-3-IT0-future_cstp,14,164,29.2683,29.1667,8.5366
EDD-4-IT0-future_cstp,14,164,28.6585,34.0426,9.7561
EDD-5-IT0-future_cstp,14,164,29.2683,25.0,7.3171
EDD-6-IT0-future_cstp,14,164,29.2683,29.1667,8.5366
FOFS-ITInf-future_cstp,14,164,100.0,8.5366,8.5366
EDD-1-ITInf-future_cstp,14,164,100.0,9.7561,9.7561
EDD-2-ITInf-future_cstp,14,164,100.0,9.7561,9.7561
EDD-3-ITInf-future_cstp,14,164,100.0,9.7561,9.7561
EDD-4-ITInf-future_cstp,14,164,100.0,9.7561,9.7561
EDD-5-ITInf-future_cstp,14,164,100.0,9.7561,9.7561
EDD-6-ITInf-future_cstp,14,164,100.0,9.7561,9.7561
