,rseed,num_req,adm_rate,succ_order_rate,service_rate
FOFS-IT0-current,6,167,6.5868,100.0,6.5868
EDD-1-IT0-current,6,167,35.9281,21.6667,7.7844
EDD-2-IT0-current,6,167,31.1377,23.0769,7.1856
EDD-3-IT0-current,6,167,26.9461,26.6667,7.1856
EDD-4-IT0-current,6,167,24.5509,29.2683,7.1856
EDD-5-IT0-current,6,167,22.7545,31.5789,7.1856
EDD-6-IT0-current,6,167,19.7605,36.3636,7.1856
FOFS-ITInf-current,6,167,100.0,7.1856,7.1856
EDD-1-ITInf-current,6,167,100.0,7.7844,7.7844
EDD-2-ITInf-current,6,167,100.0,7.7844,7.7844
EDD-3-ITInf-current,6,167,100.0,7.7844,7.7844
EDD-4-ITInf-current,6,167,100.0,7.7844,7.7844
EDD-5-ITInf-current,6,167,100.0,7.7844,7.7844
EDD-6-ITInf-current,6,167,100.0,7.7844,7.7844
FOFS-IT0-future,6,167,77.2455,10.0775,7.7844
EDD-1-IT0-future,6,167,85.0299,9.1549,7.7844
EDD-2-IT0-future,6,167,84.4311,9.2199,7.7844
EDD-3-IT0-future,6,167,82.6347,9.4203,7.7844
EDD-4-IT0-future,6,167,82.0359,9.4891,7.7844
EDD-5-IT0-future,6,167,81.4371,9.5588,7.7844
EDD-6-IT0-future,6,167,80.2395,9.7015,7.7844
FOFS-ITInf-future,6,167,100.0,7.1856,7.1856
EDD-1-ITInf-future,6,167,100.0,7.7844,7.7844
EDD-2-ITInf-future,6,167,100.0,7.7844,7.7844
EDD-3-ITInf-future,6,167,100.0,7.7844,7.7844
EDD-4-ITInf-future,6,167,100.0,7.7844,7.7844
EDD-5-ITInf-future,6,167,100.0,7.7844,7.7844
EDD-6-ITInf-future,6,167,100.0,7.7844,7.7844
FOFS-IT0-future_cstp,6,167,26.9461,26.6667,7.1856
EDD-1-IT0-future_cstp,6,167,27.5449,26.087,7.1856
EDD-2-IT0-future_cstp,6,167,26.9461,26.6667,7.1856
EDD-3-IT0-future_cstp,6,167,26.9461,26.6667,7.1856
EDD-4-IT0-future_cstp,6,167,26.9461,26.6667,7.1856
EDD-5-IT0-future_cstp,6,167,26.9461,26.6667,7.1856
EDD-6-IT0-future_cstp,6,167,26.9461,26.6667,7.1856
FOFS-ITInf-future_cstp,6,167,100.0,7.1856,7.1856
EDD-1-ITInf-future_cstp,6,167,100.0,7.7844,7.7844
EDD-2-ITInf-future_cstp,6,167,100.0,7.7844,7.7844
EDD-3-ITInf-future_cstp,6,167,100.0,7.7844,7.7844
EDD-4-ITInf-future_cstp,6,167,100.0,7.7844,7.7844
EDD-5-ITInf-future_cstp,6,167,100.0,7.7844,7.7844
EDD-6-ITInf-future_cstp,6,167,100.0,7.7844,7.7844
