,rseed,num_req,adm_rate,succ_order_rate,service_rate
FOFS-IT0-current,5,160,9.375,100.0,9.375
EDD-1-IT0-current,5,160,30.625,24.4898,7.5
EDD-2-IT0-current,5,160,29.375,25.5319,7.5
EDD-3-IT0-current,5,160,23.125,32.4324,7.5
EDD-4-IT0-current,5,160,21.875,34.2857,7.5
EDD-5-IT0-current,5,160,23.75,34.2105,8.125
EDD-6-IT0-current,5,160,21.875,37.1429,8.125
FOFS-ITInf-current,5,160,100.0,13.125,13.125
EDD-1-ITInf-current,5,160,100.0,8.75,8.75
EDD-2-ITInf-current,5,160,100.0,8.75,8.75
EDD-3-ITInf-current,5,160,100.0,8.75,8.75
EDD-4-ITInf-current,5,160,100.0,8.75,8.75
EDD-5-ITInf-current,5,160,100.0,8.75,8.75
EDD-6-ITInf-current,5,160,100.0,8.75,8.75
FOFS-IT0-future,5,160,86.875,13.6691,11.875
EDD-1-IT0-future,5,160,93.125,8.7248,8.125
EDD-2-IT0-future,5,160,92.5,8.7838,8.125
EDD-3-IT0-future,5,160,92.5,8.7838,8.125
EDD-4-IT0-future,5,160,91.875,8.8435,8.125
EDD-5-IT0-future,5,160,91.25,8.9041,8.125
EDD-6-IT0-future,5,160,90.625,8.9655,8.125
FOFS-ITInf-future,5,160,100.0,13.125,13.125
EDD-1-ITInf-future,5,160,100.0,8.75,8.75
EDD-2-ITInf-future,5,160,100.0,8.75,8.75
EDD-3-ITInf-future,5,160,100.0,8.75,8.75
EDD-4-ITInf-future,5,160,100.0,8.75,8.75
EDD-5-ITInf-future,5,160,100.0,8.75,8.75
EDD-6-ITInf-future,5,160,100.0,8.75,8.75
FOFS-IT0-future_cstp,5,160,30.0,39.5833,11.875
EDD-1-IT0-future_cstp,5,160,32.5,25.0,8.125
EDD-2-IT0-future_cstp,5,160,33.125,22.6415,7.5
EDD-3-IT0-future_cstp,5,160,35.0,21.4286,7.5
EDD-4-IT0-future_cstp,5,160,35.0,21.4286,7.5
EDD-5-IT0-future_cstp,5,160,35.0,21.4286,7.5
EDD-6-IT0-future_cstp,5,160,34.375,23.6364,8.125
FOFS-ITInf-future_cstp,5,160,100.0,13.125,13.125
EDD-1-ITInf-future_cstp,5,160,100.0,8.75,8.75
EDD-2-ITInf-future_cstp,5,160,100.0,8.75,8.75
EDD-3-ITInf-future_cstp,5,160,100.0,8.75,8.75
EDD-4-ITInf-future_cstp,5,160,100.0,8.75,8.75
EDD-5-ITInf-future_cstp,5,160,100.0,8.75,8.75
EDD-6-ITInf-future_cstp,5,160,100.0,8.75,8.75
