,rseed,num_req,adm_rate,succ_order_rate,service_rate
FOFS-IT0-current,22,159,7.5472,100.0,7.5472
EDD-1-IT0-current,22,159,28.3019,31.1111,8.805
EDD-2-IT0-current,22,159,25.7862,34.1463,8.805
EDD-3-IT0-current,22,159,24.5283,35.8974,8.805
EDD-4-IT0-current,22,159,23.2704,37.8378,8.805
EDD-5-IT0-current,22,159,21.3836,41.1765,8.805
EDD-6-IT0-current,22,159,18.239,48.2759,8.805
FOFS-ITInf-current,22,159,100.0,8.1761,8.1761
EDD-1-ITInf-current,22,159,100.0,8.805,8.805
EDD-2-ITInf-current,22,159,100.0,8.805,8.805
EDD-3-ITInf-current,22,159,100.0,8.805,8.805
EDD-4-ITInf-current,22,159,100.0,8.805,8.805
EDD-5-ITInf-current,22,159,100.0,8.805,8.805
EDD-6-ITInf-current,22,159,100.0,8.805,8.805
FOFS-IT0-future,22,159,88.6792,10.6383,9.434
EDD-1-IT0-future,22,159,86.1635,10.9489,9.434
EDD-2-IT0-future,22,159,87.4214,10.7914,9.434
EDD-3-IT0-future,22,159,87.4214,10.7914,9.434
EDD-4-IT0-future,22,159,88.6792,10.6383,9.434
EDD-5-IT0-future,22,159,87.4214,10.0719,8.805
EDD-6-IT0-future,22,159,88.0503,10.7143,9.434
FOFS-ITInf-future,22,159,100.0,8.1761,8.1761
EDD-1-ITInf-future,22,159,100.0,8.805,8.805
EDD-2-ITInf-future,22,159,100.0,8.805,8.805
EDD-3-ITInf-future,22,159,100.0,8.805,8.805
EDD-4-ITInf-future,22,159,100.0,8.805,8.805
EDD-5-ITInf-future,22,159,100.0,8.805,8.805
EDD-6-ITInf-future,22,159,100.0,8.805,8.805
FOFS-IT0-future_cstp,22,159,32.0755,27.451,8.805
EDD-1-IT0-future_cstp,22,159,29.5597,34.0426,10.0629
EDD-2-IT0-future_cstp,22,159,32.0755,29.4118,9.434
EDD-3-IT0-future_cstp,22,159,30.8176,34.6939,10.6918
EDD-4-IT0-future_cstp,22,159,33.3333,32.0755,10.6918
EDD-5-IT0-future_cstp,22,159,35.2201,26.7857,9.434
EDD-6-IT0-future_cstp,22,159,34.5912,30.9091,10.6918
FOFS-ITInf-future_cstp,22,159,100.0,8.1761,8.1761
EDD-1-ITInf-future_cstp,22,159,100.0,8.805,8.805
EDD-2-ITInf-future_cstp,22,159,100.0,8.805,8.805
EDD-3-ITInf-future_cstp,22,159,100.0,8.805,8.805
EDD-4-ITInf-future_cstp,22,159,100.0,8.805,8.805
EDD-5-ITInf-future_cstp,22,159,100.0,8.805,8.805
EDD-6-ITInf-future_cstp,22,159,100.0,8.805,8.805
