,rseed,num_req,adm_rate,succ_order_rate,service_rate
FOFS-IT0-current,24,185,7.5676,100.0,7.5676
EDD-1-IT0-current,24,185,37.2973,21.7391,8.1081
EDD-2-IT0-current,24,185,34.5946,23.4375,8.1081
EDD-3-IT0-current,24,185,32.4324,25.0,8.1081
EDD-4-IT0-current,24,185,23.2432,37.2093,8.6486
EDD-5-IT0-current,24,185,23.7838,38.6364,9.1892
EDD-6-IT0-current,24,185,21.0811,43.5897,9.1892
FOFS-ITInf-current,24,185,100.0,8.6486,8.6486
EDD-1-ITInf-current,24,185,100.0,7.5676,7.5676
EDD-2-ITInf-current,24,185,100.0,7.5676,7.5676
EDD-3-ITInf-current,24,185,100.0,7.5676,7.5676
EDD-4-ITInf-current,24,185,100.0,7.5676,7.5676
EDD-5-ITInf-current,24,185,100.0,7.5676,7.5676
EDD-6-ITInf-current,24,185,100.0,7.5676,7.5676
FOFS-IT0-future,24,185,77.8378,10.4167,8.1081
EDD-1-IT0-future,24,185,86.4865,9.375,8.1081
EDD-2-IT0-future,24,185,84.3243,12.1795,10.2703
EDD-3-IT0-future,24,185,83.7838,12.2581,10.2703
EDD-4-IT0-future,24,185,82.7027,12.4183,10.2703
EDD-5-IT0-future,24,185,82.1622,12.5,10.2703
EDD-6-IT0-future,24,185,81.0811,12.6667,10.2703
FOFS-ITInf-future,24,185,100.0,8.6486,8.6486
EDD-1-ITInf-future,24,185,100.0,7.5676,7.5676
EDD-2-ITInf-future,24,185,100.0,7.5676,7.5676
EDD-3-ITInf-future,24,185,100.0,7.5676,7.5676
EDD-4-ITInf-future,24,185,100.0,7.5676,7.5676
EDD-5-ITInf-future,24,185,100.0,7.5676,7.5676
EDD-6-ITInf-future,24,185,100.0,7.5676,7.5676
FOFS-IT0-future_cstp,24,185,28.6486,30.1887,8.6486
EDD-1-IT0-future_cstp,24,185,30.8108,26.3158,8.1081
EDD-2-IT0-future_cstp,24,185,30.8108,26.3158,8.1081
EDD-3-IT0-future_cstp,24,185,30.8108,26.3158,8.1081
EDD-4-IT0-future_cstp,24,185,30.8108,26.3158,8.1081
EDD-5-IT0-future_cstp,24,185,30.8108,26.3158,8.1081
EDD-6-IT0-future_cstp,24,185,30.8108,26.3158,8.1081
FOFS-ITInf-future_cstp,24,185,100.0,8.6486,8.6486
EDD-1-ITInf-future_cstp,24,185,100.0,7.5676,7.5676
EDD-2-ITInf-future_cstp,24,185,100.0,7.5676,7.5676
EDD-3-ITInf-future_cstp,24,185,100.0,7.5676,7.5676
EDD-4-ITInf-future_cstp,24,185,100.0,7.5676,7.5676
EDD-5-ITInf-future_cstp,24,185,100.0,7.5676,7.5676
EDD-6-ITInf-future_cstp,24,185,100.0,7.5676,7.5676
