,rseed,num_req,adm_rate,succ_order_rate,service_rate
FOFS-IT0-current,16,168,7.7381,100.0,7.7381
EDD-1-IT0-current,16,168,25.0,28.5714,7.1429
EDD-2-IT0-current,16,168,23.2143,30.7692,7.1429
EDD-3-IT0-current,16,168,24.4048,34.1463,8.3333
EDD-4-IT0-current,16,168,22.0238,37.8378,8.3333
EDD-5-IT0-current,16,168,19.6429,42.4242,8.3333
EDD-6-IT0-current,16,168,17.2619,48.2759,8.3333
FOFS-ITInf-current,16,168,100.0,9.5238,9.5238
EDD-1-ITInf-current,16,168,100.0,9.5238,9.5238
EDD-2-ITInf-current,16,168,100.0,9.5238,9.5238
EDD-3-ITInf-current,16,168,100.0,9.5238,9.5238
EDD-4-ITInf-current,16,168,100.0,9.5238,9.5238
EDD-5-ITInf-current,16,168,100.0,9.5238,9.5238
EDD-6-ITInf-current,16,168,100.0,9.5238,9.5238
FOFS-IT0-future,16,168,92.2619,10.3226,9.5238
EDD-1-IT0-future,16,168,90.4762,9.2105,8.3333
EDD-2-IT0-future,16,168,90.4762,8.5526,7.7381
EDD-3-IT0-future,16,168,90.4762,8.5526,7.7381
EDD-4-IT0-future,16,168,91.0714,9.8039,8.9286
EDD-5-IT0-future,16,168,91.0714,10.4575,9.5238
EDD-6-IT0-future,16,168,91.6667,9.0909,8.3333
FOFS-ITInf-future,16,168,100.0,9.5238,9.5238
EDD-1-ITInf-future,16,168,100.0,9.5238,9.5238
EDD-2-ITInf-future,16,168,100.0,9.5238,9.5238
EDD-3-ITInf-future,16,168,100.0,9.5238,9.5238
EDD-4-ITInf-future,16,168,100.0,9.5238,9.5238
EDD-5-ITInf-future,16,168,100.0,9.5238,9.5238
EDD-6-ITInf-future,16,168,100.0,9.5238,9.5238
FOFS-IT0-future_cstp,16,168,33.9286,24.5614,8.3333
EDD-1-IT0-future_cstp,16,168,30.9524,28.8462,8.9286
EDD-2-IT0-future_cstp,16,168,32.1429,27.7778,8.9286
EDD-3-IT0-future_cstp,16,168,32.7381,27.2727,8.9286
EDD-4-IT0-future_cstp,16,168,33.9286,26.3158,8.9286
EDD-5-IT0-future_cstp,16,168,33.3333,30.3571,10.119
EDD-6-IT0-future_cstp,16,168,35.119,25.4237,8.9286
FOFS-ITInf-future_cstp,16,168,100.0,9.5238,9.5238
EDD-1-ITInf-future_cstp,16,168,100.0,9.5238,9.5238
EDD-2-ITInf-future_cstp,16,168,100.0,9.5238,9.5238
EDD-3-ITInf-future_cstp,16,168,100.0,9.5238,9.5238
EDD-4-ITInf-future_cstp,16,168,100.0,9.5238,9.5238
EDD-5-ITInf-future_cstp,16,168,100.0,9.5238,9.5238
EDD-6-ITInf-future_cstp,16,168,100.0,9.5238,9.5238
