,rseed,num_req,adm_rate,succ_order_rate,service_rate
FOFS-IT0-current,8,165,9.0909,100.0,9.0909
EDD-1-IT0-current,8,165,32.7273,22.2222,7.2727
EDD-2-IT0-current,8,165,31.5152,23.0769,7.2727
EDD-3-IT0-current,8,165,30.303,24.0,7.2727
EDD-4-IT0-current,8,165,29.697,24.4898,7.2727
EDD-5-IT0-current,8,165,27.8788,26.087,7.2727
EDD-6-IT0-current,8,165,25.4545,28.5714,7.2727
FOFS-ITInf-current,8,165,100.0,11.5152,11.5152
EDD-1-ITInf-current,8,165,100.0,9.0909,9.0909
EDD-2-ITInf-current,8,165,100.0,9.0909,9.0909
EDD-3-ITInf-current,8,165,100.0,9.0909,9.0909
EDD-4-ITInf-current,8,165,100.0,9.0909,9.0909
EDD-5-ITInf-current,8,165,100.0,9.0909,9.0909
EDD-6-ITInf-current,8,165,100.0,9.0909,9.0909
FOFS-IT0-future,8,165,79.3939,13.7405,10.9091
EDD-1-IT0-future,8,165,89.697,8.1081,7.2727
EDD-2-IT0-future,8,165,89.697,8.1081,7.2727
EDD-3-IT0-future,8,165,89.0909,8.1633,7.2727
EDD-4-IT0-future,8,165,88.4848,8.2192,7.2727
EDD-5-IT0-future,8,165,88.4848,8.2192,7.2727
EDD-6-IT0-future,8,165,87.2727,8.3333,7.2727
FOFS-ITInf-future,8,165,100.0,11.5152,11.5152
EDD-1-ITInf-future,8,165,100.0,9.0909,9.0909
EDD-2-ITInf-future,8,165,100.0,9.0909,9.0909
EDD-3-ITInf-future,8,165,100.0,9.0909,9.0909
EDD-4-ITInf-future,8,165,100.0,9.0909,9.0909
EDD-5-ITInf-future,8,165,100.0,9.0909,9.0909
EDD-6-ITInf-future,8,165,100.0,9.0909,9.0909
FOFS-IT0-future_cstp,8,165,27.8788,34.7826,9.697
EDD-1-IT0-future_cstp,8,165,32.1212,20.7547,6.6667
EDD-2-IT0-future_cstp,8,165,32.1212,20.7547,6.6667
EDD-3-IT0-future_cstp,8,165,32.1212,20.7547,6.6667
EDD-4-IT0-future_cstp,8,165,32.1212,20.7547,6.6667
EDD-5-IT0-future_cstp,8,165,32.1212,20.7547,6.6667
EDD-6-IT0-future_cstp,8,165,32.1212,20.7547,6.6667
FOFS-ITInf-future_cstp,8,165,100.0,11.5152,11.5152
EDD-1-ITInf-future_cstp,8,165,100.0,9.0909,9.0909
EDD-2-ITInf-future_cstp,8,165,100.0,9.0909,9.0909
EDD-3-ITInf-future_cstp,8,165,100.0,9.0909,9.0909
EDD-4-ITInf-future_cstp,8,165,100.0,9.0909,9.0909
EDD-5-ITInf-future_cstp,8,165,100.0,9.0909,9.0909
EDD-6-ITInf-future_cstp,8,165,100.0,9.0909,9.0909
