,rseed,num_req,adm_rate,succ_order_rate,service_rate
FOFS-IT0-current,2,155,9.0323,100.0,9.0323
EDD-1-IT0-current,2,155,38.0645,27.1186,10.3226
EDD-2-IT0-current,2,155,34.1935,30.1887,10.3226
EDD-3-IT0-current,2,155,31.6129,32.6531,10.3226
EDD-4-IT0-current,2,155,29.6774,34.7826,10.3226
EDD-5-IT0-current,2,155,29.6774,34.7826,10.3226
EDD-6-IT0-current,2,155,27.7419,37.2093,10.3226
FOFS-ITInf-current,2,155,100.0,12.2581,12.2581
EDD-1-ITInf-current,2,155,100.0,8.3871,8.3871
EDD-2-ITInf-current,2,155,100.0,8.3871,8.3871
EDD-3-ITInf-current,2,155,100.0,8.3871,8.3871
EDD-4-ITInf-current,2,155,100.0,8.3871,8.3871
EDD-5-ITInf-current,2,155,100.0,8.3871,8.3871
EDD-6-ITInf-current,2,155,100.0,8.3871,8.3871
FOFS-IT0-future,2,155,87.7419,13.9706,12.2581
EDD-1-IT0-future,2,155,95.4839,8.7838,8.3871
EDD-2-IT0-future,2,155,93.5484,8.9655,8.3871
EDD-3-IT0-future,2,155,93.5484,8.9655,8.3871
EDD-4-IT0-future,2,155,92.2581,9.0909,8.3871
EDD-5-IT0-future,2,155,92.2581,9.0909,8.3871
EDD-6-IT0-future,2,155,91.6129,9.1549,8.3871
FOFS-ITInf-future,2,155,100.0,12.2581,12.2581
EDD-1-ITInf-future,2,155,100.0,8.3871,8.3871
EDD-2-ITInf-future,2,155,100.0,8.3871,8.3871
EDD-3-ITInf-future,2,155,100.0,8.3871,8.3871
EDD-4-ITInf-future,2,155,100.0,8.3871,8.3871
EDD-5-ITInf-future,2,155,100.0,8.3871,8.3871
EDD-6-ITInf-future,2,155,100.0,8.3871,8.3871
FOFS-IT0-future_cstp,2,155,32.2581,30.0,9.6774
EDD-1-IT0-future_cstp,2,155,32.2581,32.0,10.3226
EDD-2-IT0-future_cstp,2,155,32.2581,32.0,10.3226
EDD-3-IT0-future_cstp,2,155,32.2581,32.0,10.3226
EDD-4-IT0-future_cstp,2,155,32.2581,32.0,10.3226
EDD-5-IT0-future_cstp,2,155,32.2581,32.0,10.3226
EDD-6-IT0-future_cstp,2,155,32.2581,32.0,10.3226
FOFS-ITInf-future_cstp,2,155,100.0,12.2581,12.2581
EDD-1-ITInf-future_cstp,2,155,100.0,8.3871,8.3871
EDD-2-ITInf-future_cstp,2,155,100.0,8.3871,8.3871
EDD-3-ITInf-future_cstp,2,155,100.0,8.3871,8.3871
EDD-4-ITInf-future_cstp,2,155,100.0,8.3871,8.3871
EDD-5-ITInf-future_cstp,2,155,100.0,8.3871,8.3871
EDD-6-ITInf-future_cstp,2,155,100.0,8.3871,8.3871
