,rseed,num_req,adm_rate,succ_order_rate,service_rate
FOFS-IT0-current,25,166,8.4337,100.0,8.4337
EDD-1-IT0-current,25,166,27.7108,28.2609,7.8313
EDD-2-IT0-current,25,166,23.494,33.3333,7.8313
EDD-3-IT0-current,25,166,22.2892,35.1351,7.8313
EDD-4-IT0-current,25,166,19.2771,40.625,7.8313
EDD-5-IT0-current,25,166,17.4699,44.8276,7.8313
EDD-6-IT0-current,25,166,16.2651,48.1481,7.8313
FOFS-ITInf-current,25,166,100.0,9.0361,9.0361
EDD-1-ITInf-current,25,166,100.0,9.0361,9.0361
EDD-2-ITInf-current,25,166,100.0,9.0361,9.0361
EDD-3-ITInf-current,25,166,100.0,9.0361,9.0361
EDD-4-ITInf-current,25,166,100.0,9.0361,9.0361
EDD-5-ITInf-current,25,166,100.0,9.0361,9.0361
EDD-6-ITInf-current,25,166,100.0,9.0361,9.0361
FOFS-IT0-future,25,166,87.9518,10.274,9.0361
EDD-1-IT0-future,25,166,86.1446,10.4895,9.0361
EDD-2-IT0-future,25,166,84.9398,10.6383,9.0361
EDD-3-IT0-future,25,166,84.9398,10.6383,9.0361
EDD-4-IT0-future,25,166,84.3373,10.7143,9.0361
EDD-5-IT0-future,25,166,84.9398,10.6383,9.0361
EDD-6-IT0-future,25,166,85.5422,10.5634,9.0361
FOFS-ITInf-future,25,166,100.0,9.0361,9.0361
EDD-1-ITInf-future,25,166,100.0,9.0361,9.0361
EDD-2-ITInf-future,25,166,100.0,9.0361,9.0361
EDD-3-ITInf-future,25,166,100.0,9.0361,9.0361
EDD-4-ITInf-future,25,166,100.0,9.0361,9.0361
EDD-5-ITInf-future,25,166,100.0,9.0361,9.0361
EDD-6-ITInf-future,25,166,100.0,9.0361,9.0361
FOFS-IT0-future_cstp,25,166,31.3253,26.9231,8.4337
EDD-1-IT0-future_cstp,25,166,29.5181,26.5306,7.8313
EDD-2-IT0-future_cstp,25,166,28.9157,29.1667,8.4337
EDD-3-IT0-future_cstp,25,166,28.9157,29.1667,8.4337
EDD-4-IT0-future_cstp,25,166,28.9157,29.1667,8.4337
EDD-5-IT0-future_cstp,25,166,30.1205,26.0,7.8313
EDD-6-IT0-future_cstp,25,166,30.7229,25.4902,7.8313
FOFS-ITInf-future_cstp,25,166,100.0,9.0361,9.0361
EDD-1-ITInf-future_cstp,25,166,100.0,9.0361,9.0361
EDD-2-ITInf-future_cstp,25,166,100.0,9.0361,9.0361
EDD-3-ITInf-future_cstp,25,166,100.0,9.0361,9.0361
EDD-4-ITInf-future_cstp,25,166,100.0,9.0361,9.0361
EDD-5-ITInf-future_cstp,25,166,100.0,9.0361,9.0361
EDD-6-ITInf-future_cstp,25,166,100.0,9.0361,9.0361
