,rseed,num_req,adm_rate,succ_order_rate,service_rate
FOFS-IT0-current,21,178,6.7416,100.0,6.7416
EDD-1-IT0-current,21,178,22.4719,30.0,6.7416
EDD-2-IT0-current,21,178,22.4719,30.0,6.7416
EDD-3-IT0-current,21,178,20.2247,33.3333,6.7416
EDD-4-IT0-current,21,178,19.6629,34.2857,6.7416
EDD-5-IT0-current,21,178,17.4157,38.7097,6.7416
EDD-6-IT0-current,21,178,16.2921,41.3793,6.7416
FOFS-ITInf-current,21,178,100.0,6.1798,6.1798
EDD-1-ITInf-current,21,178,100.0,6.7416,6.7416
EDD-2-ITInf-current,21,178,100.0,6.7416,6.7416
EDD-3-ITInf-current,21,178,100.0,6.7416,6.7416
EDD-4-ITInf-current,21,178,100.0,6.7416,6.7416
EDD-5-ITInf-current,21,178,100.0,6.7416,6.7416
EDD-6-ITInf-current,21,178,100.0,6.7416,6.7416
FOFS-IT0-future,21,178,83.7079,7.3826,6.1798
EDD-1-IT0-future,21,178,91.573,7.362,6.7416
EDD-2-IT0-future,21,178,88.764,7.5949,6.7416
EDD-3-IT0-future,21,178,88.2022,7.6433,6.7416
EDD-4-IT0-future,21,178,88.2022,7.6433,6.7416
EDD-5-IT0-future,21,178,87.6404,7.6923,6.7416
EDD-6-IT0-future,21,178,87.6404,7.6923,6.7416
FOFS-ITInf-future,21,178,100.0,6.1798,6.1798
EDD-1-ITInf-future,21,178,100.0,6.7416,6.7416
EDD-2-ITInf-future,21,178,100.0,6.7416,6.7416
EDD-3-ITInf-future,21,178,100.0,6.7416,6.7416
EDD-4-ITInf-future,21,178,100.0,6.7416,6.7416
EDD-5-ITInf-future,21,178,100.0,6.7416,6.7416
EDD-6-ITInf-future,21,178,100.0,6.7416,6.7416
FOFS-IT0-future_cstp,21,178,28.6517,23.5294,6.7416
EDD-1-IT0-future_cstp,21,178,28.6517,25.4902,7.3034
EDD-2-IT0-future_cstp,21,178,28.6517,25.4902,7.3034
EDD-3-IT0-future_cstp,21,178,28.6517,25.4902,7.3034
EDD-4-IT0-future_cstp,21,178,28.6517,25.4902,7.3034
EDD-5-IT0-future_cstp,21,178,28.6517,25.4902,7.3034
EDD-6-IT0-future_cstp,21,178,28.6517,25.4902,7.3034
FOFS-ITInf-future_cstp,21,178,100.0,6.1798,6.1798
EDD-1-ITInf-future_cstp,21,178,100.0,6.7416,6.7416
EDD-2-ITInf-future_cstp,21,178,100.0,6.7416,6.7416
EDD-3-ITInf-future_cstp,21,178,100.0,6.7416,6.7416
EDD-4-ITInf-future_cstp,21,178,100.0,6.7416,6.7416
EDD-5-ITInf-future_cstp,21,178,100.0,6.7416,6.7416
EDD-6-ITInf-future_cstp,21,178,100.0,6.7416,6.7416
