,rseed,num_req,adm_rate,succ_order_rate,service_rate
FOFS-IT0-current,20,204,5.3922,100.0,5.3922
EDD-1-IT0-current,20,204,29.902,19.6721,5.8824
EDD-2-IT0-current,20,204,27.9412,21.0526,5.8824
EDD-3-IT0-current,20,204,26.4706,22.2222,5.8824
EDD-4-IT0-current,20,204,23.5294,25.0,5.8824
EDD-5-IT0-current,20,204,22.0588,26.6667,5.8824
EDD-6-IT0-current,20,204,19.6078,30.0,5.8824
FOFS-ITInf-current,20,204,100.0,5.8824,5.8824
EDD-1-ITInf-current,20,204,100.0,6.8627,6.8627
EDD-2-ITInf-current,20,204,100.0,6.8627,6.8627
EDD-3-ITInf-current,20,204,100.0,6.8627,6.8627
EDD-4-ITInf-current,20,204,100.0,6.8627,6.8627
EDD-5-ITInf-current,20,204,100.0,6.8627,6.8627
EDD-6-ITInf-current,20,204,100.0,6.8627,6.8627
FOFS-IT0-future,20,204,89.2157,6.5934,5.8824
EDD-1-IT0-future,20,204,89.7059,7.6503,6.8627
EDD-2-IT0-future,20,204,90.1961,7.6087,6.8627
EDD-3-IT0-future,20,204,90.6863,7.5676,6.8627
EDD-4-IT0-future,20,204,89.7059,7.6503,6.8627
EDD-5-IT0-future,20,204,89.7059,7.6503,6.8627
EDD-6-IT0-future,20,204,89.7059,7.6503,6.8627
FOFS-ITInf-future,20,204,100.0,5.8824,5.8824
EDD-1-ITInf-future,20,204,100.0,6.8627,6.8627
EDD-2-ITInf-future,20,204,100.0,6.8627,6.8627
EDD-3-ITInf-future,20,204,100.0,6.8627,6.8627
EDD-4-ITInf-future,20,204,100.0,6.8627,6.8627
EDD-5-ITInf-future,20,204,100.0,6.8627,6.8627
EDD-6-ITInf-future,20,204,100.0,6.8627,6.8627
FOFS-IT0-future_cstp,20,204,32.8431,17.9104,5.8824
EDD-1-IT0-future_cstp,20,204,26.9608,30.9091,8.3333
EDD-2-IT0-future_cstp,20,204,26.4706,25.9259,6.8627
EDD-3-IT0-future_cstp,20,204,25.0,33.3333,8.3333
EDD-4-IT0-future_cstp,20,204,25.0,33.3333,8.3333
EDD-5-IT0-future_cstp,20,204,26.4706,25.9259,6.8627
EDD-6-IT0-future_cstp,20,204,26.4706,25.9259,6.8627
FOFS-ITInf-future_cstp,20,204,100.0,5.8824,5.8824
EDD-1-ITInf-future_cstp,20,204,100.0,6.8627,6.8627
EDD-2-ITInf-future_cstp,20,204,100.0,6.8627,6.8627
EDD-3-ITInf-future_cstp,20,204,100.0,6.8627,6.8627
EDD-4-ITInf-future_cstp,20,204,100.0,6.8627,6.8627
EDD-5-ITInf-future_cstp,20,204,100.0,6.8627,6.8627
EDD-6-ITInf-future_cstp,20,204,100.0,6.8627,6.8627
