,rseed,num_req,adm_rate,succ_order_rate,service_rate
FOFS-IT0-current,27,186,6.9892,100.0,6.9892
EDD-1-IT0-current,27,186,29.5699,23.6364,6.9892
EDD-2-IT0-current,27,186,28.4946,24.5283,6.9892
EDD-3-IT0-current,27,186,29.0323,24.0741,6.9892
EDD-4-IT0-current,27,186,26.8817,28.0,7.5269
EDD-5-IT0-current,27,186,24.7312,30.4348,7.5269
EDD-6-IT0-current,27,186,24.1935,31.1111,7.5269
FOFS-ITInf-current,27,186,100.0,9.6774,9.6774
EDD-1-ITInf-current,27,186,100.0,8.6022,8.6022
EDD-2-ITInf-current,27,186,100.0,8.6022,8.6022
EDD-3-ITInf-current,27,186,100.0,8.6022,8.6022
EDD-4-ITInf-current,27,186,100.0,8.6022,8.6022
EDD-5-ITInf-current,27,186,100.0,8.6022,8.6022
EDD-6-ITInf-current,27,186,100.0,8.6022,8.6022
FOFS-IT0-future,27,186,80.6452,10.6667,8.6022
EDD-1-IT0-future,27,186,88.172,9.1463,8.0645
EDD-2-IT0-future,27,186,88.172,9.1463,8.0645
EDD-3-IT0-future,27,186,88.172,9.1463,8.0645
EDD-4-IT0-future,27,186,87.6344,9.2025,8.0645
EDD-5-IT0-future,27,186,87.6344,9.2025,8.0645
EDD-6-IT0-future,27,186,87.0968,9.2593,8.0645
FOFS-ITInf-future,27,186,100.0,9.6774,9.6774
EDD-1-ITInf-future,27,186,100.0,8.6022,8.6022
EDD-2-ITInf-future,27,186,100.0,8.6022,8.6022
EDD-3-ITInf-future,27,186,100.0,8.6022,8.6022
EDD-4-ITInf-future,27,186,100.0,8.6022,8.6022
EDD-5-ITInf-future,27,186,100.0,8.6022,8.6022
EDD-6-ITInf-future,27,186,100.0,8.6022,8.6022
FOFS-IT0-future_cstp,27,186,22.5806,38.0952,8.6022
EDD-1-IT0-future_cstp,27,186,26.3441,34.6939,9.1398
EDD-2-IT0-future_cstp,27,186,26.3441,34.6939,9.1398
EDD-3-IT0-future_cstp,27,186,26.8817,34.0,9.1398
EDD-4-IT0-future_cstp,27,186,26.8817,34.0,9.1398
EDD-5-IT0-future_cstp,27,186,26.8817,34.0,9.1398
EDD-6-IT0-future_cstp,27,186,26.8817,34.0,9.1398
FOFS-ITInf-future_cstp,27,186,100.0,9.6774,9.6774
EDD-1-ITInf-future_cstp,27,186,100.0,8.6022,8.6022
EDD-2-ITInf-future_cstp,27,186,100.0,8.6022,8.6022
EDD-3-ITInf-future_cstp,27,186,100.0,8.6022,8.6022
EDD-4-ITInf-future_cstp,27,186,100.0,8.6022,8.6022
EDD-5-ITInf-future_cstp,27,186,100.0,8.6022,8.6022
EDD-6-ITInf-future_cstp,27,186,100.0,8.6022,8.6022
